grid_id,X,Y,Variable,Prediccion,Varianza_kriging,Error_estandar_kriging,var1.pred,var1.var
1,587191.5271684568,517550.00172497844,N,16.569771022940245,31.125545020604733,5.579027246806089,16.569771022940245,31.125545020604733
2,587191.2391117347,517550.2897817006,N,16.5331270684408,29.81235690711977,5.460069313398848,16.5331270684408,29.81235690711977
3,587191.5271684568,517550.2897817006,N,16.56823164234182,29.95390910203598,5.473016453660264,16.56823164234182,29.95390910203598
4,587191.815225179,517550.2897817006,N,16.604055676889693,30.181767215370652,5.493793517722581,16.604055676889693,30.181767215370652
5,587190.9510550125,517550.5778384228,N,16.48695541854227,28.381991744306895,5.32747517538157,16.48695541854227,28.381991744306895
6,587191.2391117347,517550.5778384228,N,16.525188222056244,28.44166431372985,5.333072689709924,16.525188222056244,28.44166431372985
7,587191.5271684568,517550.5778384228,N,16.565588454760817,28.625212963929428,5.350253542022979,16.565588454760817,28.625212963929428
8,587191.815225179,517550.5778384228,N,16.606926422609416,28.914686688191342,5.377237830726045,16.606926422609416,28.914686688191342
9,587192.1032819011,517550.5778384228,N,16.647880026961978,29.28715818158459,5.4117610979776805,16.647880026961978,29.28715818158459
10,587190.6629982904,517550.86589514493,N,16.431199307959275,26.884384685419075,5.18501539876393,16.431199307959275,26.884384685419075
11,587190.9510550125,517550.86589514493,N,16.47096348823764,26.795988987185723,5.176484230361928,16.47096348823764,26.795988987185723
12,587191.2391117347,517550.86589514493,N,16.514869777266203,26.879122579405546,5.184507939950092,16.514869777266203,26.879122579405546
13,587191.5271684568,517550.86589514493,N,16.561620666566878,27.119525640085058,5.207641082110504,16.561620666566878,27.119525640085058
14,587191.815225179,517550.86589514493,N,16.609595483398216,27.490248799110454,5.243114417892333,16.609595483398216,27.490248799110454
15,587192.1032819011,517550.86589514493,N,16.657047125821073,27.958069870764497,5.287539112929993,16.657047125821073,27.958069870764497
16,587192.3913386234,517550.86589514493,N,16.702312141139444,28.489844795516213,5.337587919230578,16.702312141139444,28.489844795516213
