grid_id,X,Y,CE_pred,CE_var,CE_corregida_pred,CE_corregida_var,Diferencia_prediccion,Relacion_varianzas
75,587191.815225179,517552.3061787557,241.65631107688935,3582.526052134029,491.50606619483256,3100.5261544545215,249.8497551179432,0.8654580899998225
76,587192.1032819011,517552.3061787557,242.98131788698234,3884.5213122395653,492.7387200302624,3361.8903954544944,249.75740214328007,0.8654580899998318
77,587192.3913386234,517552.3061787557,244.13365671427061,4169.696888336469,493.810740841289,3608.697904857962,249.67708412701836,0.8654580899998413
78,587192.6793953455,517552.3061787557,245.0649077014925,4431.356346379502,494.677083634702,3835.153199646325,249.6121759332095,0.8654580899998517
79,587192.9674520676,517552.3061787557,245.7547337867369,4670.75954492392,495.3188288418051,4042.346634598479,249.5640950550682,0.8654580899998617
80,587193.2555087898,517552.3061787557,246.2082342811051,4891.526729691572,495.7407203517162,4233.411380662189,249.53248607061113,0.8654580899998723
81,587193.5435655119,517552.3061787557,246.45078225591791,5096.9269342917205,495.96636273268473,4411.176649421067,249.51558047676681,0.865458089999882
82,587193.8316222341,517552.3061787557,246.52078714646552,5289.052595597482,496.03148828236147,4577.453357294768,249.51070113589594,0.8654580899998919
83,587194.1196789562,517552.3061787557,246.46197138793826,5468.97290092379,495.9767719822038,4733.166841094722,249.51480059426552,0.8654580899999013
84,587194.4077356784,517552.3061787557,246.3167899097936,5637.201803591717,495.841709653086,4878.761905880538,249.5249197432924,0.8654580899999104
85,587189.2227146797,517552.59423547785,233.07069790108065,4386.889693505053,483.5188702573762,3796.669175180906,250.44817235629554,0.865458089999849
86,587189.5107714018,517552.59423547785,233.32336240927867,3996.2797076372754,483.7539240493528,3458.612602876857,250.43056164007413,0.8654580899998354
