Nodo,Variable,Buffer_m,Valor
11,Delta_GLI,0,0.2594897142548663
12,Delta_GLI,0,0.060646505539809936
13,Delta_GLI,0,0.2343461296133834
14,Delta_GLI,0,0.1398214558907969
15,Delta_GLI,0,-0.05813979170734408
16,Delta_GLI,0,-9.419988531044897e-4
17,Delta_GLI,0,0.03104586592765849
18,Delta_GLI,0,0.22856186501024953
19,Delta_GLI,0,0.18014540677728602
20,Delta_GLI,0,0.0383553109154294
21,Delta_GLI,0,0.3136291075108846
22,Delta_GLI,0,0.3207065234246908
23,Delta_GLI,0,-0.006385099797619207
24,Delta_GLI,0,-0.12771964002011602
25,Delta_GLI,0,0.004356624034922093
26,Delta_GLI,0,0.15908585950726378
27,Delta_GLI,0,-0.050033917183574535
28,Delta_GLI,0,-0.006382847878401862
29,Delta_GLI,0,0.15489956386438847
30,Delta_GLI,0,0.08305707314737273
31,Delta_GLI,0,0.22498987763946401
32,Delta_GLI,0,0.04634495552170479
33,Delta_GLI,0,0.19137069061291667
34,Delta_GLI,0,0.13447515347689956
35,Delta_GLI,0,0.12157949155949077
36,Delta_GLI,0,0.1282619003082966
37,Delta_GLI,0,0.1983192911742377
38,Delta_GLI,0,0.1586874629004675
39,Delta_GLI,0,0.17693030936373005
40,Delta_GLI,0,0.20587717982985493
41,Delta_GLI,0,0.15762329016893664
42,Delta_GLI,0,0.20163988782849135
43,Delta_GLI,0,0.1410061229204102
44,Delta_GLI,0,-0.00790485246722252
45,Delta_GLI,0,-0.009055815274591246
46,Delta_GLI,0,0.0011900883789608032
47,Delta_GLI,0,0.14819547559443103
48,Delta_GLI,0,0.0630646234378326
49,Delta_GLI,0,0.007424294620496128
50,Delta_GLI,0,-0.1266694512156853
51,Delta_GLI,0,-0.039535384819494875
52,Delta_GLI,0,0.09067511699859188
53,Delta_GLI,0,0.009096040914114296
54,Delta_GLI,0,0.007673430158024037
55,Delta_GLI,0,-0.06928535253104602
56,Delta_GLI,0,-0.029633671207220318
1,Delta_GLI,0.5,0.10294200951886223
2,Delta_GLI,0.5,0.053121070876007315
3,Delta_GLI,0.5,0.0536539351984628
4,Delta_GLI,0.5,0.13278097558840044
5,Delta_GLI,0.5,0.0971359602213199
6,Delta_GLI,0.5,0.11084790075915779
7,Delta_GLI,0.5,0.2166234362795057
8,Delta_GLI,0.5,0.15568448391426867
9,Delta_GLI,0.5,0.3752570609273897
10,Delta_GLI,0.5,0.20848787049277032
11,Delta_GLI,0.5,0.2651799017074439
12,Delta_GLI,0.5,0.05827793301157583
13,Delta_GLI,0.5,0.25195721633921647
14,Delta_GLI,0.5,0.17592881574524266
15,Delta_GLI,0.5,-0.042810564898135145
16,Delta_GLI,0.5,-0.009986804172742225
17,Delta_GLI,0.5,0.012699571784792085
18,Delta_GLI,0.5,0.22515458113970585
19,Delta_GLI,0.5,0.21659652590702586
20,Delta_GLI,0.5,0.06148816099430818
21,Delta_GLI,0.5,0.32311794901226787
22,Delta_GLI,0.5,0.3823997345676437
23,Delta_GLI,0.5,0.014088083180767957
24,Delta_GLI,0.5,-0.11056534766946792
25,Delta_GLI,0.5,0.007199457270872872
26,Delta_GLI,0.5,0.14307950228575833
27,Delta_GLI,0.5,-0.05382925626894228
28,Delta_GLI,0.5,-0.02073855182275755
29,Delta_GLI,0.5,0.17392492239293383
30,Delta_GLI,0.5,0.08997862223043432
31,Delta_GLI,0.5,0.24359898182043702
32,Delta_GLI,0.5,0.0917068040266549
33,Delta_GLI,0.5,0.18035543659147057
34,Delta_GLI,0.5,0.1435345632192917
35,Delta_GLI,0.5,0.12424895618990137
36,Delta_GLI,0.5,0.10652604135359227
37,Delta_GLI,0.5,0.20633308607222345
38,Delta_GLI,0.5,0.18854334598032477
39,Delta_GLI,0.5,0.19232322254206508
40,Delta_GLI,0.5,0.2105408478275853
41,Delta_GLI,0.5,0.1641650718977903
42,Delta_GLI,0.5,0.18405691436416727
43,Delta_GLI,0.5,0.10701600585815829
44,Delta_GLI,0.5,0.012882624826599548
45,Delta_GLI,0.5,-0.03272928475328632
46,Delta_GLI,0.5,-0.0035459022029273313
47,Delta_GLI,0.5,0.15318818580096252
48,Delta_GLI,0.5,0.06895712803521355
49,Delta_GLI,0.5,0.007037912935526747
50,Delta_GLI,0.5,-0.10168759873092018
51,Delta_GLI,0.5,-0.03124535938140624
52,Delta_GLI,0.5,0.10091102163773331
53,Delta_GLI,0.5,0.02482362326970783
54,Delta_GLI,0.5,0.02515744389348548
55,Delta_GLI,0.5,-0.08033840290002894
56,Delta_GLI,0.5,-0.06686943008371327
1,Delta_GLI,1,0.10294200951886223
2,Delta_GLI,1,0.053121070876007315
3,Delta_GLI,1,0.0536539351984628
4,Delta_GLI,1,0.13278097558840044
5,Delta_GLI,1,0.0971359602213199
6,Delta_GLI,1,0.11084790075915779
7,Delta_GLI,1,0.2166234362795057
8,Delta_GLI,1,0.15568448391426867
9,Delta_GLI,1,0.3752570609273897
10,Delta_GLI,1,0.20848787049277032
11,Delta_GLI,1,0.2651799017074439
12,Delta_GLI,1,0.05827793301157583
13,Delta_GLI,1,0.25195721633921647
14,Delta_GLI,1,0.17592881574524266
15,Delta_GLI,1,-0.042810564898135145
16,Delta_GLI,1,-0.009986804172742225
17,Delta_GLI,1,0.012699571784792085
18,Delta_GLI,1,0.22515458113970585
19,Delta_GLI,1,0.21659652590702586
20,Delta_GLI,1,0.06148816099430818
21,Delta_GLI,1,0.32311794901226787
22,Delta_GLI,1,0.3823997345676437
23,Delta_GLI,1,0.014088083180767957
24,Delta_GLI,1,-0.11056534766946792
25,Delta_GLI,1,0.007199457270872872
26,Delta_GLI,1,0.14307950228575833
27,Delta_GLI,1,-0.05382925626894228
28,Delta_GLI,1,-0.02073855182275755
29,Delta_GLI,1,0.17392492239293383
30,Delta_GLI,1,0.08997862223043432
31,Delta_GLI,1,0.24359898182043702
32,Delta_GLI,1,0.0917068040266549
33,Delta_GLI,1,0.18035543659147057
34,Delta_GLI,1,0.1435345632192917
35,Delta_GLI,1,0.12424895618990137
36,Delta_GLI,1,0.10652604135359227
37,Delta_GLI,1,0.20633308607222345
38,Delta_GLI,1,0.18854334598032477
39,Delta_GLI,1,0.19232322254206508
40,Delta_GLI,1,0.2105408478275853
41,Delta_GLI,1,0.1641650718977903
42,Delta_GLI,1,0.18405691436416727
43,Delta_GLI,1,0.10701600585815829
44,Delta_GLI,1,0.012882624826599548
45,Delta_GLI,1,-0.03272928475328632
46,Delta_GLI,1,-0.0035459022029273313
47,Delta_GLI,1,0.15318818580096252
48,Delta_GLI,1,0.06895712803521355
49,Delta_GLI,1,0.007037912935526747
50,Delta_GLI,1,-0.10168759873092018
51,Delta_GLI,1,-0.03124535938140624
52,Delta_GLI,1,0.10091102163773331
53,Delta_GLI,1,0.02482362326970783
54,Delta_GLI,1,0.02515744389348548
55,Delta_GLI,1,-0.08033840290002894
56,Delta_GLI,1,-0.06686943008371327
1,Delta_GRVI,0,0.11371662962277404
2,Delta_GRVI,0,0.10296052237303764
3,Delta_GRVI,0,0.07457924379386167
4,Delta_GRVI,0,0.13910643205507794
5,Delta_GRVI,0,0.10970530358256923
6,Delta_GRVI,0,0.14094044590185156
7,Delta_GRVI,0,0.20728913949716374
8,Delta_GRVI,0,0.16467148316025454
9,Delta_GRVI,0,0.2689577726930612
10,Delta_GRVI,0,0.25418052781882106
11,Delta_GRVI,0,0.1763723193651141
12,Delta_GRVI,0,0.01014962020683385
13,Delta_GRVI,0,0.273991978218509
14,Delta_GRVI,0,0.14191049446182408
15,Delta_GRVI,0,-0.05388429824562942
16,Delta_GRVI,0,0.020916248324441025
17,Delta_GRVI,0,0.0019128504097725343
18,Delta_GRVI,0,0.19722656266975813
19,Delta_GRVI,0,0.25207817454062426
20,Delta_GRVI,0,0.016715082176122522
21,Delta_GRVI,0,0.24678928395702018
22,Delta_GRVI,0,0.21510230578640002
23,Delta_GRVI,0,-0.00276192123414018
24,Delta_GRVI,0,-0.08230185152113971
25,Delta_GRVI,0,0.00747935332098712
26,Delta_GRVI,0,0.15106915311477148
27,Delta_GRVI,0,-0.013340282930417684
28,Delta_GRVI,0,-6.100816778147207e-4
29,Delta_GRVI,0,0.13347992383659707
30,Delta_GRVI,0,0.04465565123581658
31,Delta_GRVI,0,0.14731566670358626
32,Delta_GRVI,0,-0.018484835040725255
33,Delta_GRVI,0,0.16975166874230252
34,Delta_GRVI,0,0.12786245294216322
35,Delta_GRVI,0,0.11370736137198842
36,Delta_GRVI,0,0.1491193144189405
37,Delta_GRVI,0,0.22889879397461196
38,Delta_GRVI,0,0.11937279480738623
39,Delta_GRVI,0,0.1776586435322486
40,Delta_GRVI,0,0.2373560388032842
41,Delta_GRVI,0,0.13346760078527278
42,Delta_GRVI,0,0.2886406293623225
43,Delta_GRVI,0,0.1397121637677996
44,Delta_GRVI,0,0.0847241250232709
45,Delta_GRVI,0,0.08037651620266725
46,Delta_GRVI,0,0.04202579991855161
47,Delta_GRVI,0,0.18172942124234964
48,Delta_GRVI,0,0.08627271428764793
49,Delta_GRVI,0,0.09068853792094111
50,Delta_GRVI,0,-0.02703674771911056
51,Delta_GRVI,0,0.005507076030771234
52,Delta_GRVI,0,0.14340488974232565
53,Delta_GRVI,0,0.07945243081088811
54,Delta_GRVI,0,0.0626615381536051
55,Delta_GRVI,0,0.033409652915334
56,Delta_GRVI,0,0.08841431276297951
1,Delta_GRVI,0.5,0.11153074783672143
2,Delta_GRVI,0.5,0.08657844550433419
3,Delta_GRVI,0.5,0.07378126065056093
4,Delta_GRVI,0.5,0.12122665352120163
5,Delta_GRVI,0.5,0.09748623847080676
6,Delta_GRVI,0.5,0.1387563176864097
7,Delta_GRVI,0.5,0.20891530632918448
8,Delta_GRVI,0.5,0.15049184020628198
9,Delta_GRVI,0.5,0.3101496282974297
10,Delta_GRVI,0.5,0.23772655351757277
11,Delta_GRVI,0.5,0.18969748647061419
12,Delta_GRVI,0.5,-0.0010984882291396603
13,Delta_GRVI,0.5,0.2889285336580172
14,Delta_GRVI,0.5,0.17529153042699852
15,Delta_GRVI,0.5,-0.05035293857794128
16,Delta_GRVI,0.5,0.0266513564422962
17,Delta_GRVI,0.5,-0.0068424614891146335
18,Delta_GRVI,0.5,0.19541322147162182
19,Delta_GRVI,0.5,0.28606970744299404
20,Delta_GRVI,0.5,0.01827155109475137
21,Delta_GRVI,0.5,0.2559881760021738
22,Delta_GRVI,0.5,0.2474872768903882
23,Delta_GRVI,0.5,0.006615551425366781
24,Delta_GRVI,0.5,-0.09296627586979317
25,Delta_GRVI,0.5,0.011593524501181784
26,Delta_GRVI,0.5,0.13518288669369347
27,Delta_GRVI,0.5,-0.01226969969456397
28,Delta_GRVI,0.5,-0.007824103856520964
29,Delta_GRVI,0.5,0.13173017911814244
30,Delta_GRVI,0.5,0.032690028392879315
31,Delta_GRVI,0.5,0.15195123065445792
32,Delta_GRVI,0.5,3.1912503424749716e-4
33,Delta_GRVI,0.5,0.16127524464442428
34,Delta_GRVI,0.5,0.1283883616922811
35,Delta_GRVI,0.5,0.10364946845970444
36,Delta_GRVI,0.5,0.12452199630976146
37,Delta_GRVI,0.5,0.22842925027902586
38,Delta_GRVI,0.5,0.12793948185578444
39,Delta_GRVI,0.5,0.19585876026275154
40,Delta_GRVI,0.5,0.22982633708244254
41,Delta_GRVI,0.5,0.13053086833593155
42,Delta_GRVI,0.5,0.2871763228843204
43,Delta_GRVI,0.5,0.12246181167400315
44,Delta_GRVI,0.5,0.09262162848806925
45,Delta_GRVI,0.5,0.06868007049989897
46,Delta_GRVI,0.5,0.05167843180465195
47,Delta_GRVI,0.5,0.1966934629720086
48,Delta_GRVI,0.5,0.09599441175790456
49,Delta_GRVI,0.5,0.09282220355533691
50,Delta_GRVI,0.5,-0.010886649630286026
51,Delta_GRVI,0.5,0.019140284667892745
52,Delta_GRVI,0.5,0.1510894898185869
53,Delta_GRVI,0.5,0.0899265231438142
54,Delta_GRVI,0.5,0.05926370410481585
55,Delta_GRVI,0.5,0.02977766373062742
56,Delta_GRVI,0.5,0.07416158698824307
1,Delta_GRVI,1,0.11153074783672143
2,Delta_GRVI,1,0.08657844550433419
3,Delta_GRVI,1,0.07378126065056093
4,Delta_GRVI,1,0.12122665352120163
5,Delta_GRVI,1,0.09748623847080676
6,Delta_GRVI,1,0.1387563176864097
7,Delta_GRVI,1,0.20891530632918448
8,Delta_GRVI,1,0.15049184020628198
9,Delta_GRVI,1,0.3101496282974297
10,Delta_GRVI,1,0.23772655351757277
11,Delta_GRVI,1,0.18969748647061419
12,Delta_GRVI,1,-0.0010984882291396603
13,Delta_GRVI,1,0.2889285336580172
14,Delta_GRVI,1,0.17529153042699852
15,Delta_GRVI,1,-0.05035293857794128
16,Delta_GRVI,1,0.0266513564422962
17,Delta_GRVI,1,-0.0068424614891146335
18,Delta_GRVI,1,0.19541322147162182
19,Delta_GRVI,1,0.28606970744299404
20,Delta_GRVI,1,0.01827155109475137
21,Delta_GRVI,1,0.2559881760021738
22,Delta_GRVI,1,0.2474872768903882
23,Delta_GRVI,1,0.006615551425366781
24,Delta_GRVI,1,-0.09296627586979317
25,Delta_GRVI,1,0.011593524501181784
26,Delta_GRVI,1,0.13518288669369347
27,Delta_GRVI,1,-0.01226969969456397
28,Delta_GRVI,1,-0.007824103856520964
29,Delta_GRVI,1,0.13173017911814244
30,Delta_GRVI,1,0.032690028392879315
31,Delta_GRVI,1,0.15195123065445792
32,Delta_GRVI,1,3.1912503424749716e-4
33,Delta_GRVI,1,0.16127524464442428
34,Delta_GRVI,1,0.1283883616922811
35,Delta_GRVI,1,0.10364946845970444
36,Delta_GRVI,1,0.12452199630976146
37,Delta_GRVI,1,0.22842925027902586
38,Delta_GRVI,1,0.12793948185578444
39,Delta_GRVI,1,0.19585876026275154
40,Delta_GRVI,1,0.22982633708244254
41,Delta_GRVI,1,0.13053086833593155
42,Delta_GRVI,1,0.2871763228843204
43,Delta_GRVI,1,0.12246181167400315
44,Delta_GRVI,1,0.09262162848806925
45,Delta_GRVI,1,0.06868007049989897
46,Delta_GRVI,1,0.05167843180465195
47,Delta_GRVI,1,0.1966934629720086
48,Delta_GRVI,1,0.09599441175790456
49,Delta_GRVI,1,0.09282220355533691
50,Delta_GRVI,1,-0.010886649630286026
51,Delta_GRVI,1,0.019140284667892745
52,Delta_GRVI,1,0.1510894898185869
53,Delta_GRVI,1,0.0899265231438142
54,Delta_GRVI,1,0.05926370410481585
55,Delta_GRVI,1,0.02977766373062742
56,Delta_GRVI,1,0.07416158698824307
