Nodo,Variable,Buffer_m,Valor
49,GRVI_14,0,0.13291344401843894
50,GRVI_14,0,-0.03438602292721214
51,GRVI_14,0,0.032569927933225475
52,GRVI_14,0,0.0935142567452222
53,GRVI_14,0,0.11352721398547741
54,GRVI_14,0,0.08739671324889996
55,GRVI_14,0,0.04593983642881871
56,GRVI_14,0,0.12063163932312866
1,GRVI_14,0.5,0.04030907433722913
2,GRVI_14,0.5,0.10278401287974621
3,GRVI_14,0.5,-0.04300582938687738
4,GRVI_14,0.5,0.09866019485351031
5,GRVI_14,0.5,0.03807119435313387
6,GRVI_14,0.5,0.051296496121497885
7,GRVI_14,0.5,0.14979476640837855
8,GRVI_14,0.5,0.09178011819613185
9,GRVI_14,0.5,0.23244658994874115
10,GRVI_14,0.5,0.17455554615646138
11,GRVI_14,0.5,0.11558959549476777
12,GRVI_14,0.5,0.10745736542225776
13,GRVI_14,0.5,0.1990551685065898
14,GRVI_14,0.5,0.18444566997753525
15,GRVI_14,0.5,0.03830773221268402
16,GRVI_14,0.5,0.14622603922477936
17,GRVI_14,0.5,5.120116515678544e-4
18,GRVI_14,0.5,0.12559404239328698
19,GRVI_14,0.5,0.2656147375547515
20,GRVI_14,0.5,0.1331653871011123
21,GRVI_14,0.5,0.19835040183767005
22,GRVI_14,0.5,0.18854008995751548
23,GRVI_14,0.5,0.1282154703650689
24,GRVI_14,0.5,0.0034154923916346587
25,GRVI_14,0.5,0.12598087307117845
26,GRVI_14,0.5,0.13504496834135804
27,GRVI_14,0.5,0.09007628796597238
28,GRVI_14,0.5,0.08601756934197603
29,GRVI_14,0.5,0.14743519478007042
30,GRVI_14,0.5,0.08156443524696733
31,GRVI_14,0.5,0.09581168287763309
32,GRVI_14,0.5,0.12140846336673636
33,GRVI_14,0.5,0.09584979920963793
34,GRVI_14,0.5,0.11749451222285937
35,GRVI_14,0.5,0.036942627325131185
36,GRVI_14,0.5,0.14087198278556984
37,GRVI_14,0.5,0.10966270319221191
38,GRVI_14,0.5,0.0989938172654866
39,GRVI_14,0.5,0.08527246800738637
40,GRVI_14,0.5,0.11966320825432283
41,GRVI_14,0.5,0.06042723347560485
42,GRVI_14,0.5,0.14769396233922016
43,GRVI_14,0.5,0.11944832171176309
44,GRVI_14,0.5,0.11542175438961295
45,GRVI_14,0.5,0.08345644421539053
46,GRVI_14,0.5,0.08055616969543748
47,GRVI_14,0.5,0.15294867903354148
48,GRVI_14,0.5,0.09699271262621975
49,GRVI_14,0.5,0.13379655724930284
50,GRVI_14,0.5,-0.021516183326664058
51,GRVI_14,0.5,0.04193880903806594
52,GRVI_14,0.5,0.10192632139789493
53,GRVI_14,0.5,0.12314996968290551
54,GRVI_14,0.5,0.08334953659249096
55,GRVI_14,0.5,0.04881495986110247
56,GRVI_14,0.5,0.10696612622961472
1,GRVI_14,1,0.04030907433722913
2,GRVI_14,1,0.10278401287974621
3,GRVI_14,1,-0.04300582938687738
4,GRVI_14,1,0.09866019485351031
5,GRVI_14,1,0.03807119435313387
6,GRVI_14,1,0.051296496121497885
7,GRVI_14,1,0.14979476640837855
8,GRVI_14,1,0.09178011819613185
9,GRVI_14,1,0.23244658994874115
10,GRVI_14,1,0.17455554615646138
11,GRVI_14,1,0.11558959549476777
12,GRVI_14,1,0.10745736542225776
13,GRVI_14,1,0.1990551685065898
14,GRVI_14,1,0.18444566997753525
15,GRVI_14,1,0.03830773221268402
16,GRVI_14,1,0.14622603922477936
17,GRVI_14,1,5.120116515678544e-4
18,GRVI_14,1,0.12559404239328698
19,GRVI_14,1,0.2656147375547515
20,GRVI_14,1,0.1331653871011123
21,GRVI_14,1,0.19835040183767005
22,GRVI_14,1,0.18854008995751548
23,GRVI_14,1,0.1282154703650689
24,GRVI_14,1,0.0034154923916346587
25,GRVI_14,1,0.12598087307117845
26,GRVI_14,1,0.13504496834135804
27,GRVI_14,1,0.09007628796597238
28,GRVI_14,1,0.08601756934197603
29,GRVI_14,1,0.14743519478007042
30,GRVI_14,1,0.08156443524696733
31,GRVI_14,1,0.09581168287763309
32,GRVI_14,1,0.12140846336673636
33,GRVI_14,1,0.09584979920963793
34,GRVI_14,1,0.11749451222285937
35,GRVI_14,1,0.036942627325131185
36,GRVI_14,1,0.14087198278556984
37,GRVI_14,1,0.10966270319221191
38,GRVI_14,1,0.0989938172654866
39,GRVI_14,1,0.08527246800738637
40,GRVI_14,1,0.11966320825432283
41,GRVI_14,1,0.06042723347560485
42,GRVI_14,1,0.14769396233922016
43,GRVI_14,1,0.11944832171176309
44,GRVI_14,1,0.11542175438961295
45,GRVI_14,1,0.08345644421539053
46,GRVI_14,1,0.08055616969543748
47,GRVI_14,1,0.15294867903354148
48,GRVI_14,1,0.09699271262621975
49,GRVI_14,1,0.13379655724930284
50,GRVI_14,1,-0.021516183326664058
51,GRVI_14,1,0.04193880903806594
52,GRVI_14,1,0.10192632139789493
53,GRVI_14,1,0.12314996968290551
54,GRVI_14,1,0.08334953659249096
55,GRVI_14,1,0.04881495986110247
56,GRVI_14,1,0.10696612622961472
1,Delta_GLI,0,0.10793933348012504
2,Delta_GLI,0,0.08717052429407111
3,Delta_GLI,0,0.0610997460106387
4,Delta_GLI,0,0.1521560601550029
5,Delta_GLI,0,0.11862158570414535
6,Delta_GLI,0,0.12142758281713097
7,Delta_GLI,0,0.20940351974552604
8,Delta_GLI,0,0.18604990808759042
9,Delta_GLI,0,0.3112118419379474
10,Delta_GLI,0,0.23808140045077253
