Nodo,Treatment_ID,Dose_percent,Omission_description,Replication,Observado,Ajustado,Residuo,Residuo_estudentizado,Leverage,Cook,Variable,Modelo,X,Y,n_modelo,umbral_cook,umbral_leverage,Flag_Cook,Flag_Leverage,Flag_Residuo,Influyente
35,T1-A,D100,Completo,2,0.7,0.7102499999999998,-0.01024999999999987,-0.9205831201826092,0.24791666666666667,0.018624066566694863,NDVI,M1_Aditivo,587204.105,517565,56,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,FALSE
36,T7-A,D100,Sin Zn,2,0.7,0.7087499999999998,-0.008749999999999813,-0.8097693553944594,0.29166666666666646,0.018000332794320402,NDVI,M1_Aditivo,587202.04,517564,56,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,FALSE
37,T2-A,D100,Sin N,2,0.67,0.6862499999999998,-0.016249999999999765,-1.4594610441919351,0.24791666666666667,0.046809447498087506,NDVI,M1_Aditivo,587200.115,517562,56,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,FALSE
38,T2-B,D75,Sin N,2,0.67,0.6704166666666664,-4.1666666666639873e-4,-0.03742207805620339,0.24791666666666665,3.077544214206923e-5,NDVI,M1_Aditivo,587197.782,517560,56,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,FALSE
39,T4-B,D75,Sin K,2,0.69,0.6829166666666662,0.0070833333333337745,0.6555275734145752,0.29166666666666663,0.011796136457049444,NDVI,M1_Aditivo,587196.259,517559,56,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,FALSE
40,T6-B,D75,Sin Fe,2,0.71,0.6979166666666664,0.012083333333333557,1.1182529193542505,0.29166666666666646,0.034327165260824,NDVI,M1_Aditivo,587194.193,517557,56,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,FALSE
41,T2-A,D100,Sin N,3,0.7,0.6899999999999997,0.010000000000000231,0.9309430290705332,0.3,0.024761569239286272,NDVI,M1_Aditivo,587192.224,517555,56,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,FALSE
42,T3-A,D100,Sin P,3,0.7,0.6999999999999997,2.220446049250313e-16,0,0.30000000000000004,1.0842098001610287e-31,NDVI,M1_Aditivo,587190.146,517554,56,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,FALSE
43,T5-A,D100,Sin Mg y S,3,0.72,0.7099999999999997,0.010000000000000231,0.9309430290705373,0.3,0.024761569239286498,NDVI,M1_Aditivo,587191.692,517552,56,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,FALSE
44,T1-A,D100,Completo,3,0.71,0.7139999999999997,-0.0039999999999997815,-0.37237721162821485,0.30000000000000004,0.003961851078285838,NDVI,M1_Aditivo,587193.77,517553,56,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,FALSE
45,T0-B,D75,Control,2,0.67,0.6584166666666665,0.011583333333333501,1.040333769962456,0.24791666666666667,0.023784492705076873,NDVI,M1_Aditivo,587195.739,517555,56,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,FALSE
46,T9-B,D75,Sin B,2,0.71,0.6979166666666664,0.012083333333333557,1.1182529193542476,0.29166666666666674,0.03432716526082386,NDVI,M1_Aditivo,587197.805,517557,56,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,FALSE
47,T10-B,D75,Sin Cu,2,0.71,0.6964166666666665,0.013583333333333503,1.2199597446322339,0.24791666666666667,0.032706908890905696,NDVI,M1_Aditivo,587199.328,517558,56,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,FALSE
48,T8-A,D100,Sin Mn,2,0.72,0.7162499999999998,0.003750000000000142,0.3367987025058333,0.24791666666666665,0.0024928108135076504,NDVI,M1_Aditivo,587201.661,517560,56,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,FALSE
49,T6-A,D100,Sin Fe,2,0.72,0.7137499999999998,0.0062500000000002,0.5784066824246171,0.2916666666666664,0.009183843262408469,NDVI,M1_Aditivo,587203.586,517562,56,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,FALSE
50,T3-A,D100,Sin P,2,0.68,0.6962499999999998,-0.016249999999999765,-1.4594610441919333,0.24791666666666662,0.04680944749808735,NDVI,M1_Aditivo,587205.651,517563,56,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,FALSE
51,T9-B,D75,Sin B,1,0.68,0.6912499999999997,-0.01124999999999965,-1.0411320283643004,0.29166666666666674,0.02975565217020289,NDVI,M1_Aditivo,587207.621,517565,56,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,FALSE
52,T5-B,D75,Sin Mg y S,1,0.67,0.6837499999999997,-0.013749999999999707,-1.234928575854715,0.24791666666666673,0.03351445649271359,NDVI,M1_Aditivo,587209.552,517567,56,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,FALSE
53,T6-B,D75,Sin Fe,1,0.69,0.6912499999999997,-0.0012499999999997513,-0.11568133648492497,0.2916666666666666,3.6735373049634885e-4,NDVI,M1_Aditivo,587211.663,517569,56,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,FALSE
54,T11-A,D100,Sin Mo,1,0.72,0.711583333333333,0.008416666666666961,0.7559259767353159,0.24791666666666665,0.01255761141165018,NDVI,M1_Aditivo,587213.632,517570,56,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,FALSE
55,T3-A,D100,Sin P,1,0.71,0.6895833333333331,0.02041666666666686,1.833681824753976,0.2479166666666667,0.07389183658310906,NDVI,M1_Aditivo,587215.742,517572,56,0.07142857142857142,0.5357142857142857,TRUE,FALSE,FALSE,TRUE
56,T8-A,D100,Sin Mn,1,0.72,0.7095833333333331,0.010416666666666852,0.9355519514050921,0.2479166666666666,0.019234651338793558,NDVI,M1_Aditivo,587217.533,517574,56,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,FALSE
1,T4-A,D100,Sin K,1,4900,4408.333333333339,491.6666666666606,0.8446116710669106,0.29166666666666663,0.019582674997321855,Nitratos,M1_Aditivo,587212.895,517579,56,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,FALSE
2,T6-A,D100,Sin Fe,1,5500,5108.333333333335,391.66666666666515,0.6728262464431155,0.29166666666666713,0.012426925903212278,Nitratos,M1_Aditivo,587211.104,517578,56,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,FALSE
3,T10-A,D100,Sin Cu,1,5400,4613.333333333335,786.6666666666652,1.3114837643030957,0.24791666666666656,0.03779848015136534,Nitratos,M1_Aditivo,587208.994,517576,56,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,FALSE
4,T3-B,D75,Sin P,1,6100,5700.000000000001,399.9999999999991,0.6668561513405584,0.24791666666666676,0.009772660768810395,Nitratos,M1_Aditivo,587207.025,517574,56,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,FALSE
5,T1-B,D75,Completo,1,5800,5860.000000000001,-60.00000000000091,-0.10002842270108284,0.24791666666666679,2.198848672982299e-4,Nitratos,M1_Aditivo,587204.915,517572,56,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,FALSE
6,T2-B,D75,Sin N,1,4100,4300.000000000001,-200.0000000000009,-0.33342807567027943,0.24791666666666665,0.0024431651922026012,Nitratos,M1_Aditivo,587202.983,517570,56,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,FALSE
7,T10-A,D100,Sin Cu,2,3400,4530.000000000001,-1130.000000000001,-1.8838686275370753,0.24791666666666667,0.07799194084808726,Nitratos,M1_Aditivo,587201.014,517569,56,0.07142857142857142,0.5357142857142857,TRUE,FALSE,FALSE,TRUE
8,T4-A,D100,Sin K,2,3800,4325.0000000000055,-525.0000000000055,-0.9018734792748229,0.2916666666666668,0.02232796238562715,Nitratos,M1_Aditivo,587198.948,517567,56,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,FALSE
9,T0-A,D100,Control,2,3600,3190.000000000001,409.9999999999991,0.6835275551240722,0.2479166666666667,0.010267401720231415,Nitratos,M1_Aditivo,587197.023,517566,56,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,FALSE
10,T3-B,D75,Sin P,2,5400,5616.666666666667,-216.66666666666697,-0.36121374864280115,0.24791666666666667,0.0028673258158488607,Nitratos,M1_Aditivo,587194.69,517564,56,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,FALSE
11,T8-B,D75,Sin Mn,2,5900,5496.666666666667,403.33333333333303,0.6724132859350631,0.24791666666666645,0.009936217105288388,Nitratos,M1_Aditivo,587193.167,517562,56,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,FALSE
12,T7-B,D75,Sin Zn,2,5400,5216.666666666667,183.33333333333303,0.3149399451435875,0.29166666666666635,0.0027227850326640014,Nitratos,M1_Aditivo,587191.101,517561,56,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,FALSE
13,T0-A,D100,Control,3,2800,3140.000000000001,-340.0000000000009,-0.5875367675870867,0.30000000000000004,0.009862841521905216,Nitratos,M1_Aditivo,587189.132,517559,56,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,FALSE
14,T11-A,D100,Sin Mo,3,4500,4820,-320,-0.5529757812584349,0.29999999999999993,0.00873663470452504,Nitratos,M1_Aditivo,587187.054,517557,56,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,FALSE
15,T8-A,D100,Sin Mn,3,4900,4480.000000000001,419.9999999999991,0.7257807129016954,0.29999999999999993,0.015050218377716947,Nitratos,M1_Aditivo,587188.6,517555,56,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,FALSE
16,T10-A,D100,Sin Cu,3,5300,4480.000000000001,819.9999999999991,1.4170004394747389,0.30000000000000004,0.05736829272776011,Nitratos,M1_Aditivo,587190.678,517557,56,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,FALSE
17,T1-B,D75,Completo,2,5900,5776.666666666667,123.33333333333303,0.20561397999667308,0.24791666666666665,9.290814300348294e-4,Nitratos,M1_Aditivo,587192.647,517559,56,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,FALSE
18,T5-B,D75,Sin Mg y S,2,5200,5536.666666666667,-336.66666666666697,-0.5612705940449685,0.24791666666666667,0.006922980034905159,Nitratos,M1_Aditivo,587194.713,517560,56,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,FALSE
19,T11-B,D75,Sin Mo,2,5600,5836.666666666666,-236.66666666666606,-0.3945565562098292,0.24791666666666665,0.0034211099260814505,Nitratos,M1_Aditivo,587196.236,517562,56,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,FALSE
20,T9-A,D100,Sin B,2,5700,4700.000000000001,999.9999999999991,1.7178542462377455,0.29166666666666663,0.08100848031066417,Nitratos,M1_Aditivo,587198.569,517564,56,0.07142857142857142,0.5357142857142857,TRUE,FALSE,FALSE,TRUE
21,T11-A,D100,Sin Mo,2,4500,4870,-370,-0.616841939990016,0.24791666666666662,0.008361732870313372,Nitratos,M1_Aditivo,587200.494,517565,56,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,FALSE
22,T5-A,D100,Sin Mg y S,2,4600,4570.000000000001,29.99999999999909,0.05001421135054216,0.24791666666666665,5.497121682455907e-5,Nitratos,M1_Aditivo,587202.56,517567,56,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,FALSE
23,T10-B,D75,Sin Cu,1,5800,5580.000000000001,219.9999999999991,0.36677088323730717,0.24791666666666667,0.0029562298825651446,Nitratos,M1_Aditivo,587204.529,517569,56,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,FALSE
24,T7-B,D75,Sin Zn,1,5600,5300.000000000001,299.9999999999991,0.5153562738713238,0.2916666666666666,0.007290763227959776,Nitratos,M1_Aditivo,587206.461,517570,56,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,FALSE
25,T0-B,D75,Control,1,5000,4240.000000000001,759.9999999999991,1.2670266875470604,0.24791666666666667,0.03527930537540548,Nitratos,M1_Aditivo,587208.571,517572,56,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,FALSE
26,T9-A,D100,Sin B,1,4600,4783.333333333335,-183.33333333333485,-0.314939945143588,0.2916666666666669,0.0027227850326640166,Nitratos,M1_Aditivo,587210.54,517574,56,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,FALSE
27,T1-A,D100,Completo,1,4000,4893.333333333335,-893.3333333333348,-1.4893120713272476,0.24791666666666667,0.04874386021243318,Nitratos,M1_Aditivo,587212.65,517576,56,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,FALSE
28,T2-A,D100,Sin N,1,3600,3333.333333333335,266.66666666666515,0.4445707675603715,0.2479166666666667,0.004343404786137937,Nitratos,M1_Aditivo,587214.441,517577,56,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,FALSE
29,T7-A,D100,Sin Zn,1,3600,4333.333333333335,-733.3333333333348,-1.2597597805743475,0.2916666666666666,0.043564560522623884,Nitratos,M1_Aditivo,587215.987,517575,56,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,FALSE
30,T0-A,D100,Control,1,2200,3273.333333333335,-1073.3333333333348,-1.789397339430499,0.24791666666666667,0.0703658721634262,Nitratos,M1_Aditivo,587214.196,517574,56,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,FALSE
31,T5-A,D100,Sin Mg y S,1,5800,4653.333333333335,1146.6666666666652,1.9116543005095983,0.24791666666666667,0.08030955449569052,Nitratos,M1_Aditivo,587212.086,517572,56,0.07142857142857142,0.5357142857142857,TRUE,FALSE,FALSE,TRUE
32,T4-B,D75,Sin K,1,5200,5375.0000000000055,-175.00000000000546,-0.3006244930916125,0.29166666666666663,0.002480884709514207,Nitratos,M1_Aditivo,587210.117,517570,56,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,FALSE
33,T8-B,D75,Sin Mn,1,5200,5580.000000000001,-380.0000000000009,-0.6335133437735301,0.24791666666666673,0.008819826343851369,Nitratos,M1_Aditivo,587208.007,517569,56,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,FALSE
34,T11-B,D75,Sin Mo,1,5800,5920,-120,-0.20005684540216737,0.24791666666666662,8.795394691929333e-4,Nitratos,M1_Aditivo,587206.075,517567,56,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,FALSE
35,T1-A,D100,Completo,2,5600,4810.000000000001,789.9999999999991,1.3170408988976023,0.24791666666666667,0.038119484911341005,Nitratos,M1_Aditivo,587204.105,517565,56,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,FALSE
36,T7-A,D100,Sin Zn,2,4500,4250.000000000001,249.9999999999991,0.4294635615594362,0.29166666666666646,0.005063030019416502,Nitratos,M1_Aditivo,587202.04,517564,56,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,FALSE
37,T2-A,D100,Sin N,2,3700,3250.000000000001,449.9999999999991,0.7502131702581282,0.24791666666666667,0.012368523785525654,Nitratos,M1_Aditivo,587200.115,517562,56,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,FALSE
38,T2-B,D75,Sin N,2,4000,4216.666666666667,-216.66666666666697,-0.3612137486428009,0.24791666666666665,0.0028673258158488577,Nitratos,M1_Aditivo,587197.782,517560,56,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,FALSE
39,T4-B,D75,Sin K,2,5500,5291.6666666666715,208.33333333332848,0.35788630129952426,0.29166666666666663,0.003515993069039125,Nitratos,M1_Aditivo,587196.259,517559,56,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,FALSE
40,T6-B,D75,Sin Fe,2,6700,5991.666666666667,708.333333333333,1.2168134244184046,0.29166666666666646,0.040644879878093725,Nitratos,M1_Aditivo,587194.193,517557,56,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,FALSE
41,T2-A,D100,Sin N,3,2900,3200.000000000001,-300.0000000000009,-0.5184147949297828,0.3,0.007678682845773966,Nitratos,M1_Aditivo,587192.224,517555,56,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,FALSE
42,T3-A,D100,Sin P,3,5400,4600.000000000001,799.9999999999991,1.3824394531460868,0.30000000000000004,0.0546039669032815,Nitratos,M1_Aditivo,587190.146,517554,56,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,FALSE
43,T5-A,D100,Sin Mg y S,3,3400,4520.000000000001,-1120.000000000001,-1.935415234404522,0.3,0.10702377513043175,Nitratos,M1_Aditivo,587191.692,517552,56,0.07142857142857142,0.5357142857142857,TRUE,FALSE,FALSE,TRUE
44,T1-A,D100,Completo,3,4800,4760.000000000001,39.99999999999909,0.0691219726573036,0.30000000000000004,1.365099172582008e-4,Nitratos,M1_Aditivo,587193.77,517553,56,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,FALSE
45,T0-B,D75,Control,2,4400,4156.666666666667,243.33333333333303,0.4056708253988404,0.24791666666666667,0.003616563141457691,Nitratos,M1_Aditivo,587195.739,517555,56,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,FALSE
46,T9-B,D75,Sin B,2,5800,5666.666666666667,133.33333333333303,0.2290472328317005,0.29166666666666674,0.0014401507610784891,Nitratos,M1_Aditivo,587197.805,517557,56,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,FALSE
47,T10-B,D75,Sin Cu,2,4800,5496.666666666667,-696.666666666667,-1.1614411302514713,0.24791666666666667,0.02964441632238929,Nitratos,M1_Aditivo,587199.328,517558,56,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,FALSE
48,T8-A,D100,Sin Mn,2,5100,4530.000000000001,569.9999999999991,0.9502700156602952,0.24791666666666665,0.01984460927366558,Nitratos,M1_Aditivo,587201.661,517560,56,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,FALSE
49,T6-A,D100,Sin Fe,2,4300,5025.000000000001,-725.0000000000009,-1.2454443285223646,0.2916666666666664,0.042580082463292764,Nitratos,M1_Aditivo,587203.586,517562,56,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,FALSE
50,T3-A,D100,Sin P,2,3600,4650.000000000001,-1050.000000000001,-1.7504973972689646,0.24791666666666662,0.06733974061008398,Nitratos,M1_Aditivo,587205.651,517563,56,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,FALSE
51,T9-B,D75,Sin B,1,4800,5750.000000000001,-950.0000000000009,-1.6319615339258584,0.29166666666666674,0.07311015348037447,Nitratos,M1_Aditivo,587207.621,517565,56,0.07142857142857142,0.5357142857142857,TRUE,FALSE,FALSE,TRUE
52,T5-B,D75,Sin Mg y S,1,5900,5620.000000000001,279.9999999999991,0.4667993059383912,0.24791666666666673,0.0047886037767171,Nitratos,M1_Aditivo,587209.552,517567,56,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,FALSE
53,T6-B,D75,Sin Fe,1,5700,6075.000000000001,-375.0000000000009,-0.6441953423391541,0.2916666666666666,0.011391817543687123,Nitratos,M1_Aditivo,587211.663,517569,56,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,FALSE
54,T11-A,D100,Sin Mo,1,6000,4953.333333333334,1046.666666666666,1.7449402626744588,0.24791666666666665,0.06691286535844629,Nitratos,M1_Aditivo,587213.632,517570,56,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,FALSE
55,T3-A,D100,Sin P,1,4800,4733.333333333335,66.66666666666515,0.11114269189009181,0.2479166666666667,2.7146279913361587e-4,Nitratos,M1_Aditivo,587215.742,517572,56,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,FALSE
56,T8-A,D100,Sin Mn,1,3600,4613.333333333335,-1013.3333333333348,-1.6893689167294144,0.2479166666666666,0.06271876511183196,Nitratos,M1_Aditivo,587217.533,517574,56,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,FALSE
1,T4-A,D100,Sin K,1,4100,4262.500000000003,-162.50000000000273,-0.4012355775309167,0.04166666666666672,0.002333188241689399,Potasio_savia,M0_Bloque,587212.895,517579,56,0.07142857142857142,0.10714285714285714,FALSE,FALSE,FALSE,FALSE
2,T6-A,D100,Sin Fe,1,4100,4262.500000000003,-162.50000000000273,-0.40123557753095784,0.04166666666666666,0.0023331882416898733,Potasio_savia,M0_Bloque,587211.104,517578,56,0.07142857142857142,0.10714285714285714,FALSE,FALSE,FALSE,FALSE
3,T10-A,D100,Sin Cu,1,4200,4262.500000000003,-62.50000000000273,-0.15432137597344714,0.04166666666666666,3.451461895991018e-4,Potasio_savia,M0_Bloque,587208.994,517576,56,0.07142857142857142,0.10714285714285714,FALSE,FALSE,FALSE,FALSE
4,T3-B,D75,Sin P,1,4400,4262.500000000003,137.49999999999727,0.3395070271415768,0.041666666666666664,0.001670507557659585,Potasio_savia,M0_Bloque,587207.025,517574,56,0.07142857142857142,0.10714285714285714,FALSE,FALSE,FALSE,FALSE
5,T1-B,D75,Completo,1,4400,4262.500000000003,137.49999999999727,0.3395070271415768,0.041666666666666664,0.001670507557659585,Potasio_savia,M0_Bloque,587204.915,517572,56,0.07142857142857142,0.10714285714285714,FALSE,FALSE,FALSE,FALSE
6,T2-B,D75,Sin N,1,4100,4262.500000000003,-162.50000000000273,-0.4012355775309583,0.041666666666666664,0.002333188241689878,Potasio_savia,M0_Bloque,587202.983,517570,56,0.07142857142857142,0.10714285714285714,FALSE,FALSE,FALSE,FALSE
7,T10-A,D100,Sin Cu,2,4400,4687.500000000002,-287.5000000000018,-0.7098783294778461,0.04166666666666666,0.007303293371916774,Potasio_savia,M0_Bloque,587201.014,517569,56,0.07142857142857142,0.10714285714285714,FALSE,FALSE,FALSE,FALSE
8,T4-A,D100,Sin K,2,4400,4687.500000000002,-287.5000000000018,-0.7098783294778461,0.04166666666666666,0.007303293371916774,Potasio_savia,M0_Bloque,587198.948,517567,56,0.07142857142857142,0.10714285714285714,FALSE,FALSE,FALSE,FALSE
9,T0-A,D100,Control,2,4200,4687.500000000002,-487.5000000000018,-1.2037067325928696,0.04166666666666666,0.020998694175208717,Potasio_savia,M0_Bloque,587197.023,517566,56,0.07142857142857142,0.10714285714285714,FALSE,FALSE,FALSE,FALSE
10,T3-B,D75,Sin P,2,4700,4687.500000000002,12.499999999998181,0.03086427519468898,0.04166666666666666,1.3805847583963668e-5,Potasio_savia,M0_Bloque,587194.69,517564,56,0.07142857142857142,0.10714285714285714,FALSE,FALSE,FALSE,FALSE
11,T8-B,D75,Sin Mn,2,4500,4687.500000000002,-187.50000000000182,-0.46296412792033437,0.04166666666666666,0.0031063157063918215,Potasio_savia,M0_Bloque,587193.167,517562,56,0.07142857142857142,0.10714285714285714,FALSE,FALSE,FALSE,FALSE
12,T7-B,D75,Sin Zn,2,4900,4687.500000000002,212.49999999999818,0.5246926783097124,0.04166666666666666,0.003989889951765497,Potasio_savia,M0_Bloque,587191.101,517561,56,0.07142857142857142,0.10714285714285714,FALSE,FALSE,FALSE,FALSE
13,T0-A,D100,Control,3,4300,4987.500000000002,-687.5000000000018,-1.7765320330049235,0.125,0.1502888602044098,Potasio_savia,M0_Bloque,587189.132,517559,56,0.07142857142857142,0.10714285714285714,TRUE,TRUE,FALSE,TRUE
14,T11-A,D100,Sin Mo,3,4800,4987.500000000002,-187.50000000000182,-0.4845087362740701,0.125,0.011178510263137924,Potasio_savia,M0_Bloque,587187.054,517557,56,0.07142857142857142,0.10714285714285714,FALSE,TRUE,FALSE,TRUE
15,T8-A,D100,Sin Mn,3,4800,4987.500000000002,-187.50000000000182,-0.4845087362740701,0.125,0.011178510263137924,Potasio_savia,M0_Bloque,587188.6,517555,56,0.07142857142857142,0.10714285714285714,FALSE,TRUE,FALSE,TRUE
16,T10-A,D100,Sin Cu,3,5700,4987.500000000002,712.4999999999982,1.841133197841466,0.125,0.16141768819971153,Potasio_savia,M0_Bloque,587190.678,517557,56,0.07142857142857142,0.10714285714285714,TRUE,TRUE,FALSE,TRUE
17,T1-B,D75,Completo,2,4700,4687.500000000002,12.499999999998181,0.03086427519468898,0.04166666666666666,1.3805847583963668e-5,Potasio_savia,M0_Bloque,587192.647,517559,56,0.07142857142857142,0.10714285714285714,FALSE,FALSE,FALSE,FALSE
18,T5-B,D75,Sin Mg y S,2,5600,4687.500000000002,912.4999999999982,2.253092089212294,0.04166666666666666,0.07357136177494229,Potasio_savia,M0_Bloque,587194.713,517560,56,0.07142857142857142,0.10714285714285714,TRUE,FALSE,TRUE,TRUE
19,T11-B,D75,Sin Mo,2,5600,4687.500000000002,912.4999999999982,2.253092089212294,0.04166666666666666,0.07357136177494229,Potasio_savia,M0_Bloque,587196.236,517562,56,0.07142857142857142,0.10714285714285714,TRUE,FALSE,TRUE,TRUE
20,T9-A,D100,Sin B,2,5000,4687.500000000002,312.4999999999982,0.7716068798672241,0.04166666666666666,0.008628654739977284,Potasio_savia,M0_Bloque,587198.569,517564,56,0.07142857142857142,0.10714285714285714,FALSE,FALSE,FALSE,FALSE
21,T11-A,D100,Sin Mo,2,5600,4687.500000000002,912.4999999999982,2.253092089212294,0.04166666666666666,0.07357136177494229,Potasio_savia,M0_Bloque,587200.494,517565,56,0.07142857142857142,0.10714285714285714,TRUE,FALSE,TRUE,TRUE
22,T5-A,D100,Sin Mg y S,2,4700,4687.500000000002,12.499999999998181,0.03086427519468898,0.04166666666666666,1.3805847583963668e-5,Potasio_savia,M0_Bloque,587202.56,517567,56,0.07142857142857142,0.10714285714285714,FALSE,FALSE,FALSE,FALSE
23,T10-B,D75,Sin Cu,1,4400,4262.500000000003,137.49999999999727,0.3395070271415768,0.041666666666666664,0.001670507557659585,Potasio_savia,M0_Bloque,587204.529,517569,56,0.07142857142857142,0.10714285714285714,FALSE,FALSE,FALSE,FALSE
24,T7-B,D75,Sin Zn,1,4400,4262.500000000003,137.49999999999727,0.3395070271415768,0.041666666666666664,0.001670507557659585,Potasio_savia,M0_Bloque,587206.461,517570,56,0.07142857142857142,0.10714285714285714,FALSE,FALSE,FALSE,FALSE
25,T0-B,D75,Control,1,4300,4262.500000000003,37.49999999999727,0.09259282558406513,0.041666666666666664,1.242526282556682e-4,Potasio_savia,M0_Bloque,587208.571,517572,56,0.07142857142857142,0.10714285714285714,FALSE,FALSE,FALSE,FALSE
26,T9-A,D100,Sin B,1,4400,4262.500000000003,137.49999999999727,0.3395070271415768,0.041666666666666664,0.001670507557659585,Potasio_savia,M0_Bloque,587210.54,517574,56,0.07142857142857142,0.10714285714285714,FALSE,FALSE,FALSE,FALSE
27,T1-A,D100,Completo,1,4200,4262.500000000003,-62.50000000000273,-0.15432137597344656,0.041666666666666664,3.451461895990992e-4,Potasio_savia,M0_Bloque,587212.65,517576,56,0.07142857142857142,0.10714285714285714,FALSE,FALSE,FALSE,FALSE
28,T2-A,D100,Sin N,1,3200,4262.500000000003,-1062.5000000000027,-2.6234633915485635,0.041666666666666664,0.09974724879413754,Potasio_savia,M0_Bloque,587214.441,517577,56,0.07142857142857142,0.10714285714285714,TRUE,FALSE,TRUE,TRUE
29,T7-A,D100,Sin Zn,1,4100,4262.500000000003,-162.50000000000273,-0.4012355775309583,0.041666666666666664,0.002333188241689878,Potasio_savia,M0_Bloque,587215.987,517575,56,0.07142857142857142,0.10714285714285714,FALSE,FALSE,FALSE,FALSE
30,T0-A,D100,Control,1,3700,4262.500000000003,-562.5000000000027,-1.388892383761005,0.041666666666666664,0.027956841357526466,Potasio_savia,M0_Bloque,587214.196,517574,56,0.07142857142857142,0.10714285714285714,FALSE,FALSE,FALSE,FALSE
