Nodo,Treatment_ID,Dose_percent,Omission_description,Replication,Observado,Ajustado,Residuo,Residuo_estudentizado,Leverage,Cook,Variable,Modelo,X,Y,n_modelo,umbral_cook,umbral_leverage,Flag_Cook,Flag_Leverage,Flag_Residuo,Influyente
44,T1-A,D100,Completo,3,17.193494884141167,14.892182127788153,2.3013127563530134,0.6771654663964647,0.125,0.02183586042285436,Suelo_N,M0_Bloque,587193.77,517553,56,0.07142857142857142,0.10714285714285714,FALSE,TRUE,FALSE,TRUE
45,T0-B,D75,Control,2,16.957993920739654,14.076809395451791,2.8811845252878623,0.810095016020527,0.04166666666666666,0.009510926593931856,Suelo_N,M0_Bloque,587195.739,517555,56,0.07142857142857142,0.10714285714285714,FALSE,FALSE,FALSE,FALSE
46,T9-B,D75,Sin B,2,18.098133134069215,14.076809395451791,4.021323738617424,1.1306649365449901,0.04166666666666666,0.01852758259032299,Suelo_N,M0_Bloque,587197.805,517557,56,0.07142857142857142,0.10714285714285714,FALSE,FALSE,FALSE,FALSE
47,T10-B,D75,Sin Cu,2,16.370593814432546,14.076809395451791,2.2937844189807546,0.6449372851106079,0.04166666666666666,0.0060281753873310355,Suelo_N,M0_Bloque,587199.328,517558,56,0.07142857142857142,0.10714285714285714,FALSE,FALSE,FALSE,FALSE
48,T8-A,D100,Sin Mn,2,13.134799884721755,14.076809395451791,-0.9420095107300366,-0.26486231721312464,0.04166666666666666,0.0010166963344855919,Suelo_N,M0_Bloque,587201.661,517560,56,0.07142857142857142,0.10714285714285714,FALSE,FALSE,FALSE,FALSE
49,T6-A,D100,Sin Fe,2,18.67277101463703,14.076809395451791,4.595961619185237,1.2922343462717327,0.04166666666666666,0.024201008778033797,Suelo_N,M0_Bloque,587203.586,517562,56,0.07142857142857142,0.10714285714285714,FALSE,FALSE,FALSE,FALSE
50,T3-A,D100,Sin P,2,19.612267168869977,14.076809395451791,5.535457773418186,1.556389989700549,0.04166666666666666,0.03510651884116051,Suelo_N,M0_Bloque,587205.651,517563,56,0.07142857142857142,0.10714285714285714,FALSE,FALSE,FALSE,FALSE
51,T9-B,D75,Sin B,1,16.167463196993857,18.493670429525583,-2.3262072325317256,-0.6540535216558471,0.041666666666666664,0.006199797234643705,Suelo_N,M0_Bloque,587207.621,517565,56,0.07142857142857142,0.10714285714285714,FALSE,FALSE,FALSE,FALSE
52,T5-B,D75,Sin Mg y S,1,15.664691750326035,18.493670429525583,-2.8289786791995475,-0.7954164366542678,0.041666666666666664,0.009169381271011199,Suelo_N,M0_Bloque,587209.552,517567,56,0.07142857142857142,0.10714285714285714,FALSE,FALSE,FALSE,FALSE
53,T6-B,D75,Sin Fe,1,14.268376489088714,18.493670429525583,-4.225293940436869,-1.1880146975409913,0.041666666666666664,0.020454766979324832,Suelo_N,M0_Bloque,587211.663,517569,56,0.07142857142857142,0.10714285714285714,FALSE,FALSE,FALSE,FALSE
54,T11-A,D100,Sin Mo,1,16.906989679135897,18.493670429525583,-1.5866807503896858,-0.4461228208831832,0.041666666666666664,0.002884428569750272,Suelo_N,M0_Bloque,587213.632,517570,56,0.07142857142857142,0.10714285714285714,FALSE,FALSE,FALSE,FALSE
55,T3-A,D100,Sin P,1,18.48154829250872,18.493670429525583,-0.012122137016863377,-0.00340834913372958,0.041666666666666664,1.683600553245678e-7,Suelo_N,M0_Bloque,587215.742,517572,56,0.07142857142857142,0.10714285714285714,FALSE,FALSE,FALSE,FALSE
56,T8-A,D100,Sin Mn,1,21.564362627899754,18.493670429525583,3.0706921983741715,0.8633783861474469,0.041666666666666664,0.01080322083574739,Suelo_N,M0_Bloque,587217.533,517574,56,0.07142857142857142,0.10714285714285714,FALSE,FALSE,FALSE,FALSE
1,T4-A,D100,Sin K,1,31.98278557698091,26.101388968566244,5.881396608414665,1.1733751734290154,0.04166666666666672,0.019953757936515572,Suelo_P,M0_Bloque,587212.895,517579,56,0.07142857142857142,0.10714285714285714,FALSE,FALSE,FALSE,FALSE
2,T6-A,D100,Sin Fe,1,33.26813010971999,26.101388968566244,7.1667411411537465,1.4298093955083302,0.04166666666666666,0.029628331992520227,Suelo_P,M0_Bloque,587211.104,517578,56,0.07142857142857142,0.10714285714285714,FALSE,FALSE,FALSE,FALSE
3,T10-A,D100,Sin Cu,1,29.280772308596628,26.101388968566244,3.179383340030384,0.6343067346738658,0.04166666666666666,0.005831087444240894,Suelo_P,M0_Bloque,587208.994,517576,56,0.07142857142857142,0.10714285714285714,FALSE,FALSE,FALSE,FALSE
4,T3-B,D75,Sin P,1,27.05917647910598,26.101388968566244,0.9577875105397347,0.19108456054124756,0.041666666666666664,5.291783953223435e-4,Suelo_P,M0_Bloque,587207.025,517574,56,0.07142857142857142,0.10714285714285714,FALSE,FALSE,FALSE,FALSE
5,T1-B,D75,Completo,1,30.062505935158978,26.101388968566244,3.9611169665927335,0.7902674512714398,0.041666666666666664,0.00905105281940663,Suelo_P,M0_Bloque,587204.915,517572,56,0.07142857142857142,0.10714285714285714,FALSE,FALSE,FALSE,FALSE
6,T2-B,D75,Sin N,1,14.678825809389854,26.101388968566244,-11.42256315917639,-2.2788723359901444,0.041666666666666664,0.07526462498175616,Suelo_P,M0_Bloque,587202.983,517570,56,0.07142857142857142,0.10714285714285714,TRUE,FALSE,TRUE,TRUE
7,T10-A,D100,Sin Cu,2,19.85889325347906,19.86700111396633,-0.008107860487271523,-0.0016175685536628408,0.04166666666666666,3.792069602607092e-8,Suelo_P,M0_Bloque,587201.014,517569,56,0.07142857142857142,0.10714285714285714,FALSE,FALSE,FALSE,FALSE
8,T4-A,D100,Sin K,2,17.940420264903995,19.86700111396633,-1.9265808490623364,-0.38436485216100374,0.04166666666666666,0.002141106370677539,Suelo_P,M0_Bloque,587198.948,517567,56,0.07142857142857142,0.10714285714285714,FALSE,FALSE,FALSE,FALSE
9,T0-A,D100,Control,2,12.961889519778692,19.86700111396633,-6.905111594187639,-1.3776126749868312,0.04166666666666666,0.027504589598324233,Suelo_P,M0_Bloque,587197.023,517566,56,0.07142857142857142,0.10714285714285714,FALSE,FALSE,FALSE,FALSE
10,T3-B,D75,Sin P,2,15.16904986527205,19.86700111396633,-4.697951248694281,-0.9372704696212596,0.04166666666666666,0.012731535264116753,Suelo_P,M0_Bloque,587194.69,517564,56,0.07142857142857142,0.10714285714285714,FALSE,FALSE,FALSE,FALSE
11,T8-B,D75,Sin Mn,2,12.667347528310373,19.86700111396633,-7.199653585655959,-1.4363756327215291,0.04166666666666666,0.029901086351828584,Suelo_P,M0_Bloque,587193.167,517562,56,0.07142857142857142,0.10714285714285714,FALSE,FALSE,FALSE,FALSE
12,T7-B,D75,Sin Zn,2,15.39784089115294,19.86700111396633,-4.469160222813391,-0.8916252381318712,0.04166666666666666,0.011521674859039361,Suelo_P,M0_Bloque,587191.101,517561,56,0.07142857142857142,0.10714285714285714,FALSE,FALSE,FALSE,FALSE
13,T0-A,D100,Control,3,13.920440598608678,20.971625747208854,-7.051185148600176,-1.472220352825666,0.125,0.1032110841559109,Suelo_P,M0_Bloque,587189.132,517559,56,0.07142857142857142,0.10714285714285714,TRUE,TRUE,FALSE,TRUE
14,T11-A,D100,Sin Mo,3,20.866984207334028,20.971625747208854,-0.1046415398748266,-0.021848157651246185,0.125,2.2730571083509872e-5,Suelo_P,M0_Bloque,587187.054,517557,56,0.07142857142857142,0.10714285714285714,FALSE,TRUE,FALSE,TRUE
15,T8-A,D100,Sin Mn,3,21.65602791257174,20.971625747208854,0.6844021653628864,0.1428966586652776,0.125,9.7235500274766e-4,Suelo_P,M0_Bloque,587188.6,517555,56,0.07142857142857142,0.10714285714285714,FALSE,TRUE,FALSE,TRUE
16,T10-A,D100,Sin Cu,3,17.16568873879705,20.971625747208854,-3.805937008411803,-0.7946434262144779,0.125,0.030069436896470694,Suelo_P,M0_Bloque,587190.678,517557,56,0.07142857142857142,0.10714285714285714,FALSE,TRUE,FALSE,TRUE
17,T1-B,D75,Completo,2,16.984244434043607,19.86700111396633,-2.882756679922725,-0.5751278725904084,0.04166666666666666,0.004793798113483607,Suelo_P,M0_Bloque,587192.647,517559,56,0.07142857142857142,0.10714285714285714,FALSE,FALSE,FALSE,FALSE
18,T5-B,D75,Sin Mg y S,2,17.738206878881982,19.86700111396633,-2.1287942350843494,-0.4247076793313013,0.04166666666666666,0.0026141538098982523,Suelo_P,M0_Bloque,587194.713,517560,56,0.07142857142857142,0.10714285714285714,FALSE,FALSE,FALSE,FALSE
19,T11-B,D75,Sin Mo,2,16.05217296569518,19.86700111396633,-3.8148281482711504,-0.7610819229016605,0.04166666666666666,0.008394865121270856,Suelo_P,M0_Bloque,587196.236,517562,56,0.07142857142857142,0.10714285714285714,FALSE,FALSE,FALSE,FALSE
20,T9-A,D100,Sin B,2,12.215007861599805,19.86700111396633,-7.651993252366527,-1.5266202073036879,0.04166666666666666,0.03377636604852108,Suelo_P,M0_Bloque,587198.569,517564,56,0.07142857142857142,0.10714285714285714,FALSE,FALSE,FALSE,FALSE
21,T11-A,D100,Sin Mo,2,19.499108760555256,19.86700111396633,-0.36789235341107585,-0.07339681077948719,0.04166666666666666,7.807379467536006e-5,Suelo_P,M0_Bloque,587200.494,517565,56,0.07142857142857142,0.10714285714285714,FALSE,FALSE,FALSE,FALSE
22,T5-A,D100,Sin Mg y S,2,22.510711138719692,19.86700111396633,2.6437100247533607,0.5274365793241677,0.04166666666666666,0.004031729640712738,Suelo_P,M0_Bloque,587202.56,517567,56,0.07142857142857142,0.10714285714285714,FALSE,FALSE,FALSE,FALSE
23,T10-B,D75,Sin Cu,1,17.648656674545162,26.101388968566244,-8.452732294021082,-1.6863726223216675,0.041666666666666664,0.041215255381392125,Suelo_P,M0_Bloque,587204.529,517569,56,0.07142857142857142,0.10714285714285714,FALSE,FALSE,FALSE,FALSE
24,T7-B,D75,Sin Zn,1,26.200105430127255,26.101388968566244,0.09871646156101122,0.01969454755673583,0.041666666666666664,5.621379760355497e-6,Suelo_P,M0_Bloque,587206.461,517570,56,0.07142857142857142,0.10714285714285714,FALSE,FALSE,FALSE,FALSE
25,T0-B,D75,Control,1,25.326578967775372,26.101388968566244,-0.7748100007908718,-0.1545794102291607,0.041666666666666664,3.463013632868861e-4,Suelo_P,M0_Bloque,587208.571,517572,56,0.07142857142857142,0.10714285714285714,FALSE,FALSE,FALSE,FALSE
26,T9-A,D100,Sin B,1,28.36166907241274,26.101388968566244,2.2602801038464975,0.4509399272707639,0.041666666666666664,0.0029470553334342287,Suelo_P,M0_Bloque,587210.54,517574,56,0.07142857142857142,0.10714285714285714,FALSE,FALSE,FALSE,FALSE
27,T1-A,D100,Completo,1,34.762463810698314,26.101388968566244,8.66107484213207,1.7279382554185083,0.041666666666666664,0.043272037891866046,Suelo_P,M0_Bloque,587212.65,517576,56,0.07142857142857142,0.10714285714285714,FALSE,FALSE,FALSE,FALSE
28,T2-A,D100,Sin N,1,32.88484736563646,26.101388968566244,6.783458397070216,1.353342106145814,0.041666666666666664,0.026543983424162133,Suelo_P,M0_Bloque,587214.441,517577,56,0.07142857142857142,0.10714285714285714,FALSE,FALSE,FALSE,FALSE
29,T7-A,D100,Sin Zn,1,32.599996026109245,26.101388968566244,6.498607057543001,1.2965124936961059,0.041666666666666664,0.02436151661318978,Suelo_P,M0_Bloque,587215.987,517575,56,0.07142857142857142,0.10714285714285714,FALSE,FALSE,FALSE,FALSE
30,T0-A,D100,Control,1,28.378436944740066,26.101388968566244,2.2770479761738223,0.4542852220043244,0.041666666666666664,0.002990942941036497,Suelo_P,M0_Bloque,587214.196,517574,56,0.07142857142857142,0.10714285714285714,FALSE,FALSE,FALSE,FALSE
31,T5-A,D100,Sin Mg y S,1,26.282479916542062,26.101388968566244,0.18109094797581804,0.03612876951429116,0.041666666666666664,1.8917217197344554e-5,Suelo_P,M0_Bloque,587212.086,517572,56,0.07142857142857142,0.10714285714285714,FALSE,FALSE,FALSE,FALSE
32,T4-B,D75,Sin K,1,18.522970665932903,26.101388968566244,-7.578418302633342,-1.5119415475990032,0.041666666666666664,0.03312996004863867,Suelo_P,M0_Bloque,587210.117,517570,56,0.07142857142857142,0.10714285714285714,FALSE,FALSE,FALSE,FALSE
33,T8-B,D75,Sin Mn,1,23.650899525702513,26.101388968566244,-2.4504894428637307,-0.48888787246423204,0.041666666666666664,0.003463932635400046,Suelo_P,M0_Bloque,587208.007,517569,56,0.07142857142857142,0.10714285714285714,FALSE,FALSE,FALSE,FALSE
34,T11-B,D75,Sin Mo,1,20.624922736594954,26.101388968566244,-5.4764662319712905,-1.0925890468810882,0.041666666666666664,0.017300736599485864,Suelo_P,M0_Bloque,587206.075,517567,56,0.07142857142857142,0.10714285714285714,FALSE,FALSE,FALSE,FALSE
35,T1-A,D100,Completo,2,30.20570722286271,19.86700111396633,10.338706108896378,2.0626361188091757,0.04166666666666666,0.06165895302342286,Suelo_P,M0_Bloque,587204.105,517565,56,0.07142857142857142,0.10714285714285714,FALSE,FALSE,TRUE,TRUE
36,T7-A,D100,Sin Zn,2,25.802104223548298,19.86700111396633,5.935103109581966,1.1840899541719538,0.04166666666666666,0.020319840863346948,Suelo_P,M0_Bloque,587202.04,517564,56,0.07142857142857142,0.10714285714285714,FALSE,FALSE,FALSE,FALSE
37,T2-A,D100,Sin N,2,11.910044883022156,19.86700111396633,-7.956956230944176,-1.587462216728118,0.04166666666666666,0.03652226506578767,Suelo_P,M0_Bloque,587200.115,517562,56,0.07142857142857142,0.10714285714285714,FALSE,FALSE,FALSE,FALSE
38,T2-B,D75,Sin N,2,20.9846774760165,19.86700111396633,1.1176763620501688,0.22298338004986662,0.04166666666666666,7.206027214270034e-4,Suelo_P,M0_Bloque,587197.782,517560,56,0.07142857142857142,0.10714285714285714,FALSE,FALSE,FALSE,FALSE
39,T4-B,D75,Sin K,2,24.008035062235408,19.86700111396633,4.141033948269076,0.8261620072133505,0.04166666666666666,0.009891937132794086,Suelo_P,M0_Bloque,587196.259,517559,56,0.07142857142857142,0.10714285714285714,FALSE,FALSE,FALSE,FALSE
40,T6-B,D75,Sin Fe,2,20.867765845073283,19.86700111396633,1.0007647311069512,0.19965878312715646,0.04166666666666666,5.77733763475607e-4,Suelo_P,M0_Bloque,587194.193,517557,56,0.07142857142857142,0.10714285714285714,FALSE,FALSE,FALSE,FALSE
41,T2-A,D100,Sin N,3,23.927717431718307,20.971625747208854,2.9560916845094525,0.617203810570411,0.125,0.018140025894411226,Suelo_P,M0_Bloque,587192.224,517555,56,0.07142857142857142,0.10714285714285714,FALSE,TRUE,FALSE,TRUE
42,T3-A,D100,Sin P,3,22.435996795891672,20.971625747208854,1.4643710486828176,0.3057467385305427,0.125,0.004451479434384001,Suelo_P,M0_Bloque,587190.146,517554,56,0.07142857142857142,0.10714285714285714,FALSE,TRUE,FALSE,TRUE
43,T5-A,D100,Sin Mg y S,3,23.610598726230702,20.971625747208854,2.6389729790218475,0.5509924428866019,0.125,0.01445679391038787,Suelo_P,M0_Bloque,587191.692,517552,56,0.07142857142857142,0.10714285714285714,FALSE,TRUE,FALSE,TRUE
44,T1-A,D100,Completo,3,24.189551566518677,20.971625747208854,3.217925819309823,0.671872286038557,0.125,0.02149582708317507,Suelo_P,M0_Bloque,587193.77,517553,56,0.07142857142857142,0.10714285714285714,FALSE,TRUE,FALSE,TRUE
45,T0-B,D75,Control,2,23.76125323608293,19.86700111396633,3.8942521221165975,0.7769274992656124,0.04166666666666666,0.008748062885726349,Suelo_P,M0_Bloque,587195.739,517555,56,0.07142857142857142,0.10714285714285714,FALSE,FALSE,FALSE,FALSE
46,T9-B,D75,Sin B,2,25.34556469232888,19.86700111396633,5.47856357836255,1.0930074805201424,0.04166666666666666,0.017313990615550567,Suelo_P,M0_Bloque,587197.805,517557,56,0.07142857142857142,0.10714285714285714,FALSE,FALSE,FALSE,FALSE
47,T10-B,D75,Sin Cu,2,22.87395482604952,19.86700111396633,3.006953712083188,0.5999059523312226,0.04166666666666666,0.005215755820904795,Suelo_P,M0_Bloque,587199.328,517558,56,0.07142857142857142,0.10714285714285714,FALSE,FALSE,FALSE,FALSE
48,T8-A,D100,Sin Mn,2,18.120869755194413,19.86700111396633,-1.746131358771919,-0.34836405744130056,0.04166666666666666,0.0017588045872024014,Suelo_P,M0_Bloque,587201.661,517560,56,0.07142857142857142,0.10714285714285714,FALSE,FALSE,FALSE,FALSE
49,T6-A,D100,Sin Fe,2,26.334588472618876,19.86700111396633,6.467587358652544,1.2903238709949556,0.04166666666666666,0.024129502783469658,Suelo_P,M0_Bloque,587203.586,517562,56,0.07142857142857142,0.10714285714285714,FALSE,FALSE,FALSE,FALSE
50,T3-A,D100,Sin P,2,27.598567677766354,19.86700111396633,7.731566563800023,1.5424955774445166,0.04166666666666666,0.034482501542549164,Suelo_P,M0_Bloque,587205.651,517563,56,0.07142857142857142,0.10714285714285714,FALSE,FALSE,FALSE,FALSE
51,T9-B,D75,Sin B,1,23.028856445181873,26.101388968566244,-3.072532523384371,-0.6129893327265703,0.041666666666666664,0.005445738000529938,Suelo_P,M0_Bloque,587207.621,517565,56,0.07142857142857142,0.10714285714285714,FALSE,FALSE,FALSE,FALSE
52,T5-B,D75,Sin Mg y S,1,22.065631172485908,26.101388968566244,-4.035757796080336,-0.8051587606110618,0.041666666666666664,0.00939537144621364,Suelo_P,M0_Bloque,587209.552,517567,56,0.07142857142857142,0.10714285714285714,FALSE,FALSE,FALSE,FALSE
53,T6-B,D75,Sin Fe,1,19.63696663157556,26.101388968566244,-6.464422336990683,-1.2896924295043282,0.041666666666666664,0.024105892213344582,Suelo_P,M0_Bloque,587211.663,517569,56,0.07142857142857142,0.10714285714285714,FALSE,FALSE,FALSE,FALSE
54,T11-A,D100,Sin Mo,1,23.73661571011339,26.101388968566244,-2.3647732584528534,-0.4717869609894153,0.041666666666666664,0.003225839660284464,Suelo_P,M0_Bloque,587213.632,517570,56,0.07142857142857142,0.10714285714285714,FALSE,FALSE,FALSE,FALSE
55,T3-A,D100,Sin P,1,25.910174385632427,26.101388968566244,-0.1912145829338172,-0.03814849760193346,0.041666666666666664,2.109141839543076e-5,Suelo_P,M0_Bloque,587215.742,517572,56,0.07142857142857142,0.10714285714285714,FALSE,FALSE,FALSE,FALSE
56,T8-A,D100,Sin Mn,1,30.478867544831353,26.101388968566244,4.3774785762651085,0.8733341798881644,0.041666666666666664,0.011053805648709164,Suelo_P,M0_Bloque,587217.533,517574,56,0.07142857142857142,0.10714285714285714,FALSE,FALSE,FALSE,FALSE
1,T4-A,D100,Sin K,1,64.70673585216969,52.6194637475148,12.087272104654886,1.20795326362626,0.04166666666666672,0.02114711720442514,Suelo_K,M0_Bloque,587212.895,517579,56,0.07142857142857142,0.10714285714285714,FALSE,FALSE,FALSE,FALSE
2,T6-A,D100,Sin Fe,1,67.21999493961627,52.6194637475148,14.60053119210147,1.4591182486397452,0.04166666666666666,0.030855450195848053,Suelo_K,M0_Bloque,587211.104,517578,56,0.07142857142857142,0.10714285714285714,FALSE,FALSE,FALSE,FALSE
3,T10-A,D100,Sin Cu,1,59.09602907016894,52.6194637475148,6.476565322654139,0.6472418384273755,0.04166666666666666,0.0060713332958094,Suelo_K,M0_Bloque,587208.994,517576,56,0.07142857142857142,0.10714285714285714,FALSE,FALSE,FALSE,FALSE
4,T3-B,D75,Sin P,1,53.581284404288716,52.6194637475148,0.9618206567739165,0.09612048039571931,0.041666666666666664,1.3390067755802694e-4,Suelo_K,M0_Bloque,587207.025,517574,56,0.07142857142857142,0.10714285714285714,FALSE,FALSE,FALSE,FALSE
5,T1-B,D75,Completo,1,60.05966081203442,52.6194637475148,7.440197064519623,0.7435433113686524,0.041666666666666664,0.008012415302624065,Suelo_K,M0_Bloque,587204.915,517572,56,0.07142857142857142,0.10714285714285714,FALSE,FALSE,FALSE,FALSE
6,T2-B,D75,Sin N,1,29.460809057147817,52.6194637475148,-23.158654690366983,-2.3143826226638304,0.041666666666666664,0.07762850614620735,Suelo_K,M0_Bloque,587202.983,517570,56,0.07142857142857142,0.10714285714285714,TRUE,FALSE,TRUE,TRUE
7,T10-A,D100,Sin Cu,2,39.99255671661046,40.52479670038457,-0.5322399837741116,-0.0531899191038102,0.04166666666666666,4.100242745318654e-5,Suelo_K,M0_Bloque,587201.014,517569,56,0.07142857142857142,0.10714285714285714,FALSE,FALSE,FALSE,FALSE
8,T4-A,D100,Sin K,2,36.68296721220198,40.52479670038457,-3.84182948818259,-0.3839369568555182,0.04166666666666666,0.0021363418382532753,Suelo_K,M0_Bloque,587198.948,517567,56,0.07142857142857142,0.10714285714285714,FALSE,FALSE,FALSE,FALSE
9,T0-A,D100,Control,2,26.446414214170325,40.52479670038457,-14.078382486214245,-1.4069368111810963,0.04166666666666666,0.02868798827038306,Suelo_K,M0_Bloque,587197.023,517566,56,0.07142857142857142,0.10714285714285714,FALSE,FALSE,FALSE,FALSE
10,T3-B,D75,Sin P,2,31.333473314183614,40.52479670038457,-9.191323386200956,-0.9185438190913361,0.04166666666666666,0.012227865907114445,Suelo_K,M0_Bloque,587194.69,517564,56,0.07142857142857142,0.10714285714285714,FALSE,FALSE,FALSE,FALSE
11,T8-B,D75,Sin Mn,2,26.27119483133049,40.52479670038457,-14.25360186905408,-1.4244475301852997,0.04166666666666666,0.029406532844217386,Suelo_K,M0_Bloque,587193.167,517562,56,0.07142857142857142,0.10714285714285714,FALSE,FALSE,FALSE,FALSE
12,T7-B,D75,Sin Zn,2,31.321462867702863,40.52479670038457,-9.203333832681707,-0.9197440947117091,0.04166666666666666,0.012259843474740012,Suelo_K,M0_Bloque,587191.101,517561,56,0.07142857142857142,0.10714285714285714,FALSE,FALSE,FALSE,FALSE
13,T0-A,D100,Control,3,28.80742594513706,42.83846232103121,-14.03103637589415,-1.467458586623896,0.125,0.10254450968839059,Suelo_K,M0_Bloque,587189.132,517559,56,0.07142857142857142,0.10714285714285714,TRUE,TRUE,FALSE,TRUE
14,T11-A,D100,Sin Mo,3,42.67746640007951,42.83846232103121,-0.16099592095169868,-0.016838018253441157,0.125,1.3500898033486552e-5,Suelo_K,M0_Bloque,587187.054,517557,56,0.07142857142857142,0.10714285714285714,FALSE,TRUE,FALSE,TRUE
15,T8-A,D100,Sin Mn,3,44.04155765452988,42.83846232103121,1.2030953334986734,0.12582766734914463,0.125,7.539334224060476e-4,Suelo_K,M0_Bloque,587188.6,517555,56,0.07142857142857142,0.10714285714285714,FALSE,TRUE,FALSE,TRUE
16,T10-A,D100,Sin Cu,3,35.39507101505339,42.83846232103121,-7.443391305977819,-0.7784790939837282,0.125,0.02885855713189173,Suelo_K,M0_Bloque,587190.678,517557,56,0.07142857142857142,0.10714285714285714,FALSE,TRUE,FALSE,TRUE
17,T1-B,D75,Completo,2,34.49482236840592,40.52479670038457,-6.02997433197865,-0.6026113345368589,0.04166666666666666,0.00526290464510571,Suelo_K,M0_Bloque,587192.647,517559,56,0.07142857142857142,0.10714285714285714,FALSE,FALSE,FALSE,FALSE
18,T5-B,D75,Sin Mg y S,2,36.220590190047126,40.52479670038457,-4.304206510337444,-0.43014505311593554,0.04166666666666666,0.0026815183582624778,Suelo_K,M0_Bloque,587194.713,517560,56,0.07142857142857142,0.10714285714285714,FALSE,FALSE,FALSE,FALSE
19,T11-B,D75,Sin Mo,2,33.216993375202875,40.52479670038457,-7.307803325181695,-0.7303124145929163,0.04166666666666666,0.00772980033200776,Suelo_K,M0_Bloque,587196.236,517562,56,0.07142857142857142,0.10714285714285714,FALSE,FALSE,FALSE,FALSE
20,T9-A,D100,Sin B,2,25.14689648991577,40.52479670038457,-15.377900210468802,-1.5368053756149977,0.04166666666666666,0.0342285617756399,Suelo_K,M0_Bloque,587198.569,517564,56,0.07142857142857142,0.10714285714285714,FALSE,FALSE,FALSE,FALSE
21,T11-A,D100,Sin Mo,2,39.7143568280938,40.52479670038457,-0.8104398722907717,-0.08099209484408719,0.04166666666666666,9.506839749613931e-5,Suelo_K,M0_Bloque,587200.494,517565,56,0.07142857142857142,0.10714285714285714,FALSE,FALSE,FALSE,FALSE
22,T5-A,D100,Sin Mg y S,2,45.32212661886285,40.52479670038457,4.797329918478283,0.479425819286892,0.04166666666666666,0.0033311466115783697,Suelo_K,M0_Bloque,587202.56,517567,56,0.07142857142857142,0.10714285714285714,FALSE,FALSE,FALSE,FALSE
23,T10-B,D75,Sin Cu,1,35.44873722959188,52.6194637475148,-17.170726517922922,-1.715973211868988,0.041666666666666664,0.042674841505101015,Suelo_K,M0_Bloque,587204.529,517569,56,0.07142857142857142,0.10714285714285714,FALSE,FALSE,FALSE,FALSE
24,T7-B,D75,Sin Zn,1,52.566904640460635,52.6194637475148,-0.05255910705416511,-0.00525254535098262,0.041666666666666664,3.998439516540453e-7,Suelo_K,M0_Bloque,587206.461,517570,56,0.07142857142857142,0.10714285714285714,FALSE,FALSE,FALSE,FALSE
25,T0-B,D75,Control,1,50.507535519646744,52.6194637475148,-2.111928227868056,-0.21105759623093212,0.041666666666666664,6.455841873446256e-4,Suelo_K,M0_Bloque,587208.571,517572,56,0.07142857142857142,0.10714285714285714,FALSE,FALSE,FALSE,FALSE
26,T9-A,D100,Sin B,1,57.3018633136179,52.6194637475148,4.682399566103101,0.46794014302848663,0.041666666666666664,0.003173448948659717,Suelo_K,M0_Bloque,587210.54,517574,56,0.07142857142857142,0.10714285714285714,FALSE,FALSE,FALSE,FALSE
27,T1-A,D100,Completo,1,70.29822852883609,52.6194637475148,17.67876478132129,1.7667445085689877,0.041666666666666664,0.04523748055882135,Suelo_K,M0_Bloque,587212.65,517576,56,0.07142857142857142,0.10714285714285714,FALSE,FALSE,FALSE,FALSE
28,T2-A,D100,Sin N,1,66.53310510692116,52.6194637475148,13.913641359406355,1.3904732468583871,0.041666666666666664,0.028020519568534852,Suelo_K,M0_Bloque,587214.441,517577,56,0.07142857142857142,0.10714285714285714,FALSE,FALSE,FALSE,FALSE
29,T7-A,D100,Sin Zn,1,65.97664102156239,52.6194637475148,13.357177274047586,1.334862468662944,0.041666666666666664,0.025824026235433752,Suelo_K,M0_Bloque,587215.987,517575,56,0.07142857142857142,0.10714285714285714,FALSE,FALSE,FALSE,FALSE
30,T0-A,D100,Control,1,57.024401066147774,52.6194637475148,4.4049373186329746,0.4402116841617797,0.041666666666666664,0.0028084974909065286,Suelo_K,M0_Bloque,587214.196,517574,56,0.07142857142857142,0.10714285714285714,FALSE,FALSE,FALSE,FALSE
31,T5-A,D100,Sin Mg y S,1,52.72037646258289,52.6194637475148,0.10091271506809107,0.010084810075628108,0.041666666666666664,1.4739622356737708e-6,Suelo_K,M0_Bloque,587212.086,517572,56,0.07142857142857142,0.10714285714285714,FALSE,FALSE,FALSE,FALSE
32,T4-B,D75,Sin K,1,37.89851268036552,52.6194637475148,-14.72095106714928,-1.4711525256718174,0.041666666666666664,0.03136651817087777,Suelo_K,M0_Bloque,587210.117,517570,56,0.07142857142857142,0.10714285714285714,FALSE,FALSE,FALSE,FALSE
33,T8-B,D75,Sin Mn,1,47.93557930942905,52.6194637475148,-4.683884438085748,-0.46808853515054605,0.041666666666666664,0.0031754619817302016,Suelo_K,M0_Bloque,587208.007,517569,56,0.07142857142857142,0.10714285714285714,FALSE,FALSE,FALSE,FALSE
34,T11-B,D75,Sin Mo,1,41.43281521066445,52.6194637475148,-11.186648536850349,-1.1179485736839212,0.041666666666666664,0.01811317410727411,Suelo_K,M0_Bloque,587206.075,517567,56,0.07142857142857142,0.10714285714285714,FALSE,FALSE,FALSE,FALSE
35,T1-A,D100,Completo,2,61.14814020345857,40.52479670038457,20.623343503073997,2.0610138396594864,0.04166666666666666,0.061562000685042584,Suelo_K,M0_Bloque,587204.105,517565,56,0.07142857142857142,0.10714285714285714,FALSE,FALSE,TRUE,TRUE
