Nodo,Variable_suelo,Prediccion,Varianza_kriging,Error_estandar_kriging
19,P,16.05217296569518,31.212549458015754,5.586819261262687
20,P,12.215007861599805,29.999323483159962,5.477163817447855
21,P,19.499108760555256,34.77019063452708,5.896625359858559
22,P,22.510711138719692,32.785558678924225,5.725867504485606
23,P,17.648656674545162,29.429653090502267,5.424910422348213
24,P,26.200105430127255,34.53578162453502,5.8767152070297755
25,P,25.326578967775372,32.68201459344217,5.716818572724009
26,P,28.36166907241274,29.301624069316574,5.413097456107415
27,P,34.762463810698314,26.938006764320654,5.190183692733876
28,P,32.88484736563646,32.27273303441165,5.680909525279526
29,P,32.599996026109245,20.34790263898086,4.5108649546379525
30,P,28.378436944740066,26.281107975550896,5.126510311659472
31,P,26.282479916542062,22.442339248037356,4.73733461432031
32,P,18.522970665932903,17.401053981332407,4.171457057352072
33,P,23.650899525702513,27.667026896447382,5.259945522193874
34,P,20.624922736594954,22.267931146232215,4.718890880941433
35,P,30.20570722286271,17.39960709530674,4.171283626811625
36,P,25.802104223548298,27.077478313291486,5.203602436129367
37,P,11.910044883022156,21.343470577959113,4.619899412104025
38,P,20.9846774760165,23.309788737871145,4.828021203129823
39,P,24.008035062235408,24.773871286942093,4.97733576192546
40,P,20.867765845073283,19.83274360108578,4.453396860946235
41,P,23.927717431718307,14.061613449161966,3.749881791358491
42,P,22.435996795891672,27.883149761596236,5.2804497688735035
43,P,23.610598726230702,39.58709232426199,6.29182742327394
44,P,24.189551566518677,46.32702284420402,6.806395730796441
45,P,23.76125323608293,42.87631867423824,6.548001120512904
46,P,25.34556469232888,39.70145277542792,6.300908884869541
47,P,22.87395482604952,42.94784983627366,6.553460905222039
48,P,18.120869755194413,41.955141661501514,6.477278877854613
49,P,26.334588472618876,37.18146575423381,6.0976606788369105
50,P,27.598567677766354,45.260693122718024,6.727606790138528
51,P,23.028856445181873,41.34760268075492,6.430210158366126
52,P,22.065631172485908,36.53930548573443,6.044775056669556
53,P,19.63696663157556,33.47681571501194,5.785915287576542
54,P,23.73661571011339,41.20321379781434,6.418972955061763
55,P,25.910174385632427,38.33121641292348,6.191220914563095
56,P,30.478867544831353,33.33342571148506,5.77351069207333
1,K,64.70673585216969,131.36614231222757,11.461506982601701
2,K,67.21999493961627,155.19529385775863,12.457740319085104
3,K,59.09602907016894,140.96512526379095,11.8728735049183
4,K,53.581284404288716,119.71793453005779,10.941569107310787
5,K,60.05966081203442,108.1589393823854,10.399949008643523
6,K,29.460809057147817,90.84963704217441,9.5315075954528
7,K,39.99255671661046,119.02725565708742,10.909961304105869
8,K,36.68296721220198,104.7659151653368,10.235522222404523
9,K,26.446414214170325,137.22504840545983,11.714309557351633
10,K,31.333473314183614,135.42796222498103,11.63735202805952
11,K,26.27119483133049,87.26173089487341,9.341398765435153
12,K,31.321462867702863,132.54368123158224,11.512761668321907
13,K,28.80742594513706,109.47140964028922,10.462858578815315
14,K,42.67746640007951,122.03190174564529,11.046805046964723
15,K,44.04155765452988,157.32730311965386,12.543018102500445
16,K,35.39507101505339,136.69990672395664,11.69187353352561
17,K,34.49482236840592,126.03163226381129,11.226381084918296
18,K,36.220590190047126,144.9324625887533,12.038789913805843
19,K,33.216993375202875,127.50661306312054,11.291882618196158
20,K,25.14689648991577,122.57420897584565,11.071323722836652
21,K,39.7143568280938,141.91606614743452,11.91285298102157
22,K,45.32212661886285,133.8751310712698,11.570442129463757
23,K,35.44873722959188,120.26186157192376,10.966396927520167
