Nodo,X,Y,Variable,Escenario,Valor,Gi_estrella,Perm_Q025,Perm_Q975,p_Monte_Carlo_informativo,Clase_Gi
41,587192.224,517555,Macollas,Original,7.666666666666667,0.015453852965188294,-1.8235546498920896,1.913959689738436,1,Sin_clasificar
42,587190.146,517554,Macollas,Original,7.333333333333333,0.7726926482593593,-1.8830519838080595,2.070816297335085,0.47,Sin_clasificar
43,587191.692,517552,Macollas,Original,7.666666666666667,1.0972235605282905,-1.9317316206483994,2.070816297335084,0.308,Sin_clasificar
44,587193.77,517553,Macollas,Original,7.666666666666667,0.3399847652341194,-1.9317316206483983,2.022136660494746,0.752,Sin_clasificar
45,587195.739,517555,Macollas,Original,5,-1.390846766866846,-1.8235546498920892,1.8544623558224638,0.172,Sin_clasificar
46,587197.805,517557,Macollas,Original,4.666666666666667,-2.7971473866988816,-1.715377679135779,2.178993268091395,0.014,Coldspot
47,587199.328,517558,Macollas,Original,5.333333333333333,-2.3644395036736405,-1.7748750130517497,2.238490602007367,0.036,Coldspot
48,587201.661,517560,Macollas,Original,6.333333333333333,-1.9317316206483994,-1.8235546498920885,1.962639326578774,0.052,Coldspot
49,587203.586,517562,Macollas,Original,7,-1.4990237376231583,-1.8235546498920885,1.913959689738436,0.152,Sin_clasificar
50,587205.651,517563,Macollas,Original,4,-1.6072007083794684,-1.8235546498920885,2.022136660494746,0.13,Sin_clasificar
51,587207.621,517565,Macollas,Original,6,-0.849961913085295,-1.8830519838080588,1.8544623558224638,0.504,Sin_clasificar
52,587209.552,517567,Macollas,Original,7.666666666666667,0.5563387067467394,-1.9912289545643698,2.070816297335085,0.652,Sin_clasificar
53,587211.663,517569,Macollas,Original,8.666666666666666,2.611701151116637,-1.7153776791357784,2.070816297335084,0.018,Hotspot
54,587213.632,517570,Macollas,Original,9.666666666666666,3.585293887923428,-1.9317316206483983,2.070816297335085,0.002,Hotspot
55,587215.742,517572,Macollas,Original,10.666666666666666,4.01800177094867,-1.8235546498920896,1.9734570236544073,0.002,Hotspot
56,587217.533,517574,Macollas,Original,8.333333333333334,3.9098248001923617,-1.8235546498920896,1.913959689738435,0.002,Hotspot
1,587212.895,517579,Macollas,Residual_ajustado,0.2361111111111197,-0.5842293748557039,-1.9588040802547324,1.8556936769465726,0.552,Sin_clasificar
2,587211.104,517578,Macollas,Residual_ajustado,-0.5138888888888848,-0.5842293748557039,-1.9588040802547324,1.8556936769465726,0.552,Sin_clasificar
3,587208.994,517576,Macollas,Residual_ajustado,-0.6076388888888917,-1.4800757098821233,-1.9979344468549085,1.9201140875552118,0.138,Sin_clasificar
4,587207.025,517574,Macollas,Residual_ajustado,0.07569444444444559,-0.22815562090560468,-1.9064834668209616,1.89893419995276,0.814,Sin_clasificar
5,587204.915,517572,Macollas,Residual_ajustado,0.609027777777779,-1.1340676450896172,-2.16900922216262,1.7636345615260172,0.268,Sin_clasificar
6,587202.983,517570,Macollas,Residual_ajustado,-1.1909722222222225,-0.10023748786110027,-1.8860794760910775,1.6616775184338275,0.886,Sin_clasificar
7,587201.014,517569,Macollas,Residual_ajustado,0.8368055555555567,-0.862294037834415,-1.9069448109073521,1.726538302943112,0.352,Sin_clasificar
8,587198.948,517567,Macollas,Residual_ajustado,-0.6527777777777807,-0.5003486318757082,-1.7482214750034433,1.9691843221985152,0.554,Sin_clasificar
9,587197.023,517566,Macollas,Residual_ajustado,-1.163194444444444,-0.49028294271810846,-1.948969063140333,1.9115792219569974,0.58,Sin_clasificar
10,587194.69,517564,Macollas,Residual_ajustado,0.8534722222222226,0.6307831872096118,-1.8527368807565239,1.919841475140526,0.524,Sin_clasificar
11,587193.167,517562,Macollas,Residual_ajustado,0.7868055555555562,1.4964324547632253,-1.9104258617410206,1.7641797863553896,0.124,Sin_clasificar
12,587191.101,517561,Macollas,Residual_ajustado,0.5972222222222225,1.4087770783491238,-1.8154728606876593,1.8870860450068352,0.158,Sin_clasificar
13,587189.132,517559,Macollas,Residual_ajustado,0.7083333333333339,0.347685679652106,-1.9458445054643279,1.9396792708552955,0.834,Sin_clasificar
14,587187.054,517557,Macollas,Residual_ajustado,-0.4916666666666677,-0.31706920846440567,-1.9996330319002507,1.7218409813362336,0.754,Sin_clasificar
15,587188.6,517555,Macollas,Residual_ajustado,-0.09166666666666747,-0.31706920846440617,-2.0910001311912194,1.839525663737175,0.814,Sin_clasificar
16,587190.678,517557,Macollas,Residual_ajustado,-0.29166666666666596,0.6563668138185109,-2.0641163530661264,1.8470329902338838,0.574,Sin_clasificar
17,587192.647,517559,Macollas,Residual_ajustado,0.0534722222222223,-0.06458817209460033,-2.0312351018179697,1.9152280342766264,0.904,Sin_clasificar
18,587194.713,517560,Macollas,Residual_ajustado,0.1868055555555561,1.3152500499264208,-2.1107750163487546,1.9316476897149597,0.2,Sin_clasificar
19,587196.236,517562,Macollas,Residual_ajustado,0.3868055555555564,1.2749872932960207,-2.198598154248816,2.0292639043579364,0.204,Sin_clasificar
20,587198.569,517564,Macollas,Residual_ajustado,0.1805555555555559,-1.5069175476357253,-1.800667909551691,1.960292963442632,0.112,Sin_clasificar
21,587200.494,517565,Macollas,Residual_ajustado,-0.02986111111111045,-0.7356341159346135,-1.9313960474860203,1.8633058543720025,0.412,Sin_clasificar
22,587202.56,517567,Macollas,Residual_ajustado,0.10347222222222212,0.6177816720477111,-2.040315192245552,2.072147934206466,0.504,Sin_clasificar
23,587204.529,517569,Macollas,Residual_ajustado,-0.5243055555555552,-1.9225466291016315,-2.223196182127701,1.7846676578282523,0.06,Sin_clasificar
24,587206.461,517570,Macollas,Residual_ajustado,-0.8472222222222227,-1.1743304017200187,-2.0949844664827673,1.7800332467786069,0.206,Sin_clasificar
25,587208.571,517572,Macollas,Residual_ajustado,-0.5243055555555561,-0.9503688179634177,-2.0187578412996974,1.7170597789863726,0.32,Sin_clasificar
26,587210.54,517574,Macollas,Residual_ajustado,0.06944444444444381,-1.3353814282416243,-1.9099854878403768,1.8398402165233492,0.188,Sin_clasificar
27,587212.65,517576,Macollas,Residual_ajustado,-1.4743055555555564,0.12036886617630267,-2.0399796692736336,2.070805842318783,0.952,Sin_clasificar
28,587214.441,517577,Macollas,Residual_ajustado,1.3923611111111112,1.1772662277243227,-1.8762863993481607,1.7173533615868015,0.246,Sin_clasificar
29,587215.987,517575,Macollas,Residual_ajustado,1.0694444444444442,3.083456111944847,-2.047948339856732,1.937750013766756,0.002,Hotspot
30,587214.196,517574,Macollas,Residual_ajustado,0.7256944444444431,1.5937341166200227,-1.9109710865703908,2.056378354526222,0.116,Sin_clasificar
31,587212.086,517572,Macollas,Residual_ajustado,0.3256944444444445,0.9860181337299122,-2.105763141955702,1.791420057638144,0.33,Sin_clasificar
32,587210.117,517570,Macollas,Residual_ajustado,-0.34722222222222543,-0.18160180855170616,-1.6780762036864196,1.8939223255597069,0.808,Sin_clasificar
33,587208.007,517569,Macollas,Residual_ajustado,-0.6576388888888888,-1.7115865605069298,-2.2732310453152724,1.9661226750797418,0.086,Sin_clasificar
34,587206.075,517567,Macollas,Residual_ajustado,-0.7243055555555554,-1.0770287398632175,-2.0500034180597444,1.8032262722125774,0.258,Sin_clasificar
35,587204.105,517565,Macollas,Residual_ajustado,0.6368055555555554,-2.033269209835233,-2.2042181640284735,1.7215683689215473,0.05,Sin_clasificar
36,587202.04,517564,Macollas,Residual_ajustado,-0.819444444444445,-0.470151564402908,-2.22462215475836,2.0505276727033674,0.596,Sin_clasificar
37,587200.115,517562,Macollas,Residual_ajustado,-0.8298611111111112,-0.882844819864514,-2.2682820814794473,1.8180312233485503,0.348,Sin_clasificar
38,587197.782,517560,Macollas,Residual_ajustado,-0.07986111111111047,1.160490079128319,-2.108950610188937,1.8776284912358423,0.308,Sin_clasificar
39,587196.259,517559,Macollas,Residual_ajustado,0.7638888888888863,0.2910661781406041,-1.9651370763497278,1.9486545103541535,0.744,Sin_clasificar
40,587194.193,517557,Macollas,Residual_ajustado,-0.6527777777777782,0.6802728255678095,-1.986820248410058,1.9086224257669506,0.578,Sin_clasificar
