Nodo,X,Y,Variable,Escenario,Valor,Gi_estrella,Perm_Q025,Perm_Q975,p_Monte_Carlo_informativo,Clase_Gi
22,587202.56,517567,Altura,Original,46.03333333333333,-0.002295484581770468,-1.8492321769200313,1.9956126781610664,0.994,Sin_clasificar
23,587204.529,517569,Altura,Original,45.06666666666666,-0.6307481523018512,-1.9530696972456005,2.1007356698524253,0.57,Sin_clasificar
24,587206.461,517570,Altura,Original,38.733333333333334,-0.9164084558109744,-2.0364825058702642,2.2064299821508024,0.386,Sin_clasificar
25,587208.571,517572,Altura,Original,41.9,-0.7964311283371429,-2.0094876071886536,1.9319104304785308,0.444,Sin_clasificar
26,587210.54,517574,Altura,Original,40.93333333333333,-0.8621329981442433,-2.089186831867699,1.9871856992075463,0.426,Sin_clasificar
27,587212.65,517576,Altura,Original,46.300000000000004,-0.824997158688054,-1.7592491813146562,2.2694180790745664,0.444,Sin_clasificar
28,587214.441,517577,Altura,Original,44.300000000000004,-0.90498204367061,-1.6875484451338658,2.3159807085465536,0.334,Sin_clasificar
29,587215.987,517575,Altura,Original,50.6,0.24622897947117073,-1.9577830922534996,2.0917373702918876,0.786,Sin_clasificar
30,587214.196,517574,Altura,Original,43.4,-0.016578499757226018,-1.9874917638184506,2.101735480914709,0.946,Sin_clasificar
31,587212.086,517572,Altura,Original,44.6,-0.42792933681036777,-1.8389484059937033,1.9274826957741398,0.706,Sin_clasificar
32,587210.117,517570,Altura,Original,44.5,-0.5650462824947484,-2.0684764598632848,1.7080955826791313,0.54,Sin_clasificar
33,587208.007,517569,Altura,Original,40.800000000000004,-1.313476277688663,-1.9157910276376588,2.0480313438549906,0.162,Sin_clasificar
34,587206.075,517567,Altura,Original,42.06666666666666,-1.1820725380744646,-2.0356255249597384,2.206144321847294,0.24,Sin_clasificar
35,587204.105,517565,Altura,Original,41.96666666666667,-0.5993255189158465,-1.6159905391048288,2.0714554887427408,0.514,Sin_clasificar
36,587202.04,517564,Altura,Original,47.46666666666666,-0.962114104372437,-1.8648006634612788,2.0390330442944533,0.342,Sin_clasificar
37,587200.115,517562,Altura,Original,40.53333333333334,-0.033718117967775116,-1.8118106771603353,2.000611733472475,0.99,Sin_clasificar
38,587197.782,517560,Altura,Original,37.800000000000004,-0.2908123911259896,-1.6989748572742303,2.1892903639402546,0.728,Sin_clasificar
39,587196.259,517559,Altura,Original,40.93333333333333,-0.5479066642842016,-1.9326449855446977,2.4375291676896853,0.612,Sin_clasificar
40,587194.193,517557,Altura,Original,42.03333333333333,-0.41650292467000577,-1.8739417931735718,2.1217317021603455,0.71,Sin_clasificar
41,587192.224,517555,Altura,Original,50.666666666666664,1.6002588181044324,-1.9236466859841581,1.8906325166214621,0.102,Sin_clasificar
42,587190.146,517554,Altura,Original,49.666666666666664,2.868590565684956,-1.942785926319271,2.118446608669993,0.008,Hotspot
43,587191.692,517552,Altura,Original,54.833333333333336,3.6684394155105156,-1.8295216159779013,2.1148758548761286,0.004,Hotspot
44,587193.77,517553,Altura,Original,54.666666666666664,2.891443389965685,-1.95992554452982,1.8176463090748818,0.002,Hotspot
45,587195.739,517555,Altura,Original,47.599999999999994,1.5659795816833366,-1.9733515787947473,1.9906136228496583,0.106,Sin_clasificar
46,587197.805,517557,Altura,Original,47,-0.35651426093309,-1.7853870990857426,2.25199280056051,0.738,Sin_clasificar
47,587199.328,517558,Altura,Original,46.199999999999996,-0.7507254797756827,-1.619418462746938,2.0446034202128813,0.448,Sin_clasificar
48,587201.661,517560,Altura,Original,43,-1.676264863145256,-1.8565165146595146,2.1610099938928506,0.096,Sin_clasificar
49,587203.586,517562,Altura,Original,36.6,-1.327759292864121,-1.6621246781215526,2.0258926703330347,0.14,Sin_clasificar
50,587205.651,517563,Altura,Original,39.166666666666664,-1.5848535660223355,-1.6568399625066326,2.0664564334313313,0.108,Sin_clasificar
51,587207.621,517565,Altura,Original,40,-1.5620007417416066,-1.8380914250831744,2.021607765780397,0.124,Sin_clasificar
52,587209.552,517567,Altura,Original,42.266666666666666,-0.9278348679513413,-1.787672381513814,2.03446247943831,0.342,Sin_clasificar
53,587211.663,517569,Altura,Original,45.300000000000004,-0.15083884240651305,-1.7105440995663506,1.9013447780030541,0.96,Sin_clasificar
54,587213.632,517570,Altura,Original,45.26666666666667,-0.46506517626655464,-1.9766366722851032,1.8265017784836624,0.66,Sin_clasificar
55,587215.742,517572,Altura,Original,38.6,0.3290704674888178,-1.9133629150578302,1.9259115641048397,0.68,Sin_clasificar
56,587217.533,517574,Altura,Original,49.666666666666664,0.24622897947117073,-1.9577830922534996,2.0917373702918876,0.786,Sin_clasificar
1,587212.895,517579,Altura,Residual_ajustado,-9.631944444444507,-0.610245044407468,-2.0419495281602718,1.7075997370269518,0.56,Sin_clasificar
2,587211.104,517578,Altura,Residual_ajustado,-0.6486111111111105,-0.610245044407468,-2.0419495281602718,1.7075997370269518,0.56,Sin_clasificar
3,587208.994,517576,Altura,Residual_ajustado,-1.6940277777777522,0.5638274423645044,-2.0306455461399118,1.8343502532074654,0.562,Sin_clasificar
4,587207.025,517574,Altura,Residual_ajustado,5.121527777777783,0.4142577435407877,-1.7687538337576658,1.9008698073461914,0.62,Sin_clasificar
5,587204.915,517572,Altura,Residual_ajustado,2.7948611111111097,0.6834057826528439,-1.8036520276359043,1.8061731867316402,0.498,Sin_clasificar
6,587202.983,517570,Altura,Residual_ajustado,2.588194444444447,1.2351828250671038,-1.93158907062716,1.6161740594715177,0.218,Sin_clasificar
7,587201.014,517569,Altura,Residual_ajustado,2.0809722222222167,1.3137292169215327,-2.0525601072784667,1.8427552388710808,0.216,Sin_clasificar
8,587198.948,517567,Altura,Residual_ajustado,3.4430555555555804,1.2581055132406087,-2.0100445795769337,2.018068361946035,0.214,Sin_clasificar
9,587197.023,517566,Altura,Residual_ajustado,3.347638888888895,1.558894267305813,-1.9988079182266865,1.814886164461024,0.106,Sin_clasificar
10,587194.69,517564,Altura,Residual_ajustado,4.5631944444444485,0.7876855006579918,-2.264623584168154,1.89657895613486,0.474,Sin_clasificar
11,587193.167,517562,Altura,Residual_ajustado,-4.443472222222228,-0.42879900828520967,-2.020013087803932,1.8944583550262948,0.602,Sin_clasificar
12,587191.101,517561,Altura,Residual_ajustado,0.7152777777777792,-1.8362554281716652,-2.0726132518884066,1.8588920034971865,0.062,Sin_clasificar
13,587189.132,517559,Altura,Residual_ajustado,-7.051666666666664,-1.4682469849985584,-1.9928895898153693,1.8746189535439752,0.124,Sin_clasificar
14,587187.054,517557,Altura,Residual_ajustado,6.901666666666671,-0.4635028137284961,-2.0831329481019476,1.6101581160885363,0.606,Sin_clasificar
15,587188.6,517555,Altura,Residual_ajustado,3.7683333333333326,0.4485576249633945,-2.0380230500759327,1.7678828725880757,0.734,Sin_clasificar
