Nodo,Variable,Original,Residual_ajustado,Clase_estable
8,Suelo_CE_corregida_OLS,Coldspot,Coldspot,TRUE
9,Suelo_CE_corregida_OLS,Coldspot,Coldspot,TRUE
10,Suelo_CE_corregida_OLS,Coldspot,Coldspot,TRUE
11,Suelo_CE_corregida_OLS,Coldspot,Sin_clasificar,FALSE
12,Suelo_CE_corregida_OLS,Coldspot,Coldspot,TRUE
13,Suelo_CE_corregida_OLS,Coldspot,Sin_clasificar,FALSE
14,Suelo_CE_corregida_OLS,Sin_clasificar,Sin_clasificar,TRUE
15,Suelo_CE_corregida_OLS,Sin_clasificar,Sin_clasificar,TRUE
16,Suelo_CE_corregida_OLS,Sin_clasificar,Sin_clasificar,TRUE
17,Suelo_CE_corregida_OLS,Coldspot,Sin_clasificar,FALSE
18,Suelo_CE_corregida_OLS,Coldspot,Sin_clasificar,FALSE
19,Suelo_CE_corregida_OLS,Sin_clasificar,Sin_clasificar,TRUE
20,Suelo_CE_corregida_OLS,Coldspot,Coldspot,TRUE
21,Suelo_CE_corregida_OLS,Sin_clasificar,Sin_clasificar,TRUE
22,Suelo_CE_corregida_OLS,Sin_clasificar,Sin_clasificar,TRUE
23,Suelo_CE_corregida_OLS,Sin_clasificar,Sin_clasificar,TRUE
24,Suelo_CE_corregida_OLS,Sin_clasificar,Sin_clasificar,TRUE
25,Suelo_CE_corregida_OLS,Sin_clasificar,Sin_clasificar,TRUE
26,Suelo_CE_corregida_OLS,Hotspot,Sin_clasificar,FALSE
27,Suelo_CE_corregida_OLS,Hotspot,Sin_clasificar,FALSE
28,Suelo_CE_corregida_OLS,Hotspot,Sin_clasificar,FALSE
29,Suelo_CE_corregida_OLS,Hotspot,Sin_clasificar,FALSE
30,Suelo_CE_corregida_OLS,Hotspot,Sin_clasificar,FALSE
31,Suelo_CE_corregida_OLS,Sin_clasificar,Sin_clasificar,TRUE
32,Suelo_CE_corregida_OLS,Sin_clasificar,Sin_clasificar,TRUE
33,Suelo_CE_corregida_OLS,Sin_clasificar,Sin_clasificar,TRUE
34,Suelo_CE_corregida_OLS,Sin_clasificar,Sin_clasificar,TRUE
35,Suelo_CE_corregida_OLS,Sin_clasificar,Sin_clasificar,TRUE
36,Suelo_CE_corregida_OLS,Sin_clasificar,Sin_clasificar,TRUE
37,Suelo_CE_corregida_OLS,Coldspot,Coldspot,TRUE
38,Suelo_CE_corregida_OLS,Sin_clasificar,Hotspot,FALSE
39,Suelo_CE_corregida_OLS,Sin_clasificar,Hotspot,FALSE
40,Suelo_CE_corregida_OLS,Sin_clasificar,Sin_clasificar,TRUE
41,Suelo_CE_corregida_OLS,Sin_clasificar,Sin_clasificar,TRUE
42,Suelo_CE_corregida_OLS,Sin_clasificar,Sin_clasificar,TRUE
43,Suelo_CE_corregida_OLS,Sin_clasificar,Sin_clasificar,TRUE
44,Suelo_CE_corregida_OLS,Sin_clasificar,Sin_clasificar,TRUE
45,Suelo_CE_corregida_OLS,Sin_clasificar,Hotspot,FALSE
46,Suelo_CE_corregida_OLS,Sin_clasificar,Hotspot,FALSE
47,Suelo_CE_corregida_OLS,Sin_clasificar,Hotspot,FALSE
48,Suelo_CE_corregida_OLS,Sin_clasificar,Sin_clasificar,TRUE
49,Suelo_CE_corregida_OLS,Sin_clasificar,Sin_clasificar,TRUE
50,Suelo_CE_corregida_OLS,Sin_clasificar,Sin_clasificar,TRUE
51,Suelo_CE_corregida_OLS,Sin_clasificar,Sin_clasificar,TRUE
52,Suelo_CE_corregida_OLS,Sin_clasificar,Sin_clasificar,TRUE
53,Suelo_CE_corregida_OLS,Sin_clasificar,Sin_clasificar,TRUE
54,Suelo_CE_corregida_OLS,Sin_clasificar,Coldspot,FALSE
55,Suelo_CE_corregida_OLS,Hotspot,Sin_clasificar,FALSE
56,Suelo_CE_corregida_OLS,Hotspot,Sin_clasificar,FALSE
1,Suelo_Hv,Sin_clasificar,Sin_clasificar,TRUE
2,Suelo_Hv,Sin_clasificar,Sin_clasificar,TRUE
3,Suelo_Hv,Sin_clasificar,Sin_clasificar,TRUE
4,Suelo_Hv,Sin_clasificar,Sin_clasificar,TRUE
5,Suelo_Hv,Sin_clasificar,Sin_clasificar,TRUE
6,Suelo_Hv,Sin_clasificar,Sin_clasificar,TRUE
7,Suelo_Hv,Sin_clasificar,Sin_clasificar,TRUE
8,Suelo_Hv,Sin_clasificar,Sin_clasificar,TRUE
9,Suelo_Hv,Sin_clasificar,Sin_clasificar,TRUE
10,Suelo_Hv,Sin_clasificar,Sin_clasificar,TRUE
11,Suelo_Hv,Sin_clasificar,Sin_clasificar,TRUE
12,Suelo_Hv,Sin_clasificar,Sin_clasificar,TRUE
13,Suelo_Hv,Sin_clasificar,Sin_clasificar,TRUE
14,Suelo_Hv,Sin_clasificar,Sin_clasificar,TRUE
15,Suelo_Hv,Sin_clasificar,Sin_clasificar,TRUE
16,Suelo_Hv,Hotspot,Sin_clasificar,FALSE
17,Suelo_Hv,Sin_clasificar,Sin_clasificar,TRUE
18,Suelo_Hv,Sin_clasificar,Sin_clasificar,TRUE
19,Suelo_Hv,Sin_clasificar,Sin_clasificar,TRUE
20,Suelo_Hv,Sin_clasificar,Sin_clasificar,TRUE
21,Suelo_Hv,Sin_clasificar,Sin_clasificar,TRUE
22,Suelo_Hv,Sin_clasificar,Sin_clasificar,TRUE
23,Suelo_Hv,Sin_clasificar,Sin_clasificar,TRUE
24,Suelo_Hv,Sin_clasificar,Sin_clasificar,TRUE
25,Suelo_Hv,Sin_clasificar,Sin_clasificar,TRUE
26,Suelo_Hv,Sin_clasificar,Sin_clasificar,TRUE
27,Suelo_Hv,Sin_clasificar,Sin_clasificar,TRUE
28,Suelo_Hv,Sin_clasificar,Sin_clasificar,TRUE
29,Suelo_Hv,Sin_clasificar,Sin_clasificar,TRUE
30,Suelo_Hv,Sin_clasificar,Sin_clasificar,TRUE
31,Suelo_Hv,Sin_clasificar,Sin_clasificar,TRUE
32,Suelo_Hv,Sin_clasificar,Sin_clasificar,TRUE
33,Suelo_Hv,Sin_clasificar,Sin_clasificar,TRUE
34,Suelo_Hv,Sin_clasificar,Sin_clasificar,TRUE
35,Suelo_Hv,Sin_clasificar,Sin_clasificar,TRUE
36,Suelo_Hv,Sin_clasificar,Sin_clasificar,TRUE
37,Suelo_Hv,Sin_clasificar,Sin_clasificar,TRUE
38,Suelo_Hv,Sin_clasificar,Sin_clasificar,TRUE
39,Suelo_Hv,Sin_clasificar,Sin_clasificar,TRUE
40,Suelo_Hv,Hotspot,Hotspot,TRUE
41,Suelo_Hv,Hotspot,Sin_clasificar,FALSE
42,Suelo_Hv,Sin_clasificar,Sin_clasificar,TRUE
43,Suelo_Hv,Hotspot,Sin_clasificar,FALSE
44,Suelo_Hv,Hotspot,Sin_clasificar,FALSE
45,Suelo_Hv,Hotspot,Sin_clasificar,FALSE
46,Suelo_Hv,Sin_clasificar,Sin_clasificar,TRUE
47,Suelo_Hv,Sin_clasificar,Sin_clasificar,TRUE
48,Suelo_Hv,Sin_clasificar,Sin_clasificar,TRUE
49,Suelo_Hv,Sin_clasificar,Sin_clasificar,TRUE
50,Suelo_Hv,Sin_clasificar,Sin_clasificar,TRUE
51,Suelo_Hv,Sin_clasificar,Sin_clasificar,TRUE
52,Suelo_Hv,Sin_clasificar,Sin_clasificar,TRUE
53,Suelo_Hv,Sin_clasificar,Sin_clasificar,TRUE
54,Suelo_Hv,Sin_clasificar,Sin_clasificar,TRUE
55,Suelo_Hv,Sin_clasificar,Sin_clasificar,TRUE
56,Suelo_Hv,Sin_clasificar,Sin_clasificar,TRUE
1,Suelo_K,Hotspot,Hotspot,TRUE
2,Suelo_K,Hotspot,Hotspot,TRUE
3,Suelo_K,Hotspot,Sin_clasificar,FALSE
4,Suelo_K,Hotspot,Sin_clasificar,FALSE
5,Suelo_K,Sin_clasificar,Sin_clasificar,TRUE
6,Suelo_K,Sin_clasificar,Sin_clasificar,TRUE
7,Suelo_K,Sin_clasificar,Coldspot,FALSE
8,Suelo_K,Coldspot,Coldspot,TRUE
9,Suelo_K,Coldspot,Coldspot,TRUE
10,Suelo_K,Coldspot,Coldspot,TRUE
11,Suelo_K,Coldspot,Sin_clasificar,FALSE
12,Suelo_K,Coldspot,Coldspot,TRUE
13,Suelo_K,Coldspot,Sin_clasificar,FALSE
14,Suelo_K,Sin_clasificar,Sin_clasificar,TRUE
15,Suelo_K,Sin_clasificar,Sin_clasificar,TRUE
16,Suelo_K,Sin_clasificar,Sin_clasificar,TRUE
17,Suelo_K,Coldspot,Sin_clasificar,FALSE
18,Suelo_K,Coldspot,Sin_clasificar,FALSE
19,Suelo_K,Sin_clasificar,Sin_clasificar,TRUE
20,Suelo_K,Coldspot,Coldspot,TRUE
21,Suelo_K,Sin_clasificar,Sin_clasificar,TRUE
22,Suelo_K,Sin_clasificar,Sin_clasificar,TRUE
23,Suelo_K,Sin_clasificar,Sin_clasificar,TRUE
24,Suelo_K,Sin_clasificar,Sin_clasificar,TRUE
25,Suelo_K,Sin_clasificar,Sin_clasificar,TRUE
26,Suelo_K,Hotspot,Sin_clasificar,FALSE
27,Suelo_K,Hotspot,Sin_clasificar,FALSE
28,Suelo_K,Hotspot,Hotspot,TRUE
29,Suelo_K,Hotspot,Sin_clasificar,FALSE
30,Suelo_K,Hotspot,Sin_clasificar,FALSE
31,Suelo_K,Sin_clasificar,Sin_clasificar,TRUE
32,Suelo_K,Sin_clasificar,Sin_clasificar,TRUE
33,Suelo_K,Sin_clasificar,Sin_clasificar,TRUE
34,Suelo_K,Sin_clasificar,Sin_clasificar,TRUE
35,Suelo_K,Sin_clasificar,Sin_clasificar,TRUE
36,Suelo_K,Sin_clasificar,Sin_clasificar,TRUE
37,Suelo_K,Coldspot,Coldspot,TRUE
38,Suelo_K,Sin_clasificar,Hotspot,FALSE
39,Suelo_K,Sin_clasificar,Hotspot,FALSE
40,Suelo_K,Sin_clasificar,Sin_clasificar,TRUE
41,Suelo_K,Sin_clasificar,Sin_clasificar,TRUE
42,Suelo_K,Sin_clasificar,Sin_clasificar,TRUE
43,Suelo_K,Sin_clasificar,Sin_clasificar,TRUE
44,Suelo_K,Sin_clasificar,Sin_clasificar,TRUE
45,Suelo_K,Sin_clasificar,Hotspot,FALSE
46,Suelo_K,Sin_clasificar,Hotspot,FALSE
47,Suelo_K,Sin_clasificar,Hotspot,FALSE
48,Suelo_K,Sin_clasificar,Sin_clasificar,TRUE
49,Suelo_K,Sin_clasificar,Sin_clasificar,TRUE
50,Suelo_K,Sin_clasificar,Sin_clasificar,TRUE
51,Suelo_K,Sin_clasificar,Sin_clasificar,TRUE
52,Suelo_K,Sin_clasificar,Sin_clasificar,TRUE
53,Suelo_K,Sin_clasificar,Sin_clasificar,TRUE
54,Suelo_K,Sin_clasificar,Coldspot,FALSE
55,Suelo_K,Hotspot,Sin_clasificar,FALSE
56,Suelo_K,Hotspot,Sin_clasificar,FALSE
1,Suelo_N,Hotspot,Hotspot,TRUE
2,Suelo_N,Hotspot,Hotspot,TRUE
3,Suelo_N,Hotspot,Sin_clasificar,FALSE
4,Suelo_N,Hotspot,Sin_clasificar,FALSE
5,Suelo_N,Sin_clasificar,Sin_clasificar,TRUE
6,Suelo_N,Sin_clasificar,Sin_clasificar,TRUE
7,Suelo_N,Sin_clasificar,Sin_clasificar,TRUE
8,Suelo_N,Coldspot,Coldspot,TRUE
9,Suelo_N,Coldspot,Coldspot,TRUE
10,Suelo_N,Coldspot,Coldspot,TRUE
11,Suelo_N,Coldspot,Sin_clasificar,FALSE
12,Suelo_N,Coldspot,Sin_clasificar,FALSE
13,Suelo_N,Coldspot,Sin_clasificar,FALSE
14,Suelo_N,Sin_clasificar,Sin_clasificar,TRUE
15,Suelo_N,Sin_clasificar,Sin_clasificar,TRUE
16,Suelo_N,Sin_clasificar,Sin_clasificar,TRUE
17,Suelo_N,Sin_clasificar,Sin_clasificar,TRUE
18,Suelo_N,Coldspot,Sin_clasificar,FALSE
19,Suelo_N,Sin_clasificar,Sin_clasificar,TRUE
20,Suelo_N,Coldspot,Coldspot,TRUE
21,Suelo_N,Sin_clasificar,Sin_clasificar,TRUE
22,Suelo_N,Sin_clasificar,Sin_clasificar,TRUE
23,Suelo_N,Sin_clasificar,Sin_clasificar,TRUE
24,Suelo_N,Sin_clasificar,Sin_clasificar,TRUE
25,Suelo_N,Sin_clasificar,Sin_clasificar,TRUE
26,Suelo_N,Hotspot,Sin_clasificar,FALSE
27,Suelo_N,Hotspot,Sin_clasificar,FALSE
28,Suelo_N,Hotspot,Sin_clasificar,FALSE
29,Suelo_N,Hotspot,Sin_clasificar,FALSE
30,Suelo_N,Hotspot,Sin_clasificar,FALSE
31,Suelo_N,Sin_clasificar,Sin_clasificar,TRUE
32,Suelo_N,Sin_clasificar,Sin_clasificar,TRUE
33,Suelo_N,Sin_clasificar,Sin_clasificar,TRUE
34,Suelo_N,Sin_clasificar,Sin_clasificar,TRUE
35,Suelo_N,Sin_clasificar,Sin_clasificar,TRUE
36,Suelo_N,Sin_clasificar,Sin_clasificar,TRUE
37,Suelo_N,Coldspot,Coldspot,TRUE
38,Suelo_N,Sin_clasificar,Hotspot,FALSE
39,Suelo_N,Sin_clasificar,Hotspot,FALSE
40,Suelo_N,Sin_clasificar,Sin_clasificar,TRUE
41,Suelo_N,Sin_clasificar,Sin_clasificar,TRUE
42,Suelo_N,Sin_clasificar,Sin_clasificar,TRUE
43,Suelo_N,Sin_clasificar,Sin_clasificar,TRUE
44,Suelo_N,Sin_clasificar,Sin_clasificar,TRUE
45,Suelo_N,Sin_clasificar,Hotspot,FALSE
46,Suelo_N,Sin_clasificar,Hotspot,FALSE
47,Suelo_N,Sin_clasificar,Hotspot,FALSE
48,Suelo_N,Sin_clasificar,Sin_clasificar,TRUE
49,Suelo_N,Sin_clasificar,Sin_clasificar,TRUE
50,Suelo_N,Sin_clasificar,Sin_clasificar,TRUE
51,Suelo_N,Sin_clasificar,Sin_clasificar,TRUE
52,Suelo_N,Sin_clasificar,Sin_clasificar,TRUE
53,Suelo_N,Sin_clasificar,Sin_clasificar,TRUE
54,Suelo_N,Sin_clasificar,Sin_clasificar,TRUE
55,Suelo_N,Hotspot,Sin_clasificar,FALSE
56,Suelo_N,Hotspot,Sin_clasificar,FALSE
1,Suelo_P,Hotspot,Hotspot,TRUE
2,Suelo_P,Hotspot,Hotspot,TRUE
3,Suelo_P,Hotspot,Sin_clasificar,FALSE
4,Suelo_P,Hotspot,Sin_clasificar,FALSE
5,Suelo_P,Sin_clasificar,Sin_clasificar,TRUE
6,Suelo_P,Sin_clasificar,Sin_clasificar,TRUE
7,Suelo_P,Sin_clasificar,Sin_clasificar,TRUE
8,Suelo_P,Coldspot,Coldspot,TRUE
9,Suelo_P,Coldspot,Coldspot,TRUE
10,Suelo_P,Coldspot,Coldspot,TRUE
11,Suelo_P,Coldspot,Sin_clasificar,FALSE
12,Suelo_P,Coldspot,Sin_clasificar,FALSE
13,Suelo_P,Coldspot,Sin_clasificar,FALSE
14,Suelo_P,Sin_clasificar,Sin_clasificar,TRUE
15,Suelo_P,Sin_clasificar,Sin_clasificar,TRUE
16,Suelo_P,Sin_clasificar,Sin_clasificar,TRUE
17,Suelo_P,Coldspot,Sin_clasificar,FALSE
18,Suelo_P,Coldspot,Sin_clasificar,FALSE
19,Suelo_P,Sin_clasificar,Sin_clasificar,TRUE
20,Suelo_P,Coldspot,Coldspot,TRUE
21,Suelo_P,Sin_clasificar,Sin_clasificar,TRUE
22,Suelo_P,Sin_clasificar,Sin_clasificar,TRUE
23,Suelo_P,Sin_clasificar,Sin_clasificar,TRUE
24,Suelo_P,Sin_clasificar,Sin_clasificar,TRUE
25,Suelo_P,Sin_clasificar,Sin_clasificar,TRUE
26,Suelo_P,Hotspot,Sin_clasificar,FALSE
27,Suelo_P,Hotspot,Sin_clasificar,FALSE
28,Suelo_P,Hotspot,Sin_clasificar,FALSE
29,Suelo_P,Hotspot,Sin_clasificar,FALSE
30,Suelo_P,Hotspot,Sin_clasificar,FALSE
31,Suelo_P,Sin_clasificar,Sin_clasificar,TRUE
32,Suelo_P,Sin_clasificar,Sin_clasificar,TRUE
33,Suelo_P,Sin_clasificar,Sin_clasificar,TRUE
34,Suelo_P,Sin_clasificar,Sin_clasificar,TRUE
35,Suelo_P,Sin_clasificar,Sin_clasificar,TRUE
36,Suelo_P,Sin_clasificar,Sin_clasificar,TRUE
37,Suelo_P,Coldspot,Sin_clasificar,FALSE
38,Suelo_P,Sin_clasificar,Hotspot,FALSE
39,Suelo_P,Sin_clasificar,Hotspot,FALSE
40,Suelo_P,Sin_clasificar,Sin_clasificar,TRUE
41,Suelo_P,Sin_clasificar,Sin_clasificar,TRUE
42,Suelo_P,Sin_clasificar,Sin_clasificar,TRUE
43,Suelo_P,Sin_clasificar,Sin_clasificar,TRUE
44,Suelo_P,Sin_clasificar,Sin_clasificar,TRUE
45,Suelo_P,Sin_clasificar,Hotspot,FALSE
46,Suelo_P,Sin_clasificar,Hotspot,FALSE
47,Suelo_P,Sin_clasificar,Hotspot,FALSE
48,Suelo_P,Sin_clasificar,Sin_clasificar,TRUE
49,Suelo_P,Sin_clasificar,Sin_clasificar,TRUE
50,Suelo_P,Sin_clasificar,Sin_clasificar,TRUE
51,Suelo_P,Sin_clasificar,Sin_clasificar,TRUE
52,Suelo_P,Sin_clasificar,Sin_clasificar,TRUE
53,Suelo_P,Sin_clasificar,Sin_clasificar,TRUE
54,Suelo_P,Sin_clasificar,Coldspot,FALSE
55,Suelo_P,Hotspot,Sin_clasificar,FALSE
56,Suelo_P,Hotspot,Sin_clasificar,FALSE
1,Suelo_pH,Hotspot,Sin_clasificar,FALSE
2,Suelo_pH,Hotspot,Sin_clasificar,FALSE
3,Suelo_pH,Sin_clasificar,Sin_clasificar,TRUE
4,Suelo_pH,Sin_clasificar,Sin_clasificar,TRUE
5,Suelo_pH,Sin_clasificar,Sin_clasificar,TRUE
6,Suelo_pH,Sin_clasificar,Sin_clasificar,TRUE
7,Suelo_pH,Sin_clasificar,Sin_clasificar,TRUE
8,Suelo_pH,Sin_clasificar,Sin_clasificar,TRUE
9,Suelo_pH,Sin_clasificar,Sin_clasificar,TRUE
10,Suelo_pH,Sin_clasificar,Sin_clasificar,TRUE
11,Suelo_pH,Coldspot,Sin_clasificar,FALSE
12,Suelo_pH,Coldspot,Sin_clasificar,FALSE
13,Suelo_pH,Coldspot,Sin_clasificar,FALSE
14,Suelo_pH,Coldspot,Sin_clasificar,FALSE
15,Suelo_pH,Coldspot,Sin_clasificar,FALSE
16,Suelo_pH,Coldspot,Sin_clasificar,FALSE
17,Suelo_pH,Sin_clasificar,Sin_clasificar,TRUE
18,Suelo_pH,Coldspot,Sin_clasificar,FALSE
19,Suelo_pH,Sin_clasificar,Sin_clasificar,TRUE
20,Suelo_pH,Hotspot,Sin_clasificar,FALSE
21,Suelo_pH,Hotspot,Sin_clasificar,FALSE
22,Suelo_pH,Sin_clasificar,Sin_clasificar,TRUE
23,Suelo_pH,Sin_clasificar,Sin_clasificar,TRUE
24,Suelo_pH,Sin_clasificar,Sin_clasificar,TRUE
25,Suelo_pH,Sin_clasificar,Coldspot,FALSE
26,Suelo_pH,Sin_clasificar,Sin_clasificar,TRUE
27,Suelo_pH,Hotspot,Sin_clasificar,FALSE
28,Suelo_pH,Hotspot,Sin_clasificar,FALSE
29,Suelo_pH,Hotspot,Sin_clasificar,FALSE
30,Suelo_pH,Hotspot,Sin_clasificar,FALSE
31,Suelo_pH,Sin_clasificar,Sin_clasificar,TRUE
32,Suelo_pH,Sin_clasificar,Coldspot,FALSE
33,Suelo_pH,Sin_clasificar,Sin_clasificar,TRUE
34,Suelo_pH,Sin_clasificar,Sin_clasificar,TRUE
35,Suelo_pH,Sin_clasificar,Sin_clasificar,TRUE
36,Suelo_pH,Sin_clasificar,Sin_clasificar,TRUE
37,Suelo_pH,Hotspot,Sin_clasificar,FALSE
38,Suelo_pH,Sin_clasificar,Sin_clasificar,TRUE
39,Suelo_pH,Sin_clasificar,Sin_clasificar,TRUE
40,Suelo_pH,Sin_clasificar,Sin_clasificar,TRUE
41,Suelo_pH,Sin_clasificar,Sin_clasificar,TRUE
42,Suelo_pH,Coldspot,Sin_clasificar,FALSE
43,Suelo_pH,Coldspot,Sin_clasificar,FALSE
44,Suelo_pH,Sin_clasificar,Sin_clasificar,TRUE
45,Suelo_pH,Sin_clasificar,Sin_clasificar,TRUE
46,Suelo_pH,Sin_clasificar,Sin_clasificar,TRUE
47,Suelo_pH,Sin_clasificar,Sin_clasificar,TRUE
48,Suelo_pH,Sin_clasificar,Sin_clasificar,TRUE
49,Suelo_pH,Sin_clasificar,Sin_clasificar,TRUE
50,Suelo_pH,Sin_clasificar,Sin_clasificar,TRUE
51,Suelo_pH,Sin_clasificar,Sin_clasificar,TRUE
52,Suelo_pH,Sin_clasificar,Sin_clasificar,TRUE
53,Suelo_pH,Sin_clasificar,Sin_clasificar,TRUE
54,Suelo_pH,Sin_clasificar,Sin_clasificar,TRUE
55,Suelo_pH,Hotspot,Sin_clasificar,FALSE
56,Suelo_pH,Hotspot,Sin_clasificar,FALSE
1,Suelo_T,Sin_clasificar,Sin_clasificar,TRUE
2,Suelo_T,Sin_clasificar,Sin_clasificar,TRUE
3,Suelo_T,Sin_clasificar,Sin_clasificar,TRUE
4,Suelo_T,Sin_clasificar,Sin_clasificar,TRUE
5,Suelo_T,Sin_clasificar,Sin_clasificar,TRUE
6,Suelo_T,Coldspot,Sin_clasificar,FALSE
7,Suelo_T,Coldspot,Coldspot,TRUE
8,Suelo_T,Coldspot,Coldspot,TRUE
9,Suelo_T,Coldspot,Coldspot,TRUE
10,Suelo_T,Coldspot,Coldspot,TRUE
11,Suelo_T,Coldspot,Coldspot,TRUE
12,Suelo_T,Sin_clasificar,Sin_clasificar,TRUE
13,Suelo_T,Sin_clasificar,Sin_clasificar,TRUE
14,Suelo_T,Sin_clasificar,Sin_clasificar,TRUE
15,Suelo_T,Sin_clasificar,Sin_clasificar,TRUE
16,Suelo_T,Sin_clasificar,Sin_clasificar,TRUE
17,Suelo_T,Sin_clasificar,Sin_clasificar,TRUE
18,Suelo_T,Sin_clasificar,Sin_clasificar,TRUE
19,Suelo_T,Sin_clasificar,Sin_clasificar,TRUE
20,Suelo_T,Sin_clasificar,Sin_clasificar,TRUE
21,Suelo_T,Coldspot,Sin_clasificar,FALSE
22,Suelo_T,Sin_clasificar,Sin_clasificar,TRUE
23,Suelo_T,Sin_clasificar,Sin_clasificar,TRUE
24,Suelo_T,Sin_clasificar,Sin_clasificar,TRUE
25,Suelo_T,Sin_clasificar,Sin_clasificar,TRUE
26,Suelo_T,Sin_clasificar,Sin_clasificar,TRUE
27,Suelo_T,Sin_clasificar,Sin_clasificar,TRUE
28,Suelo_T,Sin_clasificar,Sin_clasificar,TRUE
29,Suelo_T,Sin_clasificar,Sin_clasificar,TRUE
30,Suelo_T,Sin_clasificar,Sin_clasificar,TRUE
31,Suelo_T,Sin_clasificar,Sin_clasificar,TRUE
32,Suelo_T,Hotspot,Hotspot,TRUE
33,Suelo_T,Hotspot,Hotspot,TRUE
34,Suelo_T,Hotspot,Hotspot,TRUE
35,Suelo_T,Hotspot,Hotspot,TRUE
36,Suelo_T,Sin_clasificar,Hotspot,FALSE
37,Suelo_T,Sin_clasificar,Sin_clasificar,TRUE
38,Suelo_T,Sin_clasificar,Sin_clasificar,TRUE
39,Suelo_T,Sin_clasificar,Sin_clasificar,TRUE
40,Suelo_T,Sin_clasificar,Sin_clasificar,TRUE
41,Suelo_T,Sin_clasificar,Sin_clasificar,TRUE
42,Suelo_T,Sin_clasificar,Sin_clasificar,TRUE
43,Suelo_T,Sin_clasificar,Sin_clasificar,TRUE
44,Suelo_T,Sin_clasificar,Sin_clasificar,TRUE
45,Suelo_T,Sin_clasificar,Sin_clasificar,TRUE
46,Suelo_T,Sin_clasificar,Sin_clasificar,TRUE
47,Suelo_T,Sin_clasificar,Sin_clasificar,TRUE
48,Suelo_T,Sin_clasificar,Sin_clasificar,TRUE
49,Suelo_T,Sin_clasificar,Hotspot,FALSE
50,Suelo_T,Sin_clasificar,Hotspot,FALSE
51,Suelo_T,Hotspot,Hotspot,TRUE
52,Suelo_T,Hotspot,Sin_clasificar,FALSE
53,Suelo_T,Hotspot,Sin_clasificar,FALSE
54,Suelo_T,Hotspot,Hotspot,TRUE
55,Suelo_T,Sin_clasificar,Sin_clasificar,TRUE
56,Suelo_T,Sin_clasificar,Sin_clasificar,TRUE
