DX_m,DY_m,N_celdas,Correlacion,RMSE
-4.25,5,133200,0.7271006228368069,0.22139891483705174
-4,-5,133560,0.6935855657475962,0.23464065200211012
-4,-4.75,133931,0.6936878827502974,0.2346842222846119
-4,-4.5,134302,0.6932353211592968,0.23494131782068742
-4,-4.25,134673,0.6923148001768658,0.23538239428397348
-4,-4,135044,0.6913693569821483,0.23583781187226036
-4,-3.75,135415,0.690612063747229,0.23622729894717548
-4,-3.5,135786,0.6902267434889359,0.2364847400293783
-4,-3.25,135786,0.6897940254574193,0.236648445737692
-4,-3,136157,0.6900686377966965,0.23666349109510118
-4,-2.75,136528,0.6908948221639832,0.23647198363743607
-4,-2.5,136899,0.6924309512616892,0.23601873222412484
-4,-2.25,137270,0.6948650495153232,0.23522813385220598
-4,-2,137641,0.6983549196802513,0.23403725956548904
-4,-1.75,138012,0.7024142450138834,0.23262372723374403
-4,-1.5,138383,0.7063906185037158,0.23123377797328454
-4,-1.25,138754,0.710120118716935,0.22993190576643677
-4,-1,139125,0.7132637583250501,0.22884866883163976
-4,-0.75,139496,0.7158522754332737,0.2279772171519976
-4,-0.5,139867,0.7178745567637208,0.2273270118444682
-4,-0.25,140238,0.7197369011478156,0.22673821378555536
-4,0,140609,0.7219936950374831,0.22599516995270413
-4,0.25,140238,0.724698786806371,0.22477771902497137
-4,0.5,139867,0.7280630937058138,0.22329738720849945
-4,0.75,139496,0.7320992619929051,0.22154644098359724
-4,1,139125,0.7361227959938726,0.21979438491461203
-4,1.25,138754,0.7391542796209271,0.2184392303450725
-4,1.5,138383,0.7414553818803054,0.21737671949173631
-4,1.75,138012,0.7434273688900399,0.21644484801403296
-4,2,137641,0.7451805271989914,0.21560022544266072
-4,2.25,137270,0.7467769192281745,0.2148178910714813
-4,2.5,136899,0.7481270445104282,0.2141356739957391
-4,2.75,136528,0.7488792363218207,0.2137023615732623
-4,3,136157,0.7489799445313458,0.21354130567712737
-4,3.25,135786,0.7487158538783297,0.21353388110566562
-4,3.5,135786,0.7488583308464783,0.21345420901651754
-4,3.75,135415,0.7478250828655851,0.2137648227775061
-4,4,135044,0.7458725030104294,0.2144450809717184
