X,Y,Densidad_nodos_m2,Grupo
587186.1358365621,517557.71233439504,0.1376865897920594,D100
587186.1358365621,517557.8163693325,0.13617775449429925,D100
587186.1358365621,517557.92040426994,0.13458523748588755,D100
587186.1358365621,517558.0244392074,0.1329157240599285,D100
587186.1358365621,517558.12847414485,0.13117629195648647,D100
587186.2396407863,517555.94374045834,0.1488891928858425,D100
587186.2396407863,517556.0477753958,0.14909136301928963,D100
587186.2396407863,517556.15181033325,0.14920922367629005,D100
587186.2396407863,517556.2558452707,0.14923787976320113,D100
587186.2396407863,517556.35988020815,0.1491727240960793,D100
587186.2396407863,517556.4639151456,0.14900955427357532,D100
587186.2396407863,517556.56795008306,0.148744680122227,D100
587186.2396407863,517556.6719850205,0.14837501955499782,D100
587186.2396407863,517556.77601995796,0.14789818102878727,D100
587186.2396407863,517556.8800548954,0.14731253115305493,D100
587186.2396407863,517556.98408983287,0.1466172463792819,D100
587186.2396407863,517557.0881247703,0.1458123480802448,D100
587186.2396407863,517557.1921597078,0.1448987207005644,D100
587186.2396407863,517557.2961946452,0.14387811301840714,D100
587186.2396407863,517557.4002295827,0.14275312289647113,D100
587186.2396407863,517557.50426452013,0.14152716621349554,D100
587186.2396407863,517557.6082994576,0.14020443095163873,D100
587186.2396407863,517557.71233439504,0.1387898176672737,D100
587186.2396407863,517557.8163693325,0.13728886779100039,D100
587186.2396407863,517557.92040426994,0.13570768138569309,D100
587186.2396407863,517558.0244392074,0.13405282613846473,D100
587186.2396407863,517558.12847414485,0.13233123947334438,D100
587186.3434450105,517555.8397055209,0.15010652377993505,D100
587186.3434450105,517555.94374045834,0.1503243662896438,D100
587186.3434450105,517556.0477753958,0.15046611851917255,D100
587186.3434450105,517556.15181033325,0.15052706809226202,D100
587186.3434450105,517556.2558452707,0.15050261024612271,D100
587186.3434450105,517556.35988020815,0.15038837520575904,D100
587186.3434450105,517556.4639151456,0.15018034930877733,D100
587186.3434450105,517556.56795008306,0.14987498714342654,D100
587186.3434450105,517556.6719850205,0.14946931228083848,D100
587186.3434450105,517556.77601995796,0.14896100454276676,D100
587186.3434450105,517556.8800548954,0.1483484721363612,D100
587186.3434450105,517556.98408983287,0.1476309073958374,D100
587186.3434450105,517557.0881247703,0.1468083252862309,D100
587186.3434450105,517557.1921597078,0.14588158423668746,D100
587186.3434450105,517557.2961946452,0.14485238927096855,D100
587186.3434450105,517557.4002295827,0.14372327778337904,D100
587186.3434450105,517557.50426452013,0.14249758866267684,D100
587186.3434450105,517557.6082994576,0.1411794157895057,D100
587186.3434450105,517557.71233439504,0.1397735472204215,D100
587186.3434450105,517557.8163693325,0.13828539162062498,D100
587186.3434450105,517557.92040426994,0.13672089371597498,D100
587186.3434450105,517558.0244392074,0.13508644070142528,D100
587186.3434450105,517558.12847414485,0.13338876166709415,D100
587186.3434450105,517558.2325090823,0.13163482218471667,D100
587186.4472492347,517555.631635646,0.15100428567819169,D100
587186.4472492347,517555.73567058344,0.15128602757329354,D100
587186.4472492347,517555.8397055209,0.15150331731684297,D100
587186.4472492347,517555.94374045834,0.15165216613669283,D100
587186.4472492347,517556.0477753958,0.1517283685438227,D100
587186.4472492347,517556.15181033325,0.15172763307577716,D100
587186.4472492347,517556.2558452707,0.15164571433417143,D100
587186.4472492347,517556.35988020815,0.15147854288361773,D100
587186.4472492347,517556.4639151456,0.1512223497558894,D100
587186.4472492347,517556.56795008306,0.15087378255738207,D100
587186.4472492347,517556.6719850205,0.15043001049787239,D100
587186.4472492347,517556.77601995796,0.14988881603120746,D100
587186.4472492347,517556.8800548954,0.14924867121047378,D100
587186.4472492347,517556.98408983287,0.14850879729812297,D100
587186.4472492347,517557.0881247703,0.14766920662271737,D100
587186.4472492347,517557.1921597078,0.1467307261265403,D100
587186.4472492347,517557.2961946452,0.14569500249153217,D100
587186.4472492347,517557.4002295827,0.14456448915538675,D100
587186.4472492347,517557.50426452013,0.14334241592704297,D100
587186.4472492347,517557.6082994576,0.14203274227446047,D100
587186.4472492347,517557.71233439504,0.14064009568205535,D100
587186.4472492347,517557.8163693325,0.13916969675628077,D100
587186.4472492347,517557.92040426994,0.13762727299254757,D100
587186.4472492347,517558.0244392074,0.13601896330297905,D100
587186.4472492347,517558.12847414485,0.13435121554130175,D100
587186.4472492347,517558.2325090823,0.13263067934825196,D100
587186.4472492347,517558.33654401975,0.13086409667868432,D100
587186.5510534588,517555.52760070853,0.15219605273527567,D100
587186.5510534588,517555.631635646,0.15245695091385142,D100
587186.5510534588,517555.73567058344,0.15265887057016958,D100
587186.5510534588,517555.8397055209,0.1527988558911598,D100
