Componente,Varianza,Porcentaje,Porcentaje_acumulado
PC1,5.142004459035837,64.27505573794798,64.27505573794798
PC2,1.15311869854139,14.413983731767376,78.68903946971535
PC3,0.9077434009050419,11.346792511313026,90.03583198102838
PC4,0.7951052326197025,9.938815407746283,99.97464738877467
PC5,0.0011839750228631763,0.014799687785789705,99.98944707656045
PC6,5.968830068570629e-4,0.007461037585713286,99.99690811414617
PC7,2.473508683073281e-4,0.0030918858538416015,100.00000000000001
PC8,6.7355158956397e-28,8.419394869549626e-27,100.00000000000001
