grid_id,X,Y,Variable,Prediccion,Varianza_kriging,Error_estandar_kriging,var1.pred,var1.var
1,587191.2877414739,517556.5212909224,pH,7.06699942090839,0.05665099216844471,0.23801468897621572,7.06699942090839,0.05665099216844471
2,587191.0018009432,517556.807231453,pH,7.071302660622546,0.05267627723559061,0.22951313085658218,7.071302660622546,0.05267627723559061
3,587191.2877414739,517556.807231453,pH,7.06086935897943,0.05304256719676769,0.23030972015259732,7.06086935897943,0.05304256719676769
4,587191.5736820044,517556.807231453,pH,7.050493328738701,0.053595268583312705,0.2315065195265842,7.050493328738701,0.053595268583312705
5,587190.7158604125,517557.0931719836,pH,7.07664957579021,0.04899664433205044,0.22135185640073238,7.07664957579021,0.04899664433205044
6,587191.0018009432,517557.0931719836,pH,7.0656658138503365,0.04917958611408783,0.2217647089013214,7.0656658138503365,0.04917958611408783
7,587191.2877414739,517557.0931719836,pH,7.054535697958185,0.04956798972313686,0.22263869772152564,7.054535697958185,0.04956798972313686
8,587191.5736820044,517557.0931719836,pH,7.043452035634205,0.05014684482525166,0.22393491202858848,7.043452035634205,0.05014684482525166
9,587191.8596225351,517557.0931719836,pH,7.032615398480562,0.05089972521051357,0.22560967446125527,7.032615398480562,0.05089972521051357
10,587190.429919882,517557.3791125142,pH,7.082868678369552,0.045657771438875824,0.2136767919987471,7.082868678369552,0.045657771438875824
11,587190.7158604125,517557.3791125142,pH,7.071561460598109,0.04563155289869261,0.21361543225781374,7.071561460598109,0.04563155289869261
12,587191.0018009432,517557.3791125142,pH,7.059859126947352,0.045831525283126395,0.21408298690724212,7.059859126947352,0.045831525283126395
13,587191.2877414739,517557.3791125142,pH,7.047965441280869,0.04624304483380408,0.2150419606351376,7.047965441280869,0.04624304483380408
14,587191.5736820044,517557.3791125142,pH,7.036108605898277,0.04684831458664518,0.21644471485034042,7.036108605898277,0.04684831458664518
15,587191.8596225351,517557.3791125142,pH,7.024523655405032,0.047628422687076497,0.21823937015826567,7.024523655405032,0.047628422687076497
