Nodo,X,Y,Variable,Observado,Predicho,Residuo,Residuo_absoluto,Residuo_estandarizado,var1.pred,var1.var,observed,residual,zscore,fold
1,587213.774,517578.231,Hv,17.2,14.68148139704778,2.51851860295222,2.51851860295222,1.1342046535449994,14.68148139704778,4.930687478735195,17.2,2.51851860295222,1.1342046535449994,1
2,587211.773,517576.571,Hv,15.6,14.740740669305021,0.8592593306949787,0.8592593306949787,0.38696396012744416,14.740740669305021,4.930687470874812,15.6,0.8592593306949787,0.38696396012744416,2
3,587209.772,517574.911,Hv,13.5,14.818518464871099,-1.318518464871099,1.318518464871099,-0.593789451497731,14.818518464871099,4.930687470874812,13.5,-1.318518464871099,-0.593789451497731,3
4,587207.771,517573.251,Hv,15.8,14.733333197044049,1.066666802955952,1.066666802955952,0.48036907538918167,14.733333197044049,4.930687470942694,15.8,1.066666802955952,0.48036907538918167,4
5,587205.77,517571.59,Hv,14.3,14.788888845384275,-0.4888888453842739,0.4888888453842739,-0.22016911182997248,14.788888845384275,4.930687470942694,14.3,-0.4888888453842739,-0.22016911182997248,5
6,587203.769,517569.93,Hv,16.1,14.72222209893849,1.3777779010615117,1.3777779010615117,0.6204766986232462,14.72222209893849,4.930687470874812,16.1,1.3777779010615117,0.6204766986232462,6
7,587201.768,517568.27,Hv,14.1,14.79629618623406,-0.6962961862340595,0.6962961862340595,-0.3135741679160361,14.79629618623406,4.930687470874812,14.1,-0.6962961862340595,-0.3135741679160361,7
8,587199.767,517566.61,Hv,12.8,14.84444429108577,-2.044444291085769,2.044444291085769,-0.9207072077979328,14.84444429108577,4.930687470874812,12.8,-2.044444291085769,-0.9207072077979328,8
9,587197.766,517564.95,Hv,12.8,14.844444172797955,-2.044444172797954,2.044444172797954,-0.9207071545274942,14.844444172797955,4.930687470874812,12.8,-2.044444172797954,-0.9207071545274942,9
10,587195.765,517563.29,Hv,8.8,14.992592443358454,-6.192592443358453,6.192592443358453,-2.78880893082547,14.992592443358454,4.930687470874812,8.8,-6.192592443358453,-2.78880893082547,10
11,587193.764,517561.63,Hv,14.1,14.796296076873627,-0.6962960768736277,0.6962960768736277,-0.31357411866600843,14.796296076873627,4.930687470874812,14.1,-0.6962960768736277,-0.31357411866600843,11
12,587191.763,517559.97,Hv,15.2,14.755555500155223,0.4444444998447761,0.4444444998447761,0.20015378078896517,14.755555500155223,4.930687470874815,15.2,0.4444444998447761,0.20015378078896517,12
13,587189.762,517558.31,Hv,17.3,14.677777197880314,2.622222802119687,2.622222802119687,1.1809074428635868,14.677777197880314,4.930687285029065,17.3,2.622222802119687,1.1809074428635868,13
14,587188.015,517556.735,Hv,13.7,14.811112366409851,-1.1111123664098521,1.1111123664098521,-0.5003849639491473,14.811112366409851,4.930687292889447,13.7,-1.1111123664098521,-0.5003849639491473,14
15,587190.888,517553.272,Hv,15.9,14.729630976879458,1.1703690231205428,1.1703690231205428,0.5270709599143731,14.729630976879458,4.9306872912897655,15.9,1.1703690231205428,0.5270709599143731,15
16,587192.635,517554.846,Hv,17.3,14.677778420547867,2.622221579452134,2.622221579452134,1.1809068924317578,14.677778420547867,4.930687283429384,17.3,2.622221579452134,1.1809068924317578,16
17,587194.636,517556.506,Hv,15.5,14.744444415404608,0.7555555845953918,0.7555555845953918,0.34026139800303573,14.744444415404608,4.930687470942698,15.5,0.7555555845953918,0.34026139800303573,17
18,587196.637,517558.167,Hv,15.3,14.751851769418272,0.5481482305817291,0.5481482305817291,0.24685633599083207,14.751851769418272,4.930687470942694,15.3,0.5481482305817291,0.24685633599083207,18
19,587198.638,517559.827,Hv,14.7,14.7740739410747,-0.07407394107470111,0.07407394107470111,-0.03335889941087932,14.7740739410747,4.930687470874812,14.7,-0.07407394107470111,-0.03335889941087932,19
20,587200.639,517561.487,Hv,12.6,14.85185175449554,-2.25185175449554,2.25185175449554,-1.014112319076874,14.85185175449554,4.930687470874812,12.6,-2.25185175449554,-1.014112319076874,20
21,587202.64,517563.147,Hv,14.7,14.774073952233929,-0.07407395223392932,0.07407395223392932,-0.03335890443639256,14.774073952233929,4.930687470874812,14.7,-0.07407395223392932,-0.03335890443639256,21
22,587204.641,517564.807,Hv,15.8,14.733333232677396,1.0666667673226051,1.0666667673226051,0.4803690593451549,14.733333232677396,4.930687470874812,15.8,1.0666667673226051,0.4803690593451549,22
23,587206.642,517566.467,Hv,14.7,14.774074090608355,-0.0740740906083559,0.0740740906083559,-0.033358966752755244,14.774074090608355,4.930687470874812,14.7,-0.0740740906083559,-0.033358966752755244,23
24,587208.643,517568.127,Hv,18.8,14.622222038126443,4.1777779618735575,4.1777779618735575,1.8814453877995012,14.622222038126443,4.930687470874812,18.8,4.1777779618735575,1.8814453877995012,24
25,587210.644,517569.787,Hv,11.1,14.907407483449903,-3.8074074834499037,3.8074074834499037,-1.7146505426051009,14.907407483449903,4.930687470874812,11.1,-3.8074074834499037,-1.7146505426051009,25
26,587212.645,517571.447,Hv,18.3,14.640740554928682,3.659259445071319,3.659259445071319,1.6479326734261623,14.640740554928682,4.930687470874812,18.3,3.659259445071319,1.6479326734261623,26
27,587214.646,517573.107,Hv,14.6,14.777777721108144,-0.1777777211081446,0.1777777211081446,-0.08006147681436916,14.777777721108144,4.9306874709426936,14.6,-0.1777777211081446,-0.08006147681436916,27
28,587216.647,517574.768,Hv,13,14.837036941617487,-1.8370369416174874,1.8370369416174874,-0.8273021471669525,14.837036941617487,4.930687478803078,13,-1.8370369416174874,-0.8273021471669525,28
