Nodo,X,Y,Variable,Observado,Predicho,Residuo,Residuo_absoluto,Residuo_estandarizado,var1.pred,var1.var,observed,residual,zscore,fold
1,587213.774,517578.231,K,67,63.90027051273616,3.0997294872638435,3.0997294872638435,0.2123206629325014,63.90027051273616,213.13906994012072,67,3.0997294872638435,0.2123206629325014,1
2,587211.773,517576.571,K,77,59.81530685468221,17.184693145317787,17.184693145317787,1.3068850932180247,59.81530685468221,172.9054787677474,77,17.184693145317787,1.3068850932180247,2
3,587209.772,517574.911,K,59,58.67758091246276,0.32241908753724147,0.32241908753724147,0.024516888326762982,58.67758091246276,172.9461073438329,59,0.32241908753724147,0.024516888326762982,3
4,587207.771,517573.251,K,49,60.39860358276529,-11.39860358276529,11.39860358276529,-0.8666656009381779,60.39860358276529,172.981708375065,49,-11.39860358276529,-0.8666656009381779,4
5,587205.77,517571.59,K,74,37.590182573823455,36.409817426176545,36.409817426176545,2.7683401113819794,37.590182573823455,172.98088376831655,74,36.409817426176545,2.7683401113819794,5
6,587203.769,517569.93,K,22,55.268993358208554,-33.268993358208554,33.268993358208554,-2.529624653590847,55.268993358208554,172.96855218987412,22,-33.268993358208554,-2.529624653590847,6
7,587201.768,517568.27,K,42,37.442080709069145,4.557919290930855,4.557919290930855,0.3465635738097769,37.442080709069145,172.96866536803176,42,4.557919290930855,0.3465635738097769,7
8,587199.767,517566.61,K,41,34.808347655942185,6.191652344057815,6.191652344057815,0.4707852144127197,34.808347655942185,172.96869011268143,41,6.191652344057815,0.4707852144127197,8
9,587197.766,517564.95,K,16,37.897304306151604,-21.897304306151604,21.897304306151604,-1.6649721142634075,37.897304306151604,172.96864342682878,16,-21.897304306151604,-1.6649721142634075,9
10,587195.765,517563.29,K,33,25.944586720422148,7.055413279577852,7.055413279577852,0.5364625576671443,25.944586720422148,172.9681278087327,33,7.055413279577852,0.5364625576671443,10
11,587193.764,517561.63,K,23,37.32901119708748,-14.329011197087482,14.329011197087482,-1.089527054819913,37.32901119708748,172.96427313205032,23,-14.329011197087482,-1.089527054819913,11
12,587191.763,517559.97,K,32,29.655624721609357,2.3443752783906433,2.3443752783906433,0.17826865872144754,29.655624721609357,172.94351132053143,32,2.3443752783906433,0.17826865872144754,12
13,587189.762,517558.31,K,23,40.51586917640112,-17.515869176401118,17.515869176401118,-1.3554091074938632,40.51586917640112,167.00235163904415,23,-17.515869176401118,-1.3554091074938632,13
14,587188.015,517556.735,K,43,35.6866331055857,7.313366894414301,7.313366894414301,0.5127410993928336,35.6866331055857,203.44099091355778,43,7.313366894414301,0.5127410993928336,14
15,587190.888,517553.272,K,46,48.53609761673107,-2.5360976167310696,2.5360976167310696,-0.1774202883418165,48.53609761673107,204.3268173696466,46,-2.5360976167310696,-0.1774202883418165,15
16,587192.635,517554.846,K,52,42.84927768506601,9.150722314933986,9.150722314933986,0.7090947618583063,42.84927768506601,166.53372589634841,52,9.150722314933986,0.7090947618583063,16
17,587194.636,517556.506,K,43,49.653752029215,-6.653752029214999,6.653752029214999,-0.50593745032125,49.653752029215,172.9575671043745,43,-6.653752029214999,-0.50593745032125,17
18,587196.637,517558.167,K,56,41.81953625444992,14.180463745550078,14.180463745550078,1.0781982975562565,41.81953625444992,172.97509756158928,56,14.180463745550078,1.0781982975562565,18
19,587198.638,517559.827,K,44,37.53927112438086,6.4607288756191394,6.4607288756191394,0.49124629599586767,37.53927112438086,172.9674787141483,44,6.4607288756191394,0.49124629599586767,19
20,587200.639,517561.487,K,20,47.675958178415264,-27.675958178415264,27.675958178415264,-2.1043562496587445,47.675958178415264,172.96841396622654,20,-27.675958178415264,-2.1043562496587445,20
21,587202.64,517563.147,K,60,42.214807207096314,17.785192792903686,17.785192792903686,1.352305868164527,42.214807207096314,172.96860764120936,60,17.785192792903686,1.352305868164527,21
22,587204.641,517564.807,K,65,47.23412184534767,17.765878154652327,17.765878154652327,1.3508371500509715,47.23412184534767,172.96863840000682,65,17.765878154652327,1.3508371500509715,22
23,587206.642,517566.467,K,38,53.145201298570285,-15.145201298570285,15.145201298570285,-1.1515730365096488,53.145201298570285,172.96854212488964,38,-15.145201298570285,-1.1515730365096488,23
24,587208.643,517568.127,K,49,39.82427298023998,9.175727019760018,9.175727019760018,0.6976816282688323,39.82427298023998,172.96825153023389,49,9.175727019760018,0.6976816282688323,24
25,587210.644,517569.787,K,33,51.77482445666092,-18.774824456660923,18.774824456660923,-1.42756545982856,51.77482445666092,172.9655877523545,33,-18.774824456660923,-1.42756545982856,25
26,587212.645,517571.447,K,54,44.66565235032537,9.334347649674633,9.334347649674633,0.7097878507475338,44.66565235032537,172.94611905330044,54,9.334347649674633,0.7097878507475338,26
27,587214.646,517573.107,K,50,61.20926229934132,-11.209262299341319,11.209262299341319,-0.8524176402431167,61.20926229934132,172.92158458467483,50,-11.209262299341319,-0.8524176402431167,27
28,587216.647,517574.768,K,69,52.19869485184792,16.801305148152082,16.801305148152082,1.1507799026674315,52.19869485184792,213.15793377224355,69,16.801305148152082,1.1507799026674315,28
