Nivel,Grupo,n,Area_m2,Intensidad_nodos_m2,R_Clark_Evans,Media_NN_observada_m,Sim_Q025_m,Sim_Q975_m,Clasificacion
Patrón global,56 nodos,56,367.1670111078109,0.1525191487956329,1.724221735315098,2.207501123969772,1.1764857650619271,1.5848827896291389,Más regular que la referencia CSR
