Variable_suelo,Variable_cultivo,Escenario,Clase_distancia,n_pares,Distancia_media_m,Asociacion_cruzada_media,DE_asociacion
Suelo_K,Diametro,Residual_ajustado,"(8.07,11.2]",254,9.731098454161252,-0.03480220554240123,0.8267140930154461
Suelo_K,Diametro,Residual_ajustado,"(11.2,15.9]",257,13.789795449215488,0.05256660904679962,0.8208253727643311
Suelo_K,Diametro,Residual_ajustado,"(15.9,21.8]",258,18.87249627748128,-0.09680067950412602,0.5390446522125908
Suelo_K,Diametro,Residual_ajustado,"(21.8,34.9]",255,26.95148510136917,0.042728089395992104,0.44944978439289157
Suelo_K,Macollas,Original,"[1.82,5.4]",257,3.6451846732626887,0.42876037895002855,0.7496917103860322
Suelo_K,Macollas,Original,"(5.4,8.07]",259,6.701124478376243,0.3559781021957272,0.66810319997572
Suelo_K,Macollas,Original,"(8.07,11.2]",254,9.731098454161252,0.13717574661389578,0.6057923726410408
Suelo_K,Macollas,Original,"(11.2,15.9]",257,13.789795449215488,-0.12091483391822196,0.6344182690077563
Suelo_K,Macollas,Original,"(15.9,21.8]",258,18.87249627748128,-0.4315286520851402,0.7513755354536944
Suelo_K,Macollas,Original,"(21.8,34.9]",255,26.95148510136917,-0.4253637450486373,0.7150471622432494
Suelo_K,Macollas,Residual_ajustado,"[1.82,5.4]",257,3.6451846732626887,0.0290980864403204,0.6302495094288427
Suelo_K,Macollas,Residual_ajustado,"(5.4,8.07]",259,6.701124478376243,0.06925893844635093,0.6704190644460106
Suelo_K,Macollas,Residual_ajustado,"(8.07,11.2]",254,9.731098454161252,0.020368427529163725,0.6976980940650515
Suelo_K,Macollas,Residual_ajustado,"(11.2,15.9]",257,13.789795449215488,-0.09127988021240052,0.7109034060457978
Suelo_K,Macollas,Residual_ajustado,"(15.9,21.8]",258,18.87249627748128,-0.08446324251248831,0.730963501113193
Suelo_K,Macollas,Residual_ajustado,"(21.8,34.9]",255,26.95148510136917,0.04959089450119315,0.6706279181550289
Suelo_K,NDVI,Original,"[1.82,5.4]",257,3.6451846732626887,0.03824613778110533,0.6594885613922027
Suelo_K,NDVI,Original,"(5.4,8.07]",259,6.701124478376243,-0.08536625220476443,0.695688986155887
Suelo_K,NDVI,Original,"(8.07,11.2]",254,9.731098454161252,-0.1143899543435512,0.65682538181084
Suelo_K,NDVI,Original,"(11.2,15.9]",257,13.789795449215488,-0.016570306229171397,0.741157648361653
Suelo_K,NDVI,Original,"(15.9,21.8]",258,18.87249627748128,0.062482539456610926,0.7535968344022632
Suelo_K,NDVI,Original,"(21.8,34.9]",255,26.95148510136917,0.09208849967551296,0.6884680728629865
Suelo_K,NDVI,Residual_ajustado,"[1.82,5.4]",257,3.6451846732626887,0.19001572101001798,0.7013689580922958
Suelo_K,NDVI,Residual_ajustado,"(5.4,8.07]",259,6.701124478376243,-0.029626971525205388,0.6692620554771631
Suelo_K,NDVI,Residual_ajustado,"(8.07,11.2]",254,9.731098454161252,-0.027802715648441893,0.6990253223617536
Suelo_K,NDVI,Residual_ajustado,"(11.2,15.9]",257,13.789795449215488,-0.11771463453513618,0.7154247768328067
Suelo_K,NDVI,Residual_ajustado,"(15.9,21.8]",258,18.87249627748128,-0.16325812586045876,0.7576323667835593
Suelo_K,NDVI,Residual_ajustado,"(21.8,34.9]",255,26.95148510136917,0.11196303140363299,0.7790908001233317
Suelo_K,Nitratos,Original,"[1.82,5.4]",257,3.6451846732626887,-0.1226630690021599,0.7490671058519687
Suelo_K,Nitratos,Original,"(5.4,8.07]",259,6.701124478376243,0.0644080492805049,0.5916183338203609
Suelo_K,Nitratos,Original,"(8.07,11.2]",254,9.731098454161252,0.11098387372753053,0.6122236578261224
Suelo_K,Nitratos,Original,"(11.2,15.9]",257,13.789795449215488,-0.06100162415215645,0.6481568913996435
Suelo_K,Nitratos,Original,"(15.9,21.8]",258,18.87249627748128,-0.07742017844611611,0.6571536779778557
Suelo_K,Nitratos,Original,"(21.8,34.9]",255,26.95148510136917,0.09975881773345104,0.8297048154333115
Suelo_K,Nitratos,Residual_ajustado,"[1.82,5.4]",257,3.6451846732626887,-0.023688558755611436,0.658640812465302
Suelo_K,Nitratos,Residual_ajustado,"(5.4,8.07]",259,6.701124478376243,0.08617673649726974,0.7033303354983553
Suelo_K,Nitratos,Residual_ajustado,"(8.07,11.2]",254,9.731098454161252,-0.021739497870930432,0.6966765158571262
Suelo_K,Nitratos,Residual_ajustado,"(11.2,15.9]",257,13.789795449215488,-0.066262873999641,0.7076369319825762
Suelo_K,Nitratos,Residual_ajustado,"(15.9,21.8]",258,18.87249627748128,0.055004666740767594,0.7517691297602114
Suelo_K,Nitratos,Residual_ajustado,"(21.8,34.9]",255,26.95148510136917,-0.010504230662134092,0.6956906714310755
Suelo_K,Potasio_savia,Original,"[1.82,5.4]",257,3.6451846732626887,-0.34827766515938663,0.8317138542143468
