Fila_base,Nodo,Respuesta,Modelo_ID,Tipo_modelo,Cook,Leverage,Residuo_estandarizado,Umbral_Cook,Umbral_Leverage,Influyente_Cook,Influyente_Leverage,Residuo_extremo,Estado_influencia
37,37,Diametro,M1_Tratamientos,M1,0.09892430660558274,0.24791666666666679,-2.121667174394017,0.07142857142857142,0.5357142857142857,TRUE,FALSE,TRUE,Revisar
38,38,Diametro,M1_Tratamientos,M1,0.013086292564759306,0.24791666666666679,-0.7716743458992849,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
39,39,Diametro,M1_Tratamientos,M1,0.0033749025216824073,0.29166666666666663,0.3506321114438514,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
40,40,Diametro,M1_Tratamientos,M1,0.024790750464974268,0.2916666666666665,0.9503113300814666,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
41,41,Diametro,M1_Tratamientos,M1,0.01887963345823117,0.3,0.812888166378433,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
42,42,Diametro,M1_Tratamientos,M1,0.00334504620367746,0.3,-0.34216460531257625,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
43,43,Diametro,M1_Tratamientos,M1,0.09316471712897893,0.3,-1.8057588708114558,0.07142857142857142,0.5357142857142857,TRUE,FALSE,FALSE,Revisar
44,44,Diametro,M1_Tratamientos,M1,0.017793267421953772,0.29999999999999993,0.7891542053162882,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
45,45,Diametro,M1_Tratamientos,M1,0.013032417395250538,0.24791666666666673,0.7700842483392202,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
46,46,Diametro,M1_Tratamientos,M1,0.001982080928971307,0.2916666666666667,-0.2687087209195869,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
47,47,Diametro,M1_Tratamientos,M1,6.137640894652107e-4,0.24791666666666676,0.16711925356277507,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
48,48,Diametro,M1_Tratamientos,M1,0.001566381102796485,0.24791666666666665,-0.2669773803348237,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
49,49,Diametro,M1_Tratamientos,M1,0.024876309505669224,0.2916666666666665,-0.9519497978919489,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
50,50,Diametro,M1_Tratamientos,M1,0.019677772864338295,0.24791666666666665,-0.9462670579943645,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
51,51,Diametro,M1_Tratamientos,M1,0.01115148974765267,0.29166666666666674,0.6373639782787752,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
52,52,Diametro,M1_Tratamientos,M1,0.0378276373645019,0.24791666666666665,-1.311989496809189,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
53,53,Diametro,M1_Tratamientos,M1,1.362606944403655e-4,0.2916666666666664,-0.07045411585086853,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
54,54,Diametro,M1_Tratamientos,M1,0.00587982187106262,0.24791666666666656,-0.5172587362889692,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
55,55,Diametro,M1_Tratamientos,M1,0.005615353464701783,0.24791666666666676,0.5054920143444915,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
56,56,Diametro,M1_Tratamientos,M1,0.00202492013833081,0.2479166666666667,-0.30354962421630494,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
1,1,NDVI,M1_Tratamientos,M1,0.014734966301017479,0.2916666666666667,0.7326484644044564,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
2,2,NDVI,M1_Tratamientos,M1,0.06861351344048248,0.29166666666666785,-1.580978265293944,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
3,3,NDVI,M1_Tratamientos,M1,0.005526038391029896,0.24791666666666634,-0.5014558459531233,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
4,4,NDVI,M1_Tratamientos,M1,0.033514456492713784,0.2479166666666665,-1.2349285758547193,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
5,5,NDVI,M1_Tratamientos,M1,0.010647071963470185,0.24791666666666654,-0.6960506518453804,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
6,6,NDVI,M1_Tratamientos,M1,0.03351445649271387,0.24791666666666662,-1.2349285758547204,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
7,7,NDVI,M1_Tratamientos,M1,0.026601061169919275,0.24791666666666679,-1.1002090948523857,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
8,8,NDVI,M1_Tratamientos,M1,0.018000332794319628,0.2916666666666669,-0.8097693553944411,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
9,9,NDVI,M1_Tratamientos,M1,0.03599618814705017,0.24791666666666676,-1.2798350695221612,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
10,10,NDVI,M1_Tratamientos,M1,0.016280208893154586,0.24791666666666698,0.8607077952926762,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
11,11,NDVI,M1_Tratamientos,M1,3.077544214207879e-5,0.2479166666666666,-0.0374220780562092,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
12,12,NDVI,M1_Tratamientos,M1,0.0020000369771468094,0.2916666666666665,-0.26992311846482636,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
13,13,NDVI,M1_Tratamientos,M1,0.01584740431314324,0.30000000000000004,-0.744754423256427,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
14,14,NDVI,M1_Tratamientos,M1,9.904627695714444e-4,0.2999999999999998,-0.1861886058141061,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
15,15,NDVI,M1_Tratamientos,M1,2.9805654792474736e-33,0.2999999999999999,0,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
16,16,NDVI,M1_Tratamientos,M1,0.008914164926143112,0.30000000000000016,-0.5585658174423214,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
17,17,NDVI,M1_Tratamientos,M1,0.005526038391029877,0.24791666666666662,0.5014558459531221,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
18,18,NDVI,M1_Tratamientos,M1,0.0679829516918313,0.2479166666666667,1.7588376686415637,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
19,19,NDVI,M1_Tratamientos,M1,0.0010352858736592551,0.2479166666666667,-0.21704805272598446,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
20,20,NDVI,M1_Tratamientos,M1,0.0033061835744670146,0.29166666666666674,-0.34704400945476815,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
21,21,NDVI,M1_Tratamientos,M1,5.428787993861238e-4,0.24791666666666667,0.15717272783605749,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
22,22,NDVI,M1_Tratamientos,M1,0.006924474481965651,0.2479166666666667,-0.5613311708430537,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
23,23,NDVI,M1_Tratamientos,M1,0.018624066566694675,0.2479166666666666,0.920583120182605,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
24,24,NDVI,M1_Tratamientos,M1,0.0620827804538802,0.29166666666666674,-1.5038573743039902,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
25,25,NDVI,M1_Tratamientos,M1,0.012065204337376852,0.24791666666666673,0.7409571455128279,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
26,26,NDVI,M1_Tratamientos,M1,0.0020000369771467205,0.29166666666666663,0.26992311846482026,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
27,27,NDVI,M1_Tratamientos,M1,0.047774565363663264,0.24791666666666679,1.4744298754144234,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
28,28,NDVI,M1_Tratamientos,M1,0.07389183658310894,0.24791666666666667,1.8336818247539748,0.07142857142857142,0.5357142857142857,TRUE,FALSE,FALSE,Revisar
29,29,NDVI,M1_Tratamientos,M1,0.18322787735533888,0.29166666666666674,2.5835498481632753,0.07142857142857142,0.5357142857142857,TRUE,FALSE,TRUE,Revisar
30,30,NDVI,M1_Tratamientos,M1,0.0010352858736592454,0.24791666666666673,0.21704805272598346,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
31,31,NDVI,M1_Tratamientos,M1,0.016280208893154784,0.24791666666666665,-0.860707795292682,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
32,32,NDVI,M1_Tratamientos,M1,0.009183843262407626,0.29166666666666663,-0.5784066824245901,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
33,33,NDVI,M1_Tratamientos,M1,0.033514456492713486,0.2479166666666666,-1.2349285758547137,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
34,34,NDVI,M1_Tratamientos,M1,0.00586087520153579,0.24791666666666656,-0.5164246771756124,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
35,35,NDVI,M1_Tratamientos,M1,0.018624066566694845,0.24791666666666676,-0.9205831201826088,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
36,36,NDVI,M1_Tratamientos,M1,0.018000332794320416,0.29166666666666674,-0.809769355394459,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
37,37,NDVI,M1_Tratamientos,M1,0.04680944749808751,0.24791666666666679,-1.459461044191935,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
38,38,NDVI,M1_Tratamientos,M1,3.077544214206705e-5,0.24791666666666679,-0.03742207805620205,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
39,39,NDVI,M1_Tratamientos,M1,0.011796136457049414,0.29166666666666663,0.6555275734145743,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
40,40,NDVI,M1_Tratamientos,M1,0.03432716526082406,0.2916666666666665,1.1182529193542514,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
41,41,NDVI,M1_Tratamientos,M1,0.024761569239286307,0.3,0.930943029070534,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
42,42,NDVI,M1_Tratamientos,M1,9.222288734812209e-32,0.3,0,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
43,43,NDVI,M1_Tratamientos,M1,0.024761569239286456,0.3,0.9309430290705367,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
44,44,NDVI,M1_Tratamientos,M1,0.0039618510782858515,0.29999999999999993,-0.37237721162821563,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
45,45,NDVI,M1_Tratamientos,M1,0.023784492705076894,0.24791666666666673,1.0403337699624562,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
46,46,NDVI,M1_Tratamientos,M1,0.034327165260823814,0.2916666666666667,1.118252919354247,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
47,47,NDVI,M1_Tratamientos,M1,0.0327069088909057,0.24791666666666676,1.2199597446322341,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
48,48,NDVI,M1_Tratamientos,M1,0.0024928108135076426,0.24791666666666665,0.3367987025058328,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
49,49,NDVI,M1_Tratamientos,M1,0.009183843262408498,0.2916666666666665,0.5784066824246179,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
50,50,NDVI,M1_Tratamientos,M1,0.046809447498087325,0.24791666666666665,-1.4594610441919325,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
51,51,NDVI,M1_Tratamientos,M1,0.02975565217020284,0.29166666666666674,-1.0411320283642993,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
52,52,NDVI,M1_Tratamientos,M1,0.03351445649271352,0.24791666666666665,-1.2349285758547142,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
53,53,NDVI,M1_Tratamientos,M1,3.673537304963423e-4,0.2916666666666664,-0.11568133648492396,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
54,54,NDVI,M1_Tratamientos,M1,0.012557611411650177,0.24791666666666656,0.755925976735316,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
55,55,NDVI,M1_Tratamientos,M1,0.07389183658310912,0.24791666666666676,1.8336818247539766,0.07142857142857142,0.5357142857142857,TRUE,FALSE,FALSE,Revisar
56,56,NDVI,M1_Tratamientos,M1,0.019234651338793547,0.2479166666666667,0.9355519514050913,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
1,1,Nitratos,M1_Tratamientos,M1,0.0195826749973219,0.2916666666666667,0.8446116710669113,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
2,2,Nitratos,M1_Tratamientos,M1,0.0124269259032123,0.29166666666666785,0.672826246443115,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
3,3,Nitratos,M1_Tratamientos,M1,0.03779848015136526,0.24791666666666634,1.311483764303095,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
4,4,Nitratos,M1_Tratamientos,M1,0.00977266076881036,0.2479166666666665,0.6668561513405576,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
5,5,Nitratos,M1_Tratamientos,M1,2.1988486729822057e-4,0.24791666666666654,-0.1000284227010808,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
6,6,Nitratos,M1_Tratamientos,M1,0.0024431651922025843,0.24791666666666662,-0.33342807567027843,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
7,7,Nitratos,M1_Tratamientos,M1,0.07799194084808742,0.24791666666666679,-1.8838686275370768,0.07142857142857142,0.5357142857142857,TRUE,FALSE,FALSE,Revisar
8,8,Nitratos,M1_Tratamientos,M1,0.022327962385627197,0.2916666666666669,-0.9018734792748234,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
9,9,Nitratos,M1_Tratamientos,M1,0.010267401720231393,0.24791666666666676,0.6835275551240714,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
10,10,Nitratos,M1_Tratamientos,M1,0.002867325815848871,0.24791666666666698,-0.36121374864280154,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
11,11,Nitratos,M1_Tratamientos,M1,0.00993621710528841,0.2479166666666666,0.6724132859350637,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
12,12,Nitratos,M1_Tratamientos,M1,0.002722785032664013,0.2916666666666665,0.3149399451435881,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
13,13,Nitratos,M1_Tratamientos,M1,0.009862841521905124,0.30000000000000004,-0.5875367675870841,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
14,14,Nitratos,M1_Tratamientos,M1,0.008736634704525032,0.2999999999999998,-0.5529757812584348,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
15,15,Nitratos,M1_Tratamientos,M1,0.015050218377716935,0.2999999999999999,0.7257807129016953,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
16,16,Nitratos,M1_Tratamientos,M1,0.05736829272776011,0.30000000000000016,1.4170004394747389,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
17,17,Nitratos,M1_Tratamientos,M1,9.29081430034832e-4,0.24791666666666662,0.2056139799966734,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
18,18,Nitratos,M1_Tratamientos,M1,0.00692298003490516,0.2479166666666667,-0.5612705940449685,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
19,19,Nitratos,M1_Tratamientos,M1,0.0034211099260814544,0.2479166666666667,-0.39455655620982943,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
20,20,Nitratos,M1_Tratamientos,M1,0.08100848031066422,0.29166666666666674,1.7178542462377453,0.07142857142857142,0.5357142857142857,TRUE,FALSE,FALSE,Revisar
21,21,Nitratos,M1_Tratamientos,M1,0.00836173287031339,0.24791666666666667,-0.6168419399900164,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
22,22,Nitratos,M1_Tratamientos,M1,5.49712168245586e-5,0.2479166666666667,0.05001421135054194,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
23,23,Nitratos,M1_Tratamientos,M1,0.0029562298825651485,0.2479166666666666,0.36677088323730755,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
24,24,Nitratos,M1_Tratamientos,M1,0.007290763227959784,0.29166666666666674,0.5153562738713238,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
25,25,Nitratos,M1_Tratamientos,M1,0.03527930537540545,0.24791666666666673,1.2670266875470595,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
26,26,Nitratos,M1_Tratamientos,M1,0.0027227850326640157,0.29166666666666663,-0.3149399451435881,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
27,27,Nitratos,M1_Tratamientos,M1,0.048743860212433224,0.24791666666666679,-1.4893120713272476,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
28,28,Nitratos,M1_Tratamientos,M1,0.004343404786137922,0.24791666666666667,0.44457076756037067,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
29,29,Nitratos,M1_Tratamientos,M1,0.04356456052262395,0.29166666666666674,-1.259759780574348,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
30,30,Nitratos,M1_Tratamientos,M1,0.07036587216342624,0.24791666666666673,-1.7893973394304992,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
31,31,Nitratos,M1_Tratamientos,M1,0.08030955449569052,0.24791666666666665,1.9116543005095983,0.07142857142857142,0.5357142857142857,TRUE,FALSE,FALSE,Revisar
32,32,Nitratos,M1_Tratamientos,M1,0.002480884709514204,0.29166666666666663,-0.30062449309161227,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
33,33,Nitratos,M1_Tratamientos,M1,0.008819826343851369,0.2479166666666666,-0.6335133437735303,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
34,34,Nitratos,M1_Tratamientos,M1,8.795394691929341e-4,0.24791666666666656,-0.20005684540216748,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
35,35,Nitratos,M1_Tratamientos,M1,0.038119484911341116,0.24791666666666676,1.317040898897604,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
36,36,Nitratos,M1_Tratamientos,M1,0.005063030019416514,0.29166666666666674,0.4294635615594363,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
37,37,Nitratos,M1_Tratamientos,M1,0.012368523785525633,0.24791666666666679,0.7502131702581274,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
38,38,Nitratos,M1_Tratamientos,M1,0.002867325815848879,0.24791666666666679,-0.36121374864280215,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
39,39,Nitratos,M1_Tratamientos,M1,0.0035159930690391345,0.29166666666666663,0.3578863012995247,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
40,40,Nitratos,M1_Tratamientos,M1,0.04064487987809364,0.2916666666666665,1.2168134244184032,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
41,41,Nitratos,M1_Tratamientos,M1,0.007678682845773933,0.3,-0.5184147949297817,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
42,42,Nitratos,M1_Tratamientos,M1,0.05460396690328155,0.3,1.3824394531460877,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
43,43,Nitratos,M1_Tratamientos,M1,0.10702377513043185,0.3,-1.9354152344045228,0.07142857142857142,0.5357142857142857,TRUE,FALSE,FALSE,Revisar
44,44,Nitratos,M1_Tratamientos,M1,1.3650991725820422e-4,0.29999999999999993,0.06912197265730448,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
45,45,Nitratos,M1_Tratamientos,M1,0.0036165631414576804,0.24791666666666673,0.4056708253988397,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
46,46,Nitratos,M1_Tratamientos,M1,0.0014401507610784824,0.2916666666666667,0.2290472328317,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
47,47,Nitratos,M1_Tratamientos,M1,0.02964441632238928,0.24791666666666676,-1.1614411302514709,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
48,48,Nitratos,M1_Tratamientos,M1,0.019844609273665596,0.24791666666666665,0.9502700156602956,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
49,49,Nitratos,M1_Tratamientos,M1,0.04258008246329282,0.2916666666666665,-1.2454443285223653,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
50,50,Nitratos,M1_Tratamientos,M1,0.06733974061008403,0.24791666666666665,-1.7504973972689648,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
51,51,Nitratos,M1_Tratamientos,M1,0.07311015348037436,0.29166666666666674,-1.6319615339258569,0.07142857142857142,0.5357142857142857,TRUE,FALSE,FALSE,Revisar
52,52,Nitratos,M1_Tratamientos,M1,0.004788603776717091,0.24791666666666665,0.4667993059383908,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
53,53,Nitratos,M1_Tratamientos,M1,0.01139181754368713,0.2916666666666664,-0.6441953423391543,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
54,54,Nitratos,M1_Tratamientos,M1,0.06691286535844627,0.24791666666666656,1.7449402626744592,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
55,55,Nitratos,M1_Tratamientos,M1,2.7146279913361625e-4,0.24791666666666676,0.11114269189009188,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
56,56,Nitratos,M1_Tratamientos,M1,0.06271876511183207,0.2479166666666667,-1.6893689167294152,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
1,1,Potasio_savia,M1_Tratamientos,M1,0.008468748512141919,0.2916666666666667,0.5554317330556203,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
2,2,Potasio_savia,M1_Tratamientos,M1,0.011061222546469936,0.29166666666666785,-0.634779123492103,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
3,3,Potasio_savia,M1_Tratamientos,M1,0.0026095858662021276,0.24791666666666634,-0.3445970422953361,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
4,4,Potasio_savia,M1_Tratamientos,M1,9.324661709106506e-4,0.2479166666666665,-0.20598817612067566,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
5,5,Potasio_savia,M1_Tratamientos,M1,0.00488874852903417,0.24791666666666654,0.47165516962210946,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
6,6,Potasio_savia,M1_Tratamientos,M1,9.854870004384853e-6,0.24791666666666662,-0.02117635455446324,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
7,7,Potasio_savia,M1_Tratamientos,M1,0.023661542880525518,0.24791666666666679,-1.0376413731686431,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
8,8,Potasio_savia,M1_Tratamientos,M1,6.913264091542447e-4,0.2916666666666669,0.15869478087301161,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
9,9,Potasio_savia,M1_Tratamientos,M1,2.835107643409877e-4,0.24791666666666676,-0.11358226533756863,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
10,10,Potasio_savia,M1_Tratamientos,M1,0.007676129281348458,0.24791666666666698,-0.591012804383622,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
11,11,Potasio_savia,M1_Tratamientos,M1,0.00107711285791713,0.2479166666666666,-0.22138916125119218,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
12,12,Potasio_savia,M1_Tratamientos,M1,6.913264091543682e-4,0.2916666666666665,0.15869478087302596,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
13,13,Potasio_savia,M1_Tratamientos,M1,0.018568620464991324,0.30000000000000004,-0.8061648195466582,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
14,14,Potasio_savia,M1_Tratamientos,M1,0.11651395229326837,0.2999999999999998,-2.019402963814898,0.07142857142857142,0.5357142857142857,TRUE,FALSE,TRUE,Revisar
15,15,Potasio_savia,M1_Tratamientos,M1,4.5506863211919114e-5,0.2999999999999999,-0.03990914948250801,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
16,16,Potasio_savia,M1_Tratamientos,M1,0.12210583564474903,0.30000000000000016,2.067293943193907,0.07142857142857142,0.5357142857142857,TRUE,FALSE,TRUE,Revisar
17,17,Potasio_savia,M1_Tratamientos,M1,1.6492654346180008e-4,0.24791666666666662,0.08663054135916451,0.07142857142857142,0.5357142857142857,FALSE,FALSE,FALSE,Sin señal fuerte
