Nodo,Respuesta,Modelo_ID,Tipo_modelo,Replication_excluida,Observado,Predicho,Residuo
27,Altura,M2_Exploratorio_pH_T_Hv,Mejor_M2,1,46.300000000000004,NA,NA
28,Altura,M2_Exploratorio_pH_T_Hv,Mejor_M2,1,44.300000000000004,NA,NA
29,Altura,M2_Exploratorio_pH_T_Hv,Mejor_M2,1,50.6,NA,NA
30,Altura,M2_Exploratorio_pH_T_Hv,Mejor_M2,1,43.4,NA,NA
31,Altura,M2_Exploratorio_pH_T_Hv,Mejor_M2,1,44.6,NA,NA
32,Altura,M2_Exploratorio_pH_T_Hv,Mejor_M2,1,44.5,NA,NA
33,Altura,M2_Exploratorio_pH_T_Hv,Mejor_M2,1,40.800000000000004,NA,NA
34,Altura,M2_Exploratorio_pH_T_Hv,Mejor_M2,1,42.06666666666666,NA,NA
51,Altura,M2_Exploratorio_pH_T_Hv,Mejor_M2,1,40,NA,NA
52,Altura,M2_Exploratorio_pH_T_Hv,Mejor_M2,1,42.266666666666666,NA,NA
53,Altura,M2_Exploratorio_pH_T_Hv,Mejor_M2,1,45.300000000000004,NA,NA
54,Altura,M2_Exploratorio_pH_T_Hv,Mejor_M2,1,45.26666666666667,NA,NA
55,Altura,M2_Exploratorio_pH_T_Hv,Mejor_M2,1,38.6,NA,NA
56,Altura,M2_Exploratorio_pH_T_Hv,Mejor_M2,1,49.666666666666664,NA,NA
7,Altura,M2_Exploratorio_pH_T_Hv,Mejor_M2,2,44.699999999999996,NA,NA
8,Altura,M2_Exploratorio_pH_T_Hv,Mejor_M2,2,42.63333333333333,NA,NA
9,Altura,M2_Exploratorio_pH_T_Hv,Mejor_M2,2,46.46666666666667,NA,NA
10,Altura,M2_Exploratorio_pH_T_Hv,Mejor_M2,2,48.800000000000004,NA,NA
11,Altura,M2_Exploratorio_pH_T_Hv,Mejor_M2,2,41.13333333333333,NA,NA
12,Altura,M2_Exploratorio_pH_T_Hv,Mejor_M2,2,47.86666666666667,NA,NA
17,Altura,M2_Exploratorio_pH_T_Hv,Mejor_M2,2,37.6,NA,NA
18,Altura,M2_Exploratorio_pH_T_Hv,Mejor_M2,2,49.53333333333333,NA,NA
19,Altura,M2_Exploratorio_pH_T_Hv,Mejor_M2,2,48.36666666666667,NA,NA
20,Altura,M2_Exploratorio_pH_T_Hv,Mejor_M2,2,46.4,NA,NA
21,Altura,M2_Exploratorio_pH_T_Hv,Mejor_M2,2,45.9,NA,NA
22,Altura,M2_Exploratorio_pH_T_Hv,Mejor_M2,2,46.03333333333333,NA,NA
35,Altura,M2_Exploratorio_pH_T_Hv,Mejor_M2,2,41.96666666666667,NA,NA
36,Altura,M2_Exploratorio_pH_T_Hv,Mejor_M2,2,47.46666666666666,NA,NA
37,Altura,M2_Exploratorio_pH_T_Hv,Mejor_M2,2,40.53333333333334,NA,NA
38,Altura,M2_Exploratorio_pH_T_Hv,Mejor_M2,2,37.800000000000004,NA,NA
39,Altura,M2_Exploratorio_pH_T_Hv,Mejor_M2,2,40.93333333333333,NA,NA
40,Altura,M2_Exploratorio_pH_T_Hv,Mejor_M2,2,42.03333333333333,NA,NA
45,Altura,M2_Exploratorio_pH_T_Hv,Mejor_M2,2,47.599999999999994,NA,NA
46,Altura,M2_Exploratorio_pH_T_Hv,Mejor_M2,2,47,NA,NA
47,Altura,M2_Exploratorio_pH_T_Hv,Mejor_M2,2,46.199999999999996,NA,NA
48,Altura,M2_Exploratorio_pH_T_Hv,Mejor_M2,2,43,NA,NA
49,Altura,M2_Exploratorio_pH_T_Hv,Mejor_M2,2,36.6,NA,NA
50,Altura,M2_Exploratorio_pH_T_Hv,Mejor_M2,2,39.166666666666664,NA,NA
13,Altura,M2_Exploratorio_pH_T_Hv,Mejor_M2,3,44.333333333333336,NA,NA
14,Altura,M2_Exploratorio_pH_T_Hv,Mejor_M2,3,62.333333333333336,NA,NA
15,Altura,M2_Exploratorio_pH_T_Hv,Mejor_M2,3,56.666666666666664,NA,NA
16,Altura,M2_Exploratorio_pH_T_Hv,Mejor_M2,3,45.333333333333336,NA,NA
41,Altura,M2_Exploratorio_pH_T_Hv,Mejor_M2,3,50.666666666666664,NA,NA
42,Altura,M2_Exploratorio_pH_T_Hv,Mejor_M2,3,49.666666666666664,NA,NA
43,Altura,M2_Exploratorio_pH_T_Hv,Mejor_M2,3,54.833333333333336,NA,NA
44,Altura,M2_Exploratorio_pH_T_Hv,Mejor_M2,3,54.666666666666664,NA,NA
1,Calcio_savia,M2_CE_corregida,Mejor_M2,1,1200,NA,NA
2,Calcio_savia,M2_CE_corregida,Mejor_M2,1,1000,NA,NA
3,Calcio_savia,M2_CE_corregida,Mejor_M2,1,940,NA,NA
4,Calcio_savia,M2_CE_corregida,Mejor_M2,1,1400,NA,NA
5,Calcio_savia,M2_CE_corregida,Mejor_M2,1,1600,NA,NA
6,Calcio_savia,M2_CE_corregida,Mejor_M2,1,1500,NA,NA
23,Calcio_savia,M2_CE_corregida,Mejor_M2,1,1500,NA,NA
24,Calcio_savia,M2_CE_corregida,Mejor_M2,1,1600,NA,NA
25,Calcio_savia,M2_CE_corregida,Mejor_M2,1,1600,NA,NA
26,Calcio_savia,M2_CE_corregida,Mejor_M2,1,1200,NA,NA
27,Calcio_savia,M2_CE_corregida,Mejor_M2,1,750,NA,NA
28,Calcio_savia,M2_CE_corregida,Mejor_M2,1,1200,NA,NA
29,Calcio_savia,M2_CE_corregida,Mejor_M2,1,950,NA,NA
30,Calcio_savia,M2_CE_corregida,Mejor_M2,1,780,NA,NA
31,Calcio_savia,M2_CE_corregida,Mejor_M2,1,1000,NA,NA
32,Calcio_savia,M2_CE_corregida,Mejor_M2,1,1300,NA,NA
33,Calcio_savia,M2_CE_corregida,Mejor_M2,1,1400,NA,NA
34,Calcio_savia,M2_CE_corregida,Mejor_M2,1,1500,NA,NA
51,Calcio_savia,M2_CE_corregida,Mejor_M2,1,1500,NA,NA
52,Calcio_savia,M2_CE_corregida,Mejor_M2,1,1300,NA,NA
53,Calcio_savia,M2_CE_corregida,Mejor_M2,1,1200,NA,NA
54,Calcio_savia,M2_CE_corregida,Mejor_M2,1,940,NA,NA
55,Calcio_savia,M2_CE_corregida,Mejor_M2,1,860,NA,NA
56,Calcio_savia,M2_CE_corregida,Mejor_M2,1,1200,NA,NA
7,Calcio_savia,M2_CE_corregida,Mejor_M2,2,1200,NA,NA
8,Calcio_savia,M2_CE_corregida,Mejor_M2,2,1400,NA,NA
9,Calcio_savia,M2_CE_corregida,Mejor_M2,2,1600,NA,NA
10,Calcio_savia,M2_CE_corregida,Mejor_M2,2,1700,NA,NA
11,Calcio_savia,M2_CE_corregida,Mejor_M2,2,2000,NA,NA
12,Calcio_savia,M2_CE_corregida,Mejor_M2,2,1800,NA,NA
17,Calcio_savia,M2_CE_corregida,Mejor_M2,2,2300,NA,NA
18,Calcio_savia,M2_CE_corregida,Mejor_M2,2,1800,NA,NA
19,Calcio_savia,M2_CE_corregida,Mejor_M2,2,1800,NA,NA
20,Calcio_savia,M2_CE_corregida,Mejor_M2,2,1300,NA,NA
21,Calcio_savia,M2_CE_corregida,Mejor_M2,2,1300,NA,NA
22,Calcio_savia,M2_CE_corregida,Mejor_M2,2,1200,NA,NA
35,Calcio_savia,M2_CE_corregida,Mejor_M2,2,1700,NA,NA
36,Calcio_savia,M2_CE_corregida,Mejor_M2,2,1600,NA,NA
37,Calcio_savia,M2_CE_corregida,Mejor_M2,2,1900,NA,NA
38,Calcio_savia,M2_CE_corregida,Mejor_M2,2,2000,NA,NA
39,Calcio_savia,M2_CE_corregida,Mejor_M2,2,2300,NA,NA
40,Calcio_savia,M2_CE_corregida,Mejor_M2,2,1800,NA,NA
45,Calcio_savia,M2_CE_corregida,Mejor_M2,2,1900,NA,NA
46,Calcio_savia,M2_CE_corregida,Mejor_M2,2,1700,NA,NA
47,Calcio_savia,M2_CE_corregida,Mejor_M2,2,1800,NA,NA
48,Calcio_savia,M2_CE_corregida,Mejor_M2,2,1400,NA,NA
49,Calcio_savia,M2_CE_corregida,Mejor_M2,2,1400,NA,NA
50,Calcio_savia,M2_CE_corregida,Mejor_M2,2,1300,NA,NA
13,Calcio_savia,M2_CE_corregida,Mejor_M2,3,1000,NA,NA
14,Calcio_savia,M2_CE_corregida,Mejor_M2,3,2000,NA,NA
15,Calcio_savia,M2_CE_corregida,Mejor_M2,3,1700,NA,NA
16,Calcio_savia,M2_CE_corregida,Mejor_M2,3,1900,NA,NA
41,Calcio_savia,M2_CE_corregida,Mejor_M2,3,1500,NA,NA
42,Calcio_savia,M2_CE_corregida,Mejor_M2,3,1500,NA,NA
43,Calcio_savia,M2_CE_corregida,Mejor_M2,3,1900,NA,NA
44,Calcio_savia,M2_CE_corregida,Mejor_M2,3,1700,NA,NA
1,Diametro,M2_Indice_N,Mejor_M2,1,3.3555555555555556,NA,NA
2,Diametro,M2_Indice_N,Mejor_M2,1,3.2999999999999994,NA,NA
3,Diametro,M2_Indice_N,Mejor_M2,1,3.3444444444444446,NA,NA
4,Diametro,M2_Indice_N,Mejor_M2,1,3.3000000000000003,NA,NA
5,Diametro,M2_Indice_N,Mejor_M2,1,3.077777777777778,NA,NA
6,Diametro,M2_Indice_N,Mejor_M2,1,3.3333333333333335,NA,NA
23,Diametro,M2_Indice_N,Mejor_M2,1,3.055555555555556,NA,NA
24,Diametro,M2_Indice_N,Mejor_M2,1,2.833333333333333,NA,NA
25,Diametro,M2_Indice_N,Mejor_M2,1,2.844444444444444,NA,NA
26,Diametro,M2_Indice_N,Mejor_M2,1,3.511111111111111,NA,NA
27,Diametro,M2_Indice_N,Mejor_M2,1,3.411111111111111,NA,NA
28,Diametro,M2_Indice_N,Mejor_M2,1,3.6222222222222222,NA,NA
29,Diametro,M2_Indice_N,Mejor_M2,1,3.577777777777778,NA,NA
30,Diametro,M2_Indice_N,Mejor_M2,1,3.333333333333334,NA,NA
31,Diametro,M2_Indice_N,Mejor_M2,1,3.488888888888889,NA,NA
32,Diametro,M2_Indice_N,Mejor_M2,1,3.077777777777778,NA,NA
33,Diametro,M2_Indice_N,Mejor_M2,1,3.0444444444444443,NA,NA
34,Diametro,M2_Indice_N,Mejor_M2,1,3.2222222222222228,NA,NA
51,Diametro,M2_Indice_N,Mejor_M2,1,3.488888888888889,NA,NA
52,Diametro,M2_Indice_N,Mejor_M2,1,3.2000000000000006,NA,NA
53,Diametro,M2_Indice_N,Mejor_M2,1,3.0555555555555554,NA,NA
54,Diametro,M2_Indice_N,Mejor_M2,1,3.377777777777778,NA,NA
55,Diametro,M2_Indice_N,Mejor_M2,1,3.5222222222222217,NA,NA
56,Diametro,M2_Indice_N,Mejor_M2,1,3.377777777777778,NA,NA
7,Diametro,M2_Indice_N,Mejor_M2,2,3.1333333333333337,NA,NA
8,Diametro,M2_Indice_N,Mejor_M2,2,2.888888888888889,NA,NA
9,Diametro,M2_Indice_N,Mejor_M2,2,3.333333333333334,NA,NA
10,Diametro,M2_Indice_N,Mejor_M2,2,3.2777777777777786,NA,NA
11,Diametro,M2_Indice_N,Mejor_M2,2,3.222222222222222,NA,NA
12,Diametro,M2_Indice_N,Mejor_M2,2,3.2222222222222223,NA,NA
17,Diametro,M2_Indice_N,Mejor_M2,2,3.255555555555555,NA,NA
18,Diametro,M2_Indice_N,Mejor_M2,2,3.3444444444444446,NA,NA
19,Diametro,M2_Indice_N,Mejor_M2,2,3.6222222222222222,NA,NA
20,Diametro,M2_Indice_N,Mejor_M2,2,3.4222222222222225,NA,NA
21,Diametro,M2_Indice_N,Mejor_M2,2,3.622222222222222,NA,NA
22,Diametro,M2_Indice_N,Mejor_M2,2,5.233333333333333,NA,NA
35,Diametro,M2_Indice_N,Mejor_M2,2,3.077777777777778,NA,NA
36,Diametro,M2_Indice_N,Mejor_M2,2,3.211111111111111,NA,NA
37,Diametro,M2_Indice_N,Mejor_M2,2,2.6666666666666665,NA,NA
38,Diametro,M2_Indice_N,Mejor_M2,2,2.8555555555555556,NA,NA
39,Diametro,M2_Indice_N,Mejor_M2,2,3.1111111111111116,NA,NA
40,Diametro,M2_Indice_N,Mejor_M2,2,3.355555555555556,NA,NA
45,Diametro,M2_Indice_N,Mejor_M2,2,3.3111111111111113,NA,NA
46,Diametro,M2_Indice_N,Mejor_M2,2,3.2444444444444445,NA,NA
47,Diametro,M2_Indice_N,Mejor_M2,2,3.088888888888889,NA,NA
48,Diametro,M2_Indice_N,Mejor_M2,2,3.4,NA,NA
49,Diametro,M2_Indice_N,Mejor_M2,2,3.0222222222222226,NA,NA
50,Diametro,M2_Indice_N,Mejor_M2,2,3.1111111111111107,NA,NA
13,Diametro,M2_Indice_N,Mejor_M2,3,3.3111111111111113,NA,NA
14,Diametro,M2_Indice_N,Mejor_M2,3,3.533333333333333,NA,NA
15,Diametro,M2_Indice_N,Mejor_M2,3,4.022222222222222,NA,NA
16,Diametro,M2_Indice_N,Mejor_M2,3,3.2777777777777777,NA,NA
41,Diametro,M2_Indice_N,Mejor_M2,3,3.6222222222222222,NA,NA
42,Diametro,M2_Indice_N,Mejor_M2,3,3.4,NA,NA
43,Diametro,M2_Indice_N,Mejor_M2,3,3.4000000000000004,NA,NA
44,Diametro,M2_Indice_N,Mejor_M2,3,3.6999999999999997,NA,NA
1,Macollas,M2_Exploratorio_pH_T_Hv,Mejor_M2,1,8.666666666666666,NA,NA
2,Macollas,M2_Exploratorio_pH_T_Hv,Mejor_M2,1,8.333333333333334,NA,NA
3,Macollas,M2_Exploratorio_pH_T_Hv,Mejor_M2,1,7.333333333333333,NA,NA
4,Macollas,M2_Exploratorio_pH_T_Hv,Mejor_M2,1,7.666666666666667,NA,NA
5,Macollas,M2_Exploratorio_pH_T_Hv,Mejor_M2,1,8,NA,NA
6,Macollas,M2_Exploratorio_pH_T_Hv,Mejor_M2,1,5.666666666666667,NA,NA
23,Macollas,M2_Exploratorio_pH_T_Hv,Mejor_M2,1,6.333333333333333,NA,NA
24,Macollas,M2_Exploratorio_pH_T_Hv,Mejor_M2,1,6.333333333333333,NA,NA
25,Macollas,M2_Exploratorio_pH_T_Hv,Mejor_M2,1,6.333333333333333,NA,NA
26,Macollas,M2_Exploratorio_pH_T_Hv,Mejor_M2,1,7.666666666666667,NA,NA
27,Macollas,M2_Exploratorio_pH_T_Hv,Mejor_M2,1,7,NA,NA
28,Macollas,M2_Exploratorio_pH_T_Hv,Mejor_M2,1,9.333333333333334,NA,NA
29,Macollas,M2_Exploratorio_pH_T_Hv,Mejor_M2,1,9.333333333333334,NA,NA
30,Macollas,M2_Exploratorio_pH_T_Hv,Mejor_M2,1,8.666666666666666,NA,NA
31,Macollas,M2_Exploratorio_pH_T_Hv,Mejor_M2,1,9.333333333333334,NA,NA
32,Macollas,M2_Exploratorio_pH_T_Hv,Mejor_M2,1,7,NA,NA
33,Macollas,M2_Exploratorio_pH_T_Hv,Mejor_M2,1,6.666666666666667,NA,NA
34,Macollas,M2_Exploratorio_pH_T_Hv,Mejor_M2,1,7,NA,NA
51,Macollas,M2_Exploratorio_pH_T_Hv,Mejor_M2,1,6,NA,NA
52,Macollas,M2_Exploratorio_pH_T_Hv,Mejor_M2,1,7.666666666666667,NA,NA
53,Macollas,M2_Exploratorio_pH_T_Hv,Mejor_M2,1,8.666666666666666,NA,NA
54,Macollas,M2_Exploratorio_pH_T_Hv,Mejor_M2,1,9.666666666666666,NA,NA
55,Macollas,M2_Exploratorio_pH_T_Hv,Mejor_M2,1,10.666666666666666,NA,NA
56,Macollas,M2_Exploratorio_pH_T_Hv,Mejor_M2,1,8.333333333333334,NA,NA
7,Macollas,M2_Exploratorio_pH_T_Hv,Mejor_M2,2,6.666666666666667,NA,NA
8,Macollas,M2_Exploratorio_pH_T_Hv,Mejor_M2,2,5.666666666666667,NA,NA
9,Macollas,M2_Exploratorio_pH_T_Hv,Mejor_M2,2,4.666666666666667,NA,NA
10,Macollas,M2_Exploratorio_pH_T_Hv,Mejor_M2,2,6.333333333333333,NA,NA
11,Macollas,M2_Exploratorio_pH_T_Hv,Mejor_M2,2,6,NA,NA
12,Macollas,M2_Exploratorio_pH_T_Hv,Mejor_M2,2,5.666666666666667,NA,NA
17,Macollas,M2_Exploratorio_pH_T_Hv,Mejor_M2,2,5.333333333333333,NA,NA
18,Macollas,M2_Exploratorio_pH_T_Hv,Mejor_M2,2,6,NA,NA
19,Macollas,M2_Exploratorio_pH_T_Hv,Mejor_M2,2,6,NA,NA
20,Macollas,M2_Exploratorio_pH_T_Hv,Mejor_M2,2,5.666666666666667,NA,NA
21,Macollas,M2_Exploratorio_pH_T_Hv,Mejor_M2,2,6.666666666666667,NA,NA
22,Macollas,M2_Exploratorio_pH_T_Hv,Mejor_M2,2,7,NA,NA
35,Macollas,M2_Exploratorio_pH_T_Hv,Mejor_M2,2,7,NA,NA
36,Macollas,M2_Exploratorio_pH_T_Hv,Mejor_M2,2,5.333333333333333,NA,NA
37,Macollas,M2_Exploratorio_pH_T_Hv,Mejor_M2,2,5,NA,NA
38,Macollas,M2_Exploratorio_pH_T_Hv,Mejor_M2,2,4.666666666666667,NA,NA
39,Macollas,M2_Exploratorio_pH_T_Hv,Mejor_M2,2,6,NA,NA
40,Macollas,M2_Exploratorio_pH_T_Hv,Mejor_M2,2,5,NA,NA
45,Macollas,M2_Exploratorio_pH_T_Hv,Mejor_M2,2,5,NA,NA
46,Macollas,M2_Exploratorio_pH_T_Hv,Mejor_M2,2,4.666666666666667,NA,NA
47,Macollas,M2_Exploratorio_pH_T_Hv,Mejor_M2,2,5.333333333333333,NA,NA
48,Macollas,M2_Exploratorio_pH_T_Hv,Mejor_M2,2,6.333333333333333,NA,NA
49,Macollas,M2_Exploratorio_pH_T_Hv,Mejor_M2,2,7,NA,NA
50,Macollas,M2_Exploratorio_pH_T_Hv,Mejor_M2,2,4,NA,NA
13,Macollas,M2_Exploratorio_pH_T_Hv,Mejor_M2,3,7.666666666666667,NA,NA
14,Macollas,M2_Exploratorio_pH_T_Hv,Mejor_M2,3,7.333333333333333,NA,NA
15,Macollas,M2_Exploratorio_pH_T_Hv,Mejor_M2,3,7.333333333333333,NA,NA
16,Macollas,M2_Exploratorio_pH_T_Hv,Mejor_M2,3,6.666666666666667,NA,NA
41,Macollas,M2_Exploratorio_pH_T_Hv,Mejor_M2,3,7.666666666666667,NA,NA
42,Macollas,M2_Exploratorio_pH_T_Hv,Mejor_M2,3,7.333333333333333,NA,NA
43,Macollas,M2_Exploratorio_pH_T_Hv,Mejor_M2,3,7.666666666666667,NA,NA
44,Macollas,M2_Exploratorio_pH_T_Hv,Mejor_M2,3,7.666666666666667,NA,NA
1,NDVI,M2_Indice_K,Mejor_M2,1,0.7,NA,NA
2,NDVI,M2_Indice_K,Mejor_M2,1,0.69,NA,NA
3,NDVI,M2_Indice_K,Mejor_M2,1,0.7,NA,NA
4,NDVI,M2_Indice_K,Mejor_M2,1,0.66,NA,NA
5,NDVI,M2_Indice_K,Mejor_M2,1,0.68,NA,NA
6,NDVI,M2_Indice_K,Mejor_M2,1,0.65,NA,NA
23,NDVI,M2_Indice_K,Mejor_M2,1,0.7,NA,NA
24,NDVI,M2_Indice_K,Mejor_M2,1,0.67,NA,NA
25,NDVI,M2_Indice_K,Mejor_M2,1,0.66,NA,NA
26,NDVI,M2_Indice_K,Mejor_M2,1,0.71,NA,NA
27,NDVI,M2_Indice_K,Mejor_M2,1,0.72,NA,NA
28,NDVI,M2_Indice_K,Mejor_M2,1,0.7,NA,NA
29,NDVI,M2_Indice_K,Mejor_M2,1,0.73,NA,NA
30,NDVI,M2_Indice_K,Mejor_M2,1,0.67,NA,NA
31,NDVI,M2_Indice_K,Mejor_M2,1,0.69,NA,NA
32,NDVI,M2_Indice_K,Mejor_M2,1,0.67,NA,NA
33,NDVI,M2_Indice_K,Mejor_M2,1,0.68,NA,NA
34,NDVI,M2_Indice_K,Mejor_M2,1,0.69,NA,NA
51,NDVI,M2_Indice_K,Mejor_M2,1,0.68,NA,NA
52,NDVI,M2_Indice_K,Mejor_M2,1,0.67,NA,NA
53,NDVI,M2_Indice_K,Mejor_M2,1,0.69,NA,NA
54,NDVI,M2_Indice_K,Mejor_M2,1,0.72,NA,NA
55,NDVI,M2_Indice_K,Mejor_M2,1,0.71,NA,NA
56,NDVI,M2_Indice_K,Mejor_M2,1,0.72,NA,NA
7,NDVI,M2_Indice_K,Mejor_M2,2,0.7,NA,NA
8,NDVI,M2_Indice_K,Mejor_M2,2,0.69,NA,NA
9,NDVI,M2_Indice_K,Mejor_M2,2,0.66,NA,NA
10,NDVI,M2_Indice_K,Mejor_M2,2,0.69,NA,NA
11,NDVI,M2_Indice_K,Mejor_M2,2,0.7,NA,NA
12,NDVI,M2_Indice_K,Mejor_M2,2,0.69,NA,NA
17,NDVI,M2_Indice_K,Mejor_M2,2,0.7,NA,NA
18,NDVI,M2_Indice_K,Mejor_M2,2,0.71,NA,NA
19,NDVI,M2_Indice_K,Mejor_M2,2,0.7,NA,NA
20,NDVI,M2_Indice_K,Mejor_M2,2,0.71,NA,NA
21,NDVI,M2_Indice_K,Mejor_M2,2,0.72,NA,NA
22,NDVI,M2_Indice_K,Mejor_M2,2,0.7,NA,NA
35,NDVI,M2_Indice_K,Mejor_M2,2,0.7,NA,NA
36,NDVI,M2_Indice_K,Mejor_M2,2,0.7,NA,NA
37,NDVI,M2_Indice_K,Mejor_M2,2,0.67,NA,NA
38,NDVI,M2_Indice_K,Mejor_M2,2,0.67,NA,NA
39,NDVI,M2_Indice_K,Mejor_M2,2,0.69,NA,NA
40,NDVI,M2_Indice_K,Mejor_M2,2,0.71,NA,NA
45,NDVI,M2_Indice_K,Mejor_M2,2,0.67,NA,NA
46,NDVI,M2_Indice_K,Mejor_M2,2,0.71,NA,NA
47,NDVI,M2_Indice_K,Mejor_M2,2,0.71,NA,NA
48,NDVI,M2_Indice_K,Mejor_M2,2,0.72,NA,NA
49,NDVI,M2_Indice_K,Mejor_M2,2,0.72,NA,NA
50,NDVI,M2_Indice_K,Mejor_M2,2,0.68,NA,NA
13,NDVI,M2_Indice_K,Mejor_M2,3,0.67,NA,NA
14,NDVI,M2_Indice_K,Mejor_M2,3,0.72,NA,NA
15,NDVI,M2_Indice_K,Mejor_M2,3,0.72,NA,NA
16,NDVI,M2_Indice_K,Mejor_M2,3,0.71,NA,NA
41,NDVI,M2_Indice_K,Mejor_M2,3,0.7,NA,NA
42,NDVI,M2_Indice_K,Mejor_M2,3,0.7,NA,NA
43,NDVI,M2_Indice_K,Mejor_M2,3,0.72,NA,NA
44,NDVI,M2_Indice_K,Mejor_M2,3,0.71,NA,NA
1,Nitratos,M2_Indice_N,Mejor_M2,1,4900,NA,NA
2,Nitratos,M2_Indice_N,Mejor_M2,1,5500,NA,NA
3,Nitratos,M2_Indice_N,Mejor_M2,1,5400,NA,NA
4,Nitratos,M2_Indice_N,Mejor_M2,1,6100,NA,NA
5,Nitratos,M2_Indice_N,Mejor_M2,1,5800,NA,NA
6,Nitratos,M2_Indice_N,Mejor_M2,1,4100,NA,NA
23,Nitratos,M2_Indice_N,Mejor_M2,1,5800,NA,NA
24,Nitratos,M2_Indice_N,Mejor_M2,1,5600,NA,NA
25,Nitratos,M2_Indice_N,Mejor_M2,1,5000,NA,NA
26,Nitratos,M2_Indice_N,Mejor_M2,1,4600,NA,NA
27,Nitratos,M2_Indice_N,Mejor_M2,1,4000,NA,NA
28,Nitratos,M2_Indice_N,Mejor_M2,1,3600,NA,NA
29,Nitratos,M2_Indice_N,Mejor_M2,1,3600,NA,NA
30,Nitratos,M2_Indice_N,Mejor_M2,1,2200,NA,NA
31,Nitratos,M2_Indice_N,Mejor_M2,1,5800,NA,NA
32,Nitratos,M2_Indice_N,Mejor_M2,1,5200,NA,NA
33,Nitratos,M2_Indice_N,Mejor_M2,1,5200,NA,NA
34,Nitratos,M2_Indice_N,Mejor_M2,1,5800,NA,NA
51,Nitratos,M2_Indice_N,Mejor_M2,1,4800,NA,NA
52,Nitratos,M2_Indice_N,Mejor_M2,1,5900,NA,NA
53,Nitratos,M2_Indice_N,Mejor_M2,1,5700,NA,NA
54,Nitratos,M2_Indice_N,Mejor_M2,1,6000,NA,NA
55,Nitratos,M2_Indice_N,Mejor_M2,1,4800,NA,NA
56,Nitratos,M2_Indice_N,Mejor_M2,1,3600,NA,NA
7,Nitratos,M2_Indice_N,Mejor_M2,2,3400,NA,NA
8,Nitratos,M2_Indice_N,Mejor_M2,2,3800,NA,NA
9,Nitratos,M2_Indice_N,Mejor_M2,2,3600,NA,NA
10,Nitratos,M2_Indice_N,Mejor_M2,2,5400,NA,NA
11,Nitratos,M2_Indice_N,Mejor_M2,2,5900,NA,NA
12,Nitratos,M2_Indice_N,Mejor_M2,2,5400,NA,NA
17,Nitratos,M2_Indice_N,Mejor_M2,2,5900,NA,NA
18,Nitratos,M2_Indice_N,Mejor_M2,2,5200,NA,NA
19,Nitratos,M2_Indice_N,Mejor_M2,2,5600,NA,NA
20,Nitratos,M2_Indice_N,Mejor_M2,2,5700,NA,NA
21,Nitratos,M2_Indice_N,Mejor_M2,2,4500,NA,NA
22,Nitratos,M2_Indice_N,Mejor_M2,2,4600,NA,NA
35,Nitratos,M2_Indice_N,Mejor_M2,2,5600,NA,NA
36,Nitratos,M2_Indice_N,Mejor_M2,2,4500,NA,NA
37,Nitratos,M2_Indice_N,Mejor_M2,2,3700,NA,NA
38,Nitratos,M2_Indice_N,Mejor_M2,2,4000,NA,NA
39,Nitratos,M2_Indice_N,Mejor_M2,2,5500,NA,NA
40,Nitratos,M2_Indice_N,Mejor_M2,2,6700,NA,NA
45,Nitratos,M2_Indice_N,Mejor_M2,2,4400,NA,NA
46,Nitratos,M2_Indice_N,Mejor_M2,2,5800,NA,NA
47,Nitratos,M2_Indice_N,Mejor_M2,2,4800,NA,NA
48,Nitratos,M2_Indice_N,Mejor_M2,2,5100,NA,NA
49,Nitratos,M2_Indice_N,Mejor_M2,2,4300,NA,NA
50,Nitratos,M2_Indice_N,Mejor_M2,2,3600,NA,NA
13,Nitratos,M2_Indice_N,Mejor_M2,3,2800,NA,NA
14,Nitratos,M2_Indice_N,Mejor_M2,3,4500,NA,NA
15,Nitratos,M2_Indice_N,Mejor_M2,3,4900,NA,NA
16,Nitratos,M2_Indice_N,Mejor_M2,3,5300,NA,NA
41,Nitratos,M2_Indice_N,Mejor_M2,3,2900,NA,NA
42,Nitratos,M2_Indice_N,Mejor_M2,3,5400,NA,NA
43,Nitratos,M2_Indice_N,Mejor_M2,3,3400,NA,NA
44,Nitratos,M2_Indice_N,Mejor_M2,3,4800,NA,NA
1,Potasio_savia,M2_Indice_P,Mejor_M2,1,4100,NA,NA
2,Potasio_savia,M2_Indice_P,Mejor_M2,1,4100,NA,NA
3,Potasio_savia,M2_Indice_P,Mejor_M2,1,4200,NA,NA
4,Potasio_savia,M2_Indice_P,Mejor_M2,1,4400,NA,NA
5,Potasio_savia,M2_Indice_P,Mejor_M2,1,4400,NA,NA
6,Potasio_savia,M2_Indice_P,Mejor_M2,1,4100,NA,NA
23,Potasio_savia,M2_Indice_P,Mejor_M2,1,4400,NA,NA
24,Potasio_savia,M2_Indice_P,Mejor_M2,1,4400,NA,NA
25,Potasio_savia,M2_Indice_P,Mejor_M2,1,4300,NA,NA
26,Potasio_savia,M2_Indice_P,Mejor_M2,1,4400,NA,NA
27,Potasio_savia,M2_Indice_P,Mejor_M2,1,4200,NA,NA
28,Potasio_savia,M2_Indice_P,Mejor_M2,1,3200,NA,NA
29,Potasio_savia,M2_Indice_P,Mejor_M2,1,4100,NA,NA
30,Potasio_savia,M2_Indice_P,Mejor_M2,1,3700,NA,NA
31,Potasio_savia,M2_Indice_P,Mejor_M2,1,4600,NA,NA
