Nodo,Variable,Valor,Limite_inferior,Limite_superior,Extremo_IQR
39,Calcio_savia,2300,412.5,2512.5,FALSE
40,Calcio_savia,1800,412.5,2512.5,FALSE
41,Calcio_savia,1500,412.5,2512.5,FALSE
42,Calcio_savia,1500,412.5,2512.5,FALSE
43,Calcio_savia,1900,412.5,2512.5,FALSE
44,Calcio_savia,1700,412.5,2512.5,FALSE
45,Calcio_savia,1900,412.5,2512.5,FALSE
46,Calcio_savia,1700,412.5,2512.5,FALSE
47,Calcio_savia,1800,412.5,2512.5,FALSE
48,Calcio_savia,1400,412.5,2512.5,FALSE
49,Calcio_savia,1400,412.5,2512.5,FALSE
50,Calcio_savia,1300,412.5,2512.5,FALSE
51,Calcio_savia,1500,412.5,2512.5,FALSE
52,Calcio_savia,1300,412.5,2512.5,FALSE
53,Calcio_savia,1200,412.5,2512.5,FALSE
54,Calcio_savia,940,412.5,2512.5,FALSE
55,Calcio_savia,860,412.5,2512.5,FALSE
56,Calcio_savia,1200,412.5,2512.5,FALSE
1,Suelo_CE,324.6402235809403,67.83627674395288,386.75954863274785,FALSE
2,Suelo_CE,337.15086656957567,67.83627674395288,386.75954863274785,FALSE
3,Suelo_CE,298.9352269157599,67.83627674395288,386.75954863274785,FALSE
4,Suelo_CE,271.87702244030226,67.83627674395288,386.75954863274785,FALSE
5,Suelo_CE,305.8781793251412,67.83627674395288,386.75954863274785,FALSE
6,Suelo_CE,148.85795091202448,67.83627674395288,386.75954863274785,FALSE
7,Suelo_CE,200.9358476625796,67.83627674395288,386.75954863274785,FALSE
8,Suelo_CE,185.1994995630996,67.83627674395288,386.75954863274785,FALSE
9,Suelo_CE,134.24655651633088,67.83627674395288,386.75954863274785,FALSE
10,Suelo_CE,157.04766448983474,67.83627674395288,386.75954863274785,FALSE
11,Suelo_CE,131.81644067334886,67.83627674395288,386.75954863274785,FALSE
12,Suelo_CE,159.69332848488125,67.83627674395288,386.75954863274785,FALSE
13,Suelo_CE,145.5237110627009,67.83627674395288,386.75954863274785,FALSE
14,Suelo_CE,213.67980437274474,67.83627674395288,386.75954863274785,FALSE
15,Suelo_CE,221.56053182485203,67.83627674395288,386.75954863274785,FALSE
16,Suelo_CE,178.32928128728045,67.83627674395288,386.75954863274785,FALSE
17,Suelo_CE,175.6150853678236,67.83627674395288,386.75954863274785,FALSE
18,Suelo_CE,181.8089981297853,67.83627674395288,386.75954863274785,FALSE
19,Suelo_CE,166.27803468695151,67.83627674395288,386.75954863274785,FALSE
20,Suelo_CE,127.48522014555596,67.83627674395288,386.75954863274785,FALSE
21,Suelo_CE,200.32890913760988,67.83627674395288,386.75954863274785,FALSE
22,Suelo_CE,228.71581992531452,67.83627674395288,386.75954863274785,FALSE
23,Suelo_CE,179.35144908473524,67.83627674395288,386.75954863274785,FALSE
24,Suelo_CE,266.9609037597214,67.83627674395288,386.75954863274785,FALSE
25,Suelo_CE,256.1258580393511,67.83627674395288,386.75954863274785,FALSE
26,Suelo_CE,289.3965930392144,67.83627674395288,386.75954863274785,FALSE
27,Suelo_CE,351.43520700006127,67.83627674395288,386.75954863274785,FALSE
28,Suelo_CE,333.52374826493326,67.83627674395288,386.75954863274785,FALSE
29,Suelo_CE,330.833363690577,67.83627674395288,386.75954863274785,FALSE
30,Suelo_CE,287.7751290165133,67.83627674395288,386.75954863274785,FALSE
31,Suelo_CE,264.7594785419162,67.83627674395288,386.75954863274785,FALSE
32,Suelo_CE,193.102799608652,67.83627674395288,386.75954863274785,FALSE
33,Suelo_CE,242.41409310091885,67.83627674395288,386.75954863274785,FALSE
34,Suelo_CE,208.2163027681082,67.83627674395288,386.75954863274785,FALSE
35,Suelo_CE,310.7478583740179,67.83627674395288,386.75954863274785,FALSE
36,Suelo_CE,261.6401581224542,67.83627674395288,386.75954863274785,FALSE
37,Suelo_CE,126.97960998163278,67.83627674395288,386.75954863274785,FALSE
38,Suelo_CE,216.55137943988112,67.83627674395288,386.75954863274785,FALSE
39,Suelo_CE,242.55184562597793,67.83627674395288,386.75954863274785,FALSE
40,Suelo_CE,214.47950679586268,67.83627674395288,386.75954863274785,FALSE
41,Suelo_CE,247.49351752792455,67.83627674395288,386.75954863274785,FALSE
42,Suelo_CE,229.1841886509458,67.83627674395288,386.75954863274785,FALSE
