Nodo,Experimental_Unit,Lote,Treatment_ID,Treatment_base,Dose_code,Dose_percent,Omission_description,Omission_public,Replication,Area_m2,Public_treatment_code,Public_unit_code,X,Y,Geometry_status,Observation_status,Macollas,Altura,Diametro,NDVI,Nitratos,Potasio_savia,Calcio_savia,Nodo_suelo_mas_cercano,Distancia_suelo_mas_cercano_m,Dentro_lote_suelo_I2,Distancia_al_lote_m,Suelo_N,Suelo_P,Suelo_K,Suelo_pH,Suelo_T,Suelo_Hv,Suelo_CE,Suelo_CE_corregida_OLS,VarK_N,VarK_P,VarK_K,VarK_pH,VarK_T,VarK_Hv,VarK_CE,VarK_CE_corregida_OLS,SEK_N,SEK_P,SEK_K,SEK_pH,SEK_T,SEK_Hv,SEK_CE,SEK_CE_corregida_OLS,Flag_pH,Flag_Hv,Flag_NPK,Flag_CE_OLS,Diferencia_dias_suelo_cultivo,CRS,Dentro_lote_auditado,Diferencia_X_geometria_m,Diferencia_Y_geometria_m,Coordenadas_coherentes,Fila_completa_diseno,Fila_completa_cultivo,Fila_completa_suelo,Estado_auditoria
21,L2_NODE_21,Lote_2,T11-A,T11,A,100,Sin Mo,Minus_Mo,2,4,D100_Minus_Mo,D100_Minus_Mo_R2,587200.494,517565,Point_available,Observed,6.666666666666667,45.9,3.622222222222222,0.72,4500,5600,1300,8,1.7665302148251012,TRUE,0,13.671251145031947,19.499108760555256,39.7143568280938,9.06164002492853,16.222399562334573,14.770859378318859,200.32890913760988,453.059184170717,17.298873920227464,34.77019063452708,141.91606614743452,0.12460827222474491,0.3929986437498957,4.92429992302247,3472.673606742973,3005.4534668844217,4.159191498383726,5.896625359858559,11.91285298102157,0.35299896915535733,0.6268960390287178,2.219076367100166,58.92939509907575,54.82201626066321,Exploratorio_sensor_no_validado,Exploratorio_estructura_espacial_limitada,Indices_instrumentales_nominales,Calibracion_exploratoria_sin_incertidumbre_adicional,5,EPSG:32618,TRUE,0,0,TRUE,TRUE,TRUE,TRUE,Apto
22,L2_NODE_22,Lote_2,T5-A,T5,A,100,Sin Mg y S,Minus_MgS,2,4,D100_Minus_MgS,D100_Minus_MgS_R2,587202.56,517567,Point_available,Observed,7,46.03333333333333,5.233333333333333,0.7,4600,4700,1200,7,1.496717742285562,TRUE,0,16.016362224247217,22.510711138719692,45.32212661886285,6.798711077414722,16.249920116280524,14.769496169007805,228.71581992531452,479.46752727652085,16.31055191956087,32.785558678924225,133.8751310712698,0.09953619464799149,0.36339917808110833,4.923382993774058,3274.333175054612,2833.7981357056656,4.038632431846313,5.725867504485606,11.570442129463757,0.31549357306923304,0.6028259932029377,2.2188697559284676,57.22178933810627,53.23343062123336,Exploratorio_sensor_no_validado,Exploratorio_estructura_espacial_limitada,Indices_instrumentales_nominales,Calibracion_exploratoria_sin_incertidumbre_adicional,5,EPSG:32618,TRUE,0,0,TRUE,TRUE,TRUE,TRUE,Apto
23,L2_NODE_23,Lote_2,T10-B,T10,B,75,Sin Cu,Minus_Cu,1,4,D75_Minus_Cu,D75_Minus_Cu_R1,587204.529,517569,Point_available,Observed,6.333333333333333,45.06666666666666,3.055555555555556,0.7,5800,4400,1500,6,1.201041214946916,TRUE,0,12.563214588997907,17.648656674545162,35.44873722959188,8.670240740899265,16.38293786938734,14.80213411241923,179.35144908473524,433.543853083527,14.63960996672933,29.429653090502267,120.26186157192376,0.07321870989120405,0.30375533200941657,4.914100290501971,2938.984949587531,2543.5683010080925,3.8261743251881937,5.424910422348213,10.966396927520167,0.27058955983408534,0.5511400294021626,2.2167770051365046,54.21240586422568,50.43380117548242,Exploratorio_sensor_no_validado,Exploratorio_estructura_espacial_limitada,Indices_instrumentales_nominales,Calibracion_exploratoria_sin_incertidumbre_adicional,5,EPSG:32618,TRUE,0,0,TRUE,TRUE,TRUE,TRUE,Apto
24,L2_NODE_24,Lote_2,T7-B,T7,B,75,Sin Zn,Minus_Zn,1,4,D75_Minus_Zn,D75_Minus_Zn_R1,587206.461,517570,Point_available,Observed,6.333333333333333,38.733333333333334,2.833333333333333,0.67,5600,4400,1600,5,1.7336611549174943,TRUE,0,18.452394886895814,26.200105430127255,52.566904640460635,7.066919836938569,16.513726474009,14.771244702156883,266.9609037597214,515.0469287676699,17.18211917569119,34.53578162453502,140.96773339407463,0.12317119349763457,0.3888531441850978,4.924265245975198,3449.24423791381,2985.176330087631,4.145131985316172,5.8767152070297755,11.872983340090839,0.35095753802651763,0.6235809042819527,2.219068553689858,58.730266795867784,54.63676720018884,Exploratorio_sensor_no_validado,Exploratorio_estructura_espacial_limitada,Indices_instrumentales_nominales,Calibracion_exploratoria_sin_incertidumbre_adicional,5,EPSG:32618,TRUE,0,0,TRUE,TRUE,TRUE,TRUE,Apto
25,L2_NODE_25,Lote_2,T0-B,T0,B,75,Control,Control,1,4,D75_Control,D75_Control_R1,587208.571,517572,Point_available,Observed,6.333333333333333,41.9,2.844444444444444,0.66,5000,4300,1600,4,1.4849245772252908,TRUE,0,17.726247836111167,25.326578967775372,50.507535519646744,7.020968261576204,16.337856589118964,14.774673330269287,256.1258580393511,504.9670857340086,16.25899942381355,32.68201459344217,133.4549358379292,0.09834079767673569,0.3617182172488184,4.923281328638326,3263.9866768202814,2824.8436751055947,4.032244960789653,5.716818572724009,11.552269726678356,0.3135933635725343,0.6014301432825082,2.2188468465935918,57.131310827078714,53.14925846242443,Exploratorio_sensor_no_validado,Exploratorio_estructura_espacial_limitada,Indices_instrumentales_nominales,Calibracion_exploratoria_sin_incertidumbre_adicional,5,EPSG:32618,TRUE,0,0,TRUE,TRUE,TRUE,TRUE,Apto
26,L2_NODE_26,Lote_2,T9-A,T9,A,100,Sin B,Minus_B,1,4,D100_Minus_B,D100_Minus_B_R1,587210.54,517574,Point_available,Observed,7.666666666666667,40.93333333333333,3.511111111111111,0.71,4600,4400,1200,3,1.191530528396729,TRUE,0,20.31907248702906,28.36166907241274,57.3018633136179,8.589729757483079,16.306028690856877,14.740244243031377,289.3965930392144,535.9188505043825,14.575892255244804,29.301624069316574,119.74076225877583,0.07235294126004778,0.3015658604015448,4.913310591719083,2926.1952437107225,2532.4993465882926,3.8178386890025626,5.413097456107415,10.942612222809316,0.26898502051238427,0.5491501255590723,2.216598879301143,54.094318035360445,50.32394406828913,Exploratorio_sensor_no_validado,Exploratorio_estructura_espacial_limitada,Indices_instrumentales_nominales,Calibracion_exploratoria_sin_incertidumbre_adicional,5,EPSG:32618,TRUE,0,0,TRUE,TRUE,TRUE,TRUE,Apto
27,L2_NODE_27,Lote_2,T1-A,T1,A,100,Completo,Complete,1,4,D100_Complete,D100_Complete_R1,587212.65,517576,Point_available,Observed,7,46.300000000000004,3.411111111111111,0.72,4000,4200,750,2,1.0465037027923858,TRUE,0,24.674324396962845,34.762463810698314,70.29822852883609,8.532817089257899,16.29326404711778,14.818866518158394,351.43520700006127,593.6333730721611,13.399121031429708,26.938006764320654,110.14644012378682,0.0617461504124473,0.24669413645593413,4.889926302665644,2690.017634564045,2328.097524075479,3.6604809836180965,5.190183692733876,10.495067418734708,0.24848772688494555,0.4966831348615877,2.21131777514351,51.86537992306665,48.2503629424223,Exploratorio_sensor_no_validado,Exploratorio_estructura_espacial_limitada,Indices_instrumentales_nominales,Calibracion_exploratoria_sin_incertidumbre_adicional,5,EPSG:32618,TRUE,0,0,TRUE,TRUE,TRUE,TRUE,Apto
28,L2_NODE_28,Lote_2,T2-A,T2,A,100,Sin N,Minus_N,1,4,D100_Minus_N,D100_Minus_N_R1,587214.441,517577,Point_available,Observed,9.333333333333334,44.300000000000004,3.6222222222222222,0.7,3600,3200,1200,1,1.4000892829002731,TRUE,0,23.115512683275966,32.88484736563646,66.53310510692116,8.598419743679832,16.553360689663215,14.785946992859733,333.52374826493326,576.9703430108742,16.055352761235667,32.27273303441165,131.78532428495944,0.09754512060893153,0.3448943801165655,4.9222042036059674,3223.106899058474,2789.463940724246,4.006913121248783,5.680909525279526,11.479778930143187,0.3123221423609468,0.5872770897255958,2.218604111509299,56.77241318685048,52.81537598772015,Exploratorio_sensor_no_validado,Exploratorio_estructura_espacial_limitada,Indices_instrumentales_nominales,Calibracion_exploratoria_sin_incertidumbre_adicional,5,EPSG:32618,TRUE,0,0,TRUE,TRUE,TRUE,TRUE,Apto
29,L2_NODE_29,Lote_2,T7-A,T7,A,100,Sin Zn,Minus_Zn,1,4,D100_Minus_Zn,D100_Minus_Zn_R1,587215.987,517575,Point_available,Observed,9.333333333333334,50.6,3.577777777777778,0.73,3600,4100,950,28,0.6995884504846072,TRUE,0,23.051969831657853,32.599996026109245,65.97664102156239,8.54937924767802,16.555892325811563,14.278038013040021,330.833363690577,574.4674782413472,10.119150006062243,20.34790263898086,83.32896234140549,0.03623366882918804,0.11544574716158472,4.474131933036278,2031.66057285597,1758.317078911726,3.181061144659474,4.5108649546379525,9.128469879525564,0.19035143505943958,0.3397730818672732,2.1152143941067245,45.0739456100303,41.93229160100514,Exploratorio_sensor_no_validado,Exploratorio_estructura_espacial_limitada,Indices_instrumentales_nominales,Calibracion_exploratoria_sin_incertidumbre_adicional,5,EPSG:32618,TRUE,0,0,TRUE,TRUE,TRUE,TRUE,Apto
30,L2_NODE_30,Lote_2,T0-A,T0,A,100,Control,Control,1,4,D100_Control,D100_Control_R1,587214.196,517574,Point_available,Observed,8.666666666666666,43.4,3.333333333333334,0.67,2200,3700,780,27,0.9999744996376934,TRUE,0,20.266920604752585,28.378436944740066,57.024401066147774,8.67311239861547,16.59755296532245,14.758842554034423,287.7751290165133,534.410402524065,13.072197494898184,26.281107975550896,107.47193554382602,0.058172761496370955,0.23865699303576945,4.874752082934513,2624.395924365886,2271.3046841048604,3.6155494042950354,5.126510311659472,10.36686720006705,0.24119030141440378,0.4885253248663466,2.2078840737082444,51.22885831604962,47.658206891414416,Exploratorio_sensor_no_validado,Exploratorio_estructura_espacial_limitada,Indices_instrumentales_nominales,Calibracion_exploratoria_sin_incertidumbre_adicional,5,EPSG:32618,TRUE,0,0,TRUE,TRUE,TRUE,TRUE,Apto
31,L2_NODE_31,Lote_2,T5-A,T5,A,100,Sin Mg y S,Minus_MgS,1,4,D100_Minus_MgS,D100_Minus_MgS_R1,587212.086,517572,Point_available,Observed,9.333333333333334,44.6,3.488888888888889,0.69,5800,4600,1000,26,0.786314186585322,TRUE,0,18.63539592107022,26.282479916542062,52.72037646258289,8.693843336757977,17.13188575892372,15.473366317610523,264.7594785419162,512.9989428875452,11.161682108430064,22.442339248037356,91.84539176885431,0.037170982038316286,0.17508722653330955,4.675405169118314,2240.9109913525863,1939.4145464354683,3.340910371205738,4.73733461432031,9.583600146544843,0.19279777498279457,0.4184342559271523,2.1622685238236055,47.33826138920383,44.038784570370105,Exploratorio_sensor_no_validado,Exploratorio_estructura_espacial_limitada,Indices_instrumentales_nominales,Calibracion_exploratoria_sin_incertidumbre_adicional,5,EPSG:32618,TRUE,0,0,TRUE,TRUE,TRUE,TRUE,Apto
32,L2_NODE_32,Lote_2,T4-B,T4,B,75,Sin K,Minus_K,1,4,D75_Minus_K,D75_Minus_K_R1,587210.117,517570,Point_available,Observed,7,44.5,3.077777777777778,0.67,5200,4200,1300,25,0.5684171003736624,TRUE,0,13.585240219156278,18.522970665932903,37.89851268036552,6.6933551093884605,17.217162578176637,13.192515236975582,193.102799608652,446.33673447592827,8.653102664309321,17.401053981332407,71.29715182690693,0.021107515429940063,0.08317764118357293,3.9304039578211953,1737.3533596448,1503.6065202928262,2.941615655436536,4.171457057352072,8.443764079301774,0.14528425733691885,0.28840534180831834,1.9825246424247027,41.68157098340704,38.77636548585783,Exploratorio_sensor_no_validado,Exploratorio_estructura_espacial_limitada,Indices_instrumentales_nominales,Calibracion_exploratoria_sin_incertidumbre_adicional,5,EPSG:32618,TRUE,0,0,TRUE,TRUE,TRUE,TRUE,Apto
33,L2_NODE_33,Lote_2,T8-B,T8,B,75,Sin Mn,Minus_Mn,1,4,D75_Minus_Mn,D75_Minus_Mn_R1,587208.007,517569,Point_available,Observed,6.666666666666667,40.800000000000004,3.0444444444444443,0.68,5200,4700,1400,24,1.0801041616944467,TRUE,0,16.732262330262238,23.650899525702513,47.93557930942905,6.6013683990650165,16.88959875188627,14.962808925389428,242.41409310091885,492.2110308117851,13.762113524655119,27.667026896447382,113.10315454530321,0.06294697880625393,0.2699827941681219,4.897917786349714,2762.867756082046,2391.146251100703,3.7097322712906275,5.259945522193874,10.634996687601891,0.2508923649819857,0.5195986856874466,2.2131239880200373,52.562988462244476,48.89934816641939,Exploratorio_sensor_no_validado,Exploratorio_estructura_espacial_limitada,Indices_instrumentales_nominales,Calibracion_exploratoria_sin_incertidumbre_adicional,5,EPSG:32618,TRUE,0,0,TRUE,TRUE,TRUE,TRUE,Apto
34,L2_NODE_34,Lote_2,T11-B,T11,B,75,Sin Mo,Minus_Mo,1,4,D75_Minus_Mo,D75_Minus_Mo_R1,587206.075,517567,Point_available,Observed,7,42.06666666666666,3.2222222222222228,0.69,5800,4400,1500,23,0.7781889231027961,TRUE,0,14.341133983357802,20.624922736594954,41.43281521066445,8.638052762327872,17.266533371940447,14.756739558849672,208.2163027681082,460.3968264651701,11.074871399593766,22.267931146232215,91.13597871606545,0.03648089119631348,0.17163745326578964,4.660668257603023,2223.486696066198,1924.3345491173202,3.3278929369187593,4.718890880941433,9.54651657496416,0.19099971517338313,0.4142915075955451,2.1588580911220223,47.1538619422227,43.867237764843594,Exploratorio_sensor_no_validado,Exploratorio_estructura_espacial_limitada,Indices_instrumentales_nominales,Calibracion_exploratoria_sin_incertidumbre_adicional,5,EPSG:32618,TRUE,0,0,TRUE,TRUE,TRUE,TRUE,Apto
35,L2_NODE_35,Lote_2,T1-A,T1,A,100,Completo,Complete,2,4,D100_Complete,D100_Complete_R2,587204.105,517565,Point_available,Observed,7,41.96666666666667,3.077777777777778,0.7,5600,4300,1700,22,0.5696885113568886,TRUE,0,21.60809473204378,30.20570722286271,61.14814020345857,6.680445520543301,16.929640308754806,15.21210180877236,310.7478583740179,555.7819326453505,8.65235147802514,17.39960709530674,71.2932240412057,0.021249064455265962,0.08028526213823074,3.937339717952613,1737.204622308876,1503.4777943621677,2.9414879700629646,4.171283626811625,8.443531491100492,0.14577058844384885,0.28334654072042376,1.9842730956077121,41.6797867354054,38.774705599941925,Exploratorio_sensor_no_validado,Exploratorio_estructura_espacial_limitada,Indices_instrumentales_nominales,Calibracion_exploratoria_sin_incertidumbre_adicional,5,EPSG:32618,TRUE,0,0,TRUE,TRUE,TRUE,TRUE,Apto
36,L2_NODE_36,Lote_2,T7-A,T7,A,100,Sin Zn,Minus_Zn,2,4,D100_Minus_Zn,D100_Minus_Zn_R2,587202.04,517564,Point_available,Observed,5.333333333333333,47.46666666666666,3.211111111111111,0.7,4500,5000,1600,21,1.042884940909987,TRUE,0,18.17630048949416,25.802104223548298,51.98373933827696,8.667666223947801,16.95038721713169,14.767257461653461,261.6401581224542,510.09703910132,13.468635462271099,27.077478313291486,110.70750159598765,0.05977627055868743,0.2586435792593446,4.888933140900643,2703.9641956511555,2340.167688195998,3.669963959260513,5.203602436129367,10.521763236073488,0.24449186194777,0.5085701320952152,2.2110932004102954,51.9996557262753,48.375279722147326,Exploratorio_sensor_no_validado,Exploratorio_estructura_espacial_limitada,Indices_instrumentales_nominales,Calibracion_exploratoria_sin_incertidumbre_adicional,5,EPSG:32618,TRUE,0,0,TRUE,TRUE,TRUE,TRUE,Apto
37,L2_NODE_37,Lote_2,T2-A,T2,A,100,Sin N,Minus_N,2,4,D100_Minus_N,D100_Minus_N_R2,587200.115,517562,Point_available,Observed,5,40.53333333333334,2.6666666666666665,0.67,3700,5100,1900,20,0.733310984474672,TRUE,0,8.792749658504807,11.910044883022156,25.5489102087029,8.567286987597425,17.095034890751798,14.238334138657187,126.97960998163278,384.8223311659092,10.614845773514263,21.343470577959113,87.3684061448908,0.032899286708871635,0.1570453203017935,4.564686740555161,2131.1443169900294,1844.41609009602,3.2580432430393342,4.619899412104025,9.347106832859609,0.18138160521086927,0.3962894400583915,2.1365127522566207,46.16431865618759,42.9466656458452,Exploratorio_sensor_no_validado,Exploratorio_estructura_espacial_limitada,Indices_instrumentales_nominales,Calibracion_exploratoria_sin_incertidumbre_adicional,5,EPSG:32618,TRUE,0,0,TRUE,TRUE,TRUE,TRUE,Apto
38,L2_NODE_38,Lote_2,T2-B,T2,B,75,Sin N,Minus_N,2,4,D75_Minus_N,D75_Minus_N_R2,587197.782,517560,Point_available,Observed,4.666666666666667,37.800000000000004,2.8555555555555556,0.67,4000,4300,2000,19,0.8733069334734557,TRUE,0,14.96107532768393,20.9846774760165,43.42859168005735,6.631368433301368,16.26624602182283,14.76168545262504,216.55137943988112,468.1509482929206,11.59279036713323,23.309788737871145,95.41521488528426,0.046424653721249286,0.14063385506241263,4.7927104176869415,2327.4847058181685,2014.3404680010294,3.4048186981296418,4.828021203129823,9.768071195752222,0.21546381069973047,0.37501180656402355,2.1892259859792778,48.24401212397419,44.88140447892679,Exploratorio_sensor_no_validado,Exploratorio_estructura_espacial_limitada,Indices_instrumentales_nominales,Calibracion_exploratoria_sin_incertidumbre_adicional,5,EPSG:32618,TRUE,0,0,TRUE,TRUE,TRUE,TRUE,Apto
39,L2_NODE_39,Lote_2,T4-B,T4,B,75,Sin K,Minus_K,2,4,D75_Minus_K,D75_Minus_K_R2,587196.259,517559,Point_available,Observed,6,40.93333333333333,3.1111111111111116,0.69,5500,4000,2300,18,0.9147529721150609,TRUE,0,17.125574705023062,24.008035062235408,48.48168930321162,7.475420374491737,16.569129671904555,14.830855972565306,242.55184562597793,492.339181985847,12.321934215352659,24.773871286942093,101.34431180045952,0.05009628070920871,0.20861289773347344,4.828261033593813,2473.8089822718357,2140.977996821233,3.510261274514001,4.97733576192546,10.066991198985898,0.22382198441888748,0.45674160937391445,2.1973304334109183,49.73740023635972,46.27070343987903,Exploratorio_sensor_no_validado,Exploratorio_estructura_espacial_limitada,Indices_instrumentales_nominales,Calibracion_exploratoria_sin_incertidumbre_adicional,5,EPSG:32618,TRUE,0,0,TRUE,TRUE,TRUE,TRUE,Apto
40,L2_NODE_40,Lote_2,T6-B,T6,B,75,Sin Fe,Minus_Fe,2,4,D75_Minus_Fe,D75_Minus_Fe_R2,587194.193,517557,Point_available,Observed,5,42.03333333333333,3.355555555555556,0.71,6700,4500,1800,17,0.6635397501903861,TRUE,0,14.896289638923177,20.867765845073283,42.694481335514574,8.317815276870693,16.84853679988465,15.00214330744854,214.47950679586268,466.2234851721901,9.863147762387609,19.83274360108578,81.20758393785064,0.027632369322055005,0.134375029796308,4.357099725223963,1980.249509483837,1713.8229582008255,3.140564879506171,4.453396860946235,9.01152506171129,0.16622986892269093,0.36657199810720403,2.0873666963961948,44.4999944885821,41.39834487272197,Exploratorio_sensor_no_validado,Exploratorio_estructura_espacial_limitada,Indices_instrumentales_nominales,Calibracion_exploratoria_sin_incertidumbre_adicional,5,EPSG:32618,TRUE,0,0,TRUE,TRUE,TRUE,TRUE,Apto
41,L2_NODE_41,Lote_2,T2-A,T2,A,100,Sin N,Minus_N,3,4,D100_Minus_N,D100_Minus_N_R3,587192.224,517555,Point_available,Observed,7.666666666666667,50.666666666666664,3.6222222222222222,0.7,2900,5200,1500,16,0.43890431755010095,TRUE,0,17.160500587598666,23.927717431718307,49.5427734555225,6.493447803874131,16.319340574133697,16.300318901746977,247.49351752792455,496.936419356228,6.9919388257801005,14.061613449161966,57.649661850715766,0.012980517846946267,0.05251612000454854,3.0428791273372076,1403.8638447048947,1214.9853216579884,2.6442274534880883,3.749881791358491,7.592737441181261,0.11393207558429833,0.2291639587818044,1.7443850284089255,37.46817108833703,34.85663956347468,Exploratorio_sensor_no_validado,Exploratorio_estructura_espacial_limitada,Indices_instrumentales_nominales,Calibracion_exploratoria_sin_incertidumbre_adicional,5,EPSG:32618,TRUE,0,0,TRUE,TRUE,TRUE,TRUE,Apto
42,L2_NODE_42,Lote_2,T3-A,T3,A,100,Sin P,Minus_P,3,4,D100_Minus_P,D100_Minus_P_R3,587190.146,517554,Point_available,Observed,7.333333333333333,49.666666666666664,3.4,0.7,5400,5100,1500,15,1.0394941077905249,TRUE,0,15.755493495217394,22.435996795891672,45.30510053468727,6.616224100728196,16.458807870927757,14.838557267230524,229.1841886509458,479.9032507019746,13.870602080280635,27.883149761596236,113.92431238179059,0.059133812618968995,0.26624780505770534,4.887976654211556,2784.58305544803,2409.939932613773,3.7243257215609695,5.2804497688735035,10.673533266064737,0.2431744489434879,0.5159920591033406,2.2108768971183257,52.7691487087676,49.09113904375996,Exploratorio_sensor_no_validado,Exploratorio_estructura_espacial_limitada,Indices_instrumentales_nominales,Calibracion_exploratoria_sin_incertidumbre_adicional,5,EPSG:32618,TRUE,0,0,TRUE,TRUE,TRUE,TRUE,Apto
43,L2_NODE_43,Lote_2,T5-A,T5,A,100,Sin Mg y S,Minus_MgS,3,4,D100_Minus_MgS,D100_Minus_MgS_R3,587191.692,517552,Point_available,Observed,7.666666666666667,54.833333333333336,3.4000000000000004,0.72,3400,5000,1900,15,1.5047923444777629,TRUE,0,16.58198554388247,23.610598726230702,47.60023961859808,6.934701451703636,16.47939119316805,14.77447718229922,240.96117387771207,490.85938005843815,19.71236040642972,39.58709232426199,160.52916232742947,0.1815646284763332,0.3683380110858515,4.923447458294221,3956.0520364336953,3423.7972393918812,4.4398604039349845,6.29182742327394,12.67001035230159,0.42610401133565173,0.6069085689672304,2.218884282312672,62.897154438286755,58.51322277393274,Exploratorio_sensor_no_validado,Exploratorio_estructura_espacial_limitada,Indices_instrumentales_nominales,Calibracion_exploratoria_sin_incertidumbre_adicional,5,EPSG:32618,TRUE,0,0,TRUE,TRUE,TRUE,TRUE,Apto
44,L2_NODE_44,Lote_2,T1-A,T1,A,100,Completo,Complete,3,4,D100_Complete,D100_Complete_R3,587193.77,517553,Point_available,Observed,7.666666666666667,54.666666666666664,3.6999999999999997,0.71,4800,5000,1700,16,2.1670119981424536,TRUE,0,17.193494884141167,24.189551566518677,49.33806394464203,6.841660356244952,16.530103495043477,14.771440404066292,248.17605435765364,497.5713833689292,23.074526315546606,46.32702284420402,187.47902197326397,0.3335715012621712,0.42498999825783984,4.924396741078972,4630.405852165575,4007.4222047393832,4.803595144841685,6.806395730796441,13.692297906971787,0.5775564918362283,0.6519125694890687,2.2190981819376474,68.04708555232601,63.30420368932369,Exploratorio_sensor_no_validado,Exploratorio_estructura_espacial_limitada,Indices_instrumentales_nominales,Calibracion_exploratoria_sin_incertidumbre_adicional,5,EPSG:32618,TRUE,0,0,TRUE,TRUE,TRUE,TRUE,Apto
45,L2_NODE_45,Lote_2,T0-B,T0,B,75,Control,Control,2,4,D75_Control,D75_Control_R2,587195.739,517555,Point_available,Observed,5,47.599999999999994,3.3111111111111113,0.67,4400,4300,1900,17,1.866720386059765,TRUE,0,16.957993920739654,23.76125323608293,48.39161924588045,8.450982683866304,16.596337119273574,14.771509758998496,243.04254133330625,492.79567620237873,21.35058839652908,42.87631867423824,173.8365818018803,0.2624590857263135,0.40947136789406824,4.924360398101703,4284.803206770333,3708.317599356647,4.6206696913466,6.548001120512904,13.184710152365136,0.5123076084993404,0.6398994982761498,2.219089993240856,65.45840822056654,60.89595716758746,Exploratorio_sensor_no_validado,Exploratorio_estructura_espacial_limitada,Indices_instrumentales_nominales,Calibracion_exploratoria_sin_incertidumbre_adicional,5,EPSG:32618,TRUE,0,0,TRUE,TRUE,TRUE,TRUE,Apto
46,L2_NODE_46,Lote_2,T9-B,T9,B,75,Sin B,Minus_B,2,4,D75_Minus_B,D75_Minus_B_R2,587197.805,517557,Point_available,Observed,4.666666666666667,47,3.2444444444444445,0.71,5800,4400,1700,18,1.6510944855413006,TRUE,0,18.098133134069215,25.34556469232888,51.26088032070851,8.133049562655302,16.42002005507297,14.77185603034208,256.94972184499886,505.73352623240646,19.76580183581544,39.70145277542792,161.20357786906442,0.2082314918700293,0.3878801681544182,4.924120635795845,3967.0082207243595,3433.279357721717,4.445874698618422,6.300908884869541,12.69659709800482,0.4563238892168909,0.622800263450826,2.2190359699193354,62.98419024425383,58.59419218422349,Exploratorio_sensor_no_validado,Exploratorio_estructura_espacial_limitada,Indices_instrumentales_nominales,Calibracion_exploratoria_sin_incertidumbre_adicional,5,EPSG:32618,TRUE,0,0,TRUE,TRUE,TRUE,TRUE,Apto
47,L2_NODE_47,Lote_2,T10-B,T10,B,75,Sin Cu,Minus_Cu,2,4,D75_Minus_Cu,D75_Minus_Cu_R2,587199.328,517558,Point_available,Observed,5.333333333333333,46.199999999999996,3.088888888888889,0.71,4800,4600,1800,19,1.9529539164781011,TRUE,0,16.370593814432546,22.87395482604952,46.90070074451129,7.067695768867427,16.520251381960204,14.771425110311512,234.60588568763936,484.9470554552132,21.385854856892514,42.94784983627366,174.1480436434555,0.2779027655091292,0.40843927414843506,4.924382302322737,4291.90401645401,3714.463052542928,4.624484280100054,6.553460905222039,13.196516344984971,0.5271648371326839,0.6390925395812683,2.2190949286415704,65.51262486310566,60.94639491014155,Exploratorio_sensor_no_validado,Exploratorio_estructura_espacial_limitada,Indices_instrumentales_nominales,Calibracion_exploratoria_sin_incertidumbre_adicional,5,EPSG:32618,TRUE,0,0,TRUE,TRUE,TRUE,TRUE,Apto
48,L2_NODE_48,Lote_2,T8-A,T8,A,100,Sin Mn,Minus_Mn,2,4,D100_Minus_Mn,D100_Minus_Mn_R2,587201.661,517560,Point_available,Observed,6.333333333333333,43,3.4,0.72,5100,4300,1400,20,1.804342816668204,TRUE,0,13.134799884721755,18.120869755194413,37.6826563287205,8.168347282392022,16.717538904966478,14.77098792792661,188.17683841530146,441.7541127777539,20.890617380896295,41.955141661501514,170.1801781650158,0.24739198482440047,0.40426000615067703,4.924329251670643,4192.575768183733,3628.4986165118917,4.570625491209742,6.477278877854613,13.04531249779076,0.4973851473701245,0.6358144431755833,2.219082975391106,64.75010245693618,60.237020315682045,Exploratorio_sensor_no_validado,Exploratorio_estructura_espacial_limitada,Indices_instrumentales_nominales,Calibracion_exploratoria_sin_incertidumbre_adicional,5,EPSG:32618,TRUE,0,0,TRUE,TRUE,TRUE,TRUE,Apto
49,L2_NODE_49,Lote_2,T6-A,T6,A,100,Sin Fe,Minus_Fe,2,4,D100_Minus_Fe,D100_Minus_Fe_R2,587203.586,517562,Point_available,Observed,7,36.6,3.0222222222222226,0.72,4300,4800,1400,21,1.4867834408502614,TRUE,0,18.67277101463703,26.334588472618876,53.17385740973218,8.475496056864344,16.660593379482005,14.77120636943765,267.7705754186346,515.8001663119599,18.508578551588332,37.18146575423381,151.13521815187133,0.1730278694657708,0.3647878839417774,4.923297972749512,3714.855051582752,3215.0513575689824,4.3021597543081,6.0976606788369105,12.293706444838811,0.41596618788763445,0.6039767246689043,2.2188505972123296,60.94961075825466,56.701422888398334,Exploratorio_sensor_no_validado,Exploratorio_estructura_espacial_limitada,Indices_instrumentales_nominales,Calibracion_exploratoria_sin_incertidumbre_adicional,5,EPSG:32618,TRUE,0,0,TRUE,TRUE,TRUE,TRUE,Apto
