Funcion,r,Observado,Limite_inferior,Limite_superior,Posicion
G,0.42124856968295304,0,0,0.2614132379248658,Dentro_envolvente
G,0.4308224008121111,0,0,0.2614132379248658,Dentro_envolvente
G,0.4403962319412691,0,0,0.2614132379248658,Dentro_envolvente
G,0.44997006307042714,0,0,0.2614132379248658,Dentro_envolvente
G,0.4595438941995852,0,0,0.2614132379248658,Dentro_envolvente
G,0.4691177253287432,0,0,0.2614132379248658,Dentro_envolvente
G,0.47869155645790123,0,0,0.2703255813953489,Dentro_envolvente
G,0.48826538758705923,0,0,0.29004651162790696,Dentro_envolvente
G,0.4978392187162173,0,0,0.3002862254025044,Dentro_envolvente
G,0.5074130498453753,0,0,0.3002862254025044,Dentro_envolvente
G,0.5169868809745333,0,0,0.3002862254025044,Dentro_envolvente
G,0.5265607121036914,0,0,0.3002862254025044,Dentro_envolvente
G,0.5361345432328494,0,0,0.3002862254025044,Dentro_envolvente
G,0.5457083743620074,0,0,0.3002862254025044,Dentro_envolvente
G,0.5552822054911654,0,0,0.33915921288014306,Dentro_envolvente
G,0.5648560366203235,0,0,0.33915921288014306,Dentro_envolvente
G,0.5744298677494815,0,0,0.35859570661896234,Dentro_envolvente
G,0.5840036988786395,0,0,0.35859570661896234,Dentro_envolvente
G,0.5935775300077974,0,0,0.35859570661896234,Dentro_envolvente
G,0.6031513611369556,0,0,0.35859570661896234,Dentro_envolvente
G,0.6127251922661135,0,0,0.3780322003577816,Dentro_envolvente
G,0.6222990233952715,0,0,0.3780322003577816,Dentro_envolvente
G,0.6318728545244297,0,0,0.3780322003577816,Dentro_envolvente
G,0.6414466856535876,0,0,0.3780322003577816,Dentro_envolvente
G,0.6510205167827456,0,0,0.39427605361671303,Dentro_envolvente
G,0.6605943479119036,0,0,0.39427605361671303,Dentro_envolvente
G,0.6701681790410617,0,0,0.4169051878354203,Dentro_envolvente
G,0.6797420101702197,0,0,0.4169051878354203,Dentro_envolvente
G,0.6893158412993777,0,0.037735849056603765,0.4169051878354203,Bajo_envolvente
G,0.6988896724285357,0,0.037735849056603765,0.4169051878354203,Bajo_envolvente
G,0.7084635035576938,0,0.037735849056603765,0.4169051878354203,Bajo_envolvente
G,0.7180373346868518,0,0.037735849056603765,0.4169051878354203,Bajo_envolvente
G,0.7276111658160098,0,0.037735849056603765,0.4169051878354203,Bajo_envolvente
G,0.7371849969451678,0,0.037735849056603765,0.4169051878354203,Bajo_envolvente
G,0.7467588280743259,0,0.037735849056603765,0.4169051878354203,Bajo_envolvente
G,0.7563326592034839,0,0.037735849056603765,0.4309518926520567,Bajo_envolvente
G,0.7659064903326419,0,0.046511627906976716,0.4309518926520567,Bajo_envolvente
G,0.7754803214618,0,0.046511627906976716,0.4309518926520567,Bajo_envolvente
G,0.785054152590958,0,0.046511627906976716,0.49845679012345667,Bajo_envolvente
G,0.794627983720116,0,0.046511627906976716,0.49845679012345667,Bajo_envolvente
G,0.804201814849274,0,0.046511627906976716,0.49845679012345667,Bajo_envolvente
G,0.8137756459784321,0,0.046511627906976716,0.537037037037037,Bajo_envolvente
G,0.8233494771075901,0,0.046511627906976716,0.537037037037037,Bajo_envolvente
G,0.8329233082367481,0,0.046511627906976716,0.537037037037037,Bajo_envolvente
G,0.8424971393659061,0,0.046511627906976716,0.537037037037037,Bajo_envolvente
G,0.8520709704950642,0,0.046511627906976716,0.5571658615136875,Bajo_envolvente
G,0.8616448016242222,0,0.046511627906976716,0.5571658615136875,Bajo_envolvente
G,0.8712186327533802,0,0.046511627906976716,0.5571658615136875,Bajo_envolvente
G,0.8807924638825382,0,0.046511627906976716,0.5571658615136875,Bajo_envolvente
G,0.8903662950116963,0,0.046511627906976716,0.5571658615136875,Bajo_envolvente
G,0.8999401261408543,0,0.046511627906976716,0.5571658615136875,Bajo_envolvente
G,0.9095139572700123,0,0.046511627906976716,0.5571658615136875,Bajo_envolvente
G,0.9190877883991704,0,0.046511627906976716,0.5571658615136875,Bajo_envolvente
G,0.9286616195283284,0,0.046511627906976716,0.5571658615136875,Bajo_envolvente
G,0.9382354506574864,0,0.046511627906976716,0.5571658615136875,Bajo_envolvente
G,0.9478092817866444,0,0.046511627906976716,0.5610886322979345,Bajo_envolvente
G,0.9573831129158025,0,0.046511627906976716,0.5610886322979345,Bajo_envolvente
G,0.9669569440449605,0,0.046511627906976716,0.5727272727272728,Bajo_envolvente
G,0.9765307751741185,0,0.046511627906976716,0.5804729214340196,Bajo_envolvente
