X,Y,Densidad_nodos_m2
587186.9662703555,517557.50426452013,0.1460998156406278
587186.9662703555,517557.6082994576,0.14493228744280065
587186.9662703555,517557.71233439504,0.1437181292462851
587186.9662703555,517557.8163693325,0.14246141000303858
587186.9662703555,517557.92040426994,0.14116653723285774
587186.9662703555,517558.0244392074,0.13983817208165616
587186.9662703555,517558.12847414485,0.1384811384852974
587186.9662703555,517558.2325090823,0.1371003294027861
587186.9662703555,517558.33654401975,0.13570061306791006
587186.9662703555,517558.4405789572,0.13428674210670086
587186.9662703555,517558.54461389466,0.13286326818561672
587186.9662703555,517558.6486488321,0.13143446460034386
587186.9662703555,517558.75268376956,0.1300042588974363
587187.0700745797,517555.0074260213,0.15882683727732286
587187.0700745797,517555.1114609587,0.15891789240458737
587187.0700745797,517555.2154958962,0.15893893415823285
587187.0700745797,517555.3195308336,0.15889562538374252
587187.0700745797,517555.4235657711,0.15879285914824987
587187.0700745797,517555.52760070853,0.15863472174716628
587187.0700745797,517555.631635646,0.15842448340726661
587187.0700745797,517555.73567058344,0.1581646157700668
587187.0700745797,517555.8397055209,0.15785683440684217
587187.0700745797,517555.94374045834,0.1575021638640416
587187.0700745797,517556.0477753958,0.1571010220909304
587187.0700745797,517556.15181033325,0.15665332058090672
587187.0700745797,517556.2558452707,0.15615857617931073
587187.0700745797,517556.35988020815,0.15561603028282173
587187.0700745797,517556.4639151456,0.15502477108165333
587187.0700745797,517556.56795008306,0.1543838545725889
587187.0700745797,517556.6719850205,0.15369242028976204
587187.0700745797,517556.77601995796,0.15294979804735254
587187.0700745797,517556.8800548954,0.1521556024463305
587187.0700745797,517556.98408983287,0.15130981244522243
587187.0700745797,517557.0881247703,0.15041283390963645
587187.0700745797,517557.1921597078,0.1494655437129257
587187.0700745797,517557.2961946452,0.14846931463668842
587187.0700745797,517557.4002295827,0.1474260209913398
587187.0700745797,517557.50426452013,0.14633802552178402
587187.0700745797,517557.6082994576,0.1452081487614451
587187.0700745797,517557.71233439504,0.14403962253240354
587187.0700745797,517557.8163693325,0.14283602974596066
587187.0700745797,517557.92040426994,0.14160123302567673
587187.0700745797,517558.0244392074,0.1403392949462267
587187.0700745797,517558.12847414485,0.13905439285206084
587187.0700745797,517558.2325090823,0.13775073128889756
587187.0700745797,517558.33654401975,0.13643245505066426
587187.0700745797,517558.4405789572,0.1351035657196583
587187.0700745797,517558.54461389466,0.1337678443660367
587187.0700745797,517558.6486488321,0.13242878278410014
587187.0700745797,517558.75268376956,0.13108952528895776
587187.0700745797,517558.856718707,0.12975282269124
587187.1738788038,517554.79935614637,0.16012779427812981
587187.1738788038,517554.9033910838,0.16029576814586433
587187.1738788038,517555.0074260213,0.16037415479212921
587187.1738788038,517555.1114609587,0.16037094501474103
587187.1738788038,517555.2154958962,0.16029358773211802
587187.1738788038,517555.3195308336,0.16014887993104943
587187.1738788038,517555.4235657711,0.1599428830588052
587187.1738788038,517555.52760070853,0.15968086719606656
587187.1738788038,517555.631635646,0.15936728341881776
587187.1738788038,517555.73567058344,0.15900576383165496
587187.1738788038,517555.8397055209,0.1585991478667634
587187.1738788038,517555.94374045834,0.15814953262488393
587187.1738788038,517556.0477753958,0.1576583443163028
